year,modified_currency,rate_to_pounds,source,notes
1898,chinese haikwan tael,6.93140794224,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1899,chinese haikwan tael,6.64359861592,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1900,chinese haikwan tael,6.44295302013,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1901,chinese haikwan tael,6.74868189807,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1902,chinese haikwan tael,7.69230769231,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1903,chinese haikwan tael,7.57894736842,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1904,chinese haikwan tael,6.97674418605,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1905,chinese haikwan tael,6.64819944598,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1906,chinese haikwan tael,6.07594936709,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1907,chinese haikwan tael,6.15384615385,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1908,chinese haikwan tael,7.5,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1909,chinese haikwan tael,7.69539078156,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1910,chinese haikwan tael,7.4274661545,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1911,chinese haikwan tael,7.4418604651,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1912,chinese haikwan tael,6.5529010268,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1913,chinese haikwan tael,6.6206896581,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1914,chinese haikwan tael,7.3282442766,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1915,chinese haikwan tael,7.7108433735,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1916,chinese haikwan tael,6.0282574593,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1917,chinese haikwan tael,4.6320868531,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1918,chinese haikwan tael,3.7832512325,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1919,chinese haikwan tael,3.3325622162,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1920,chinese haikwan tael,2.9447852764,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1921,chinese haikwan tael,5.0592885375,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1922,chinese haikwan tael,5.333333333,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1923,chinese haikwan tael,5.7485029951,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1924,chinese haikwan tael,5.4623044117,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1925,chinese haikwan tael,5.7313432858,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1926,chinese haikwan tael,6.421404685,"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",
1927,chinese haikwan tael,7.79381112714,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,chinese haikwan tael,7.57000622278,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,chinese haikwan tael,8.31568778544,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,chinese haikwan tael,11.6257264496,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,chinese haikwan tael,14.5698921596,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,chinese haikwan tael,11.4272262726,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,chinese haikwan tael,11.4865021174,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,chinese haikwan tael,10.5737039817,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,chinese haikwan tael,9.58220536398,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,chinese haikwan tael,11.9456712244,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,chinese haikwan tael,11.931769676,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,chinese haikwan tael,16.3612086981,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,chinese haikwan tael,26.6833669038,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1924,chinese standard dollar,8.49817216204,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1925,chinese standard dollar,8.9136150902,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1926,chinese standard dollar,9.82986920487,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,chinese standard dollar,10.9004351429,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,chinese standard dollar,10.5874212906,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,chinese standard dollar,11.630332567,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,chinese standard dollar,16.2597572722,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,chinese standard dollar,20.3774715519,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,chinese standard dollar,15.982134647,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,chinese standard dollar,16.0650379264,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,chinese standard dollar,14.7883971772,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,chinese standard dollar,13.4016858238,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,chinese standard dollar,16.7072324817,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,chinese standard dollar,16.6877897567,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,chinese standard dollar,22.8828093679,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,chinese standard dollar,37.3193942711,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1833,colombian peso,5.105,"Extraits d'Avis Divers, XXXV, Septembre 1838.",1 piastre = 5 fr.
1834,colombian peso,5.0616,"Extraits d'Avis Divers, XXXV, Septembre 1838.",1 piastre = 5 fr.
1835,colombian peso,5.0838,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1836,colombian peso,5.0758,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1837,colombian peso,5.0834,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1838,colombian peso,5.0834,"Extraits d'Avis Divers, XL, Décembre 1839.","1 piastre = 5.40 fr, but the exchange rate used for trade data is : 1 piastre = 5 fr."
1839,colombian peso,5.0292,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1840,colombian peso,5.0302,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1841,colombian peso,5.0522,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1842,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",
1843,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1844,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1845,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1846,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1847,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1848,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1849,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1850,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1851,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1852,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1853,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1854,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1855,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 45.",Use exchange rate in 1842.
1856,colombian peso,5.06,"Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux, n° 9. BNF : LC5-138 (AD)","1 piastre = 5.40 fr, but the exchange rate used for trade data is : 1 piastre = 5 fr."
1857,colombian peso,5.0454,"Annales du commerce extérieur. Nouvelle-Grenade. Faits commerciaux, n° 9. BNF : LC5-138 (AD)","1 piastre = 5.40 fr, but the exchange rate used for trade data is : 1 piastre = 5 fr."
1858,colombian peso,5.0244,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1859,colombian peso,5.0238,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1860,colombian peso,5.0266,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1861,colombian peso,5.065,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1862,colombian peso,5.0448,"Annales du commerce extérieur. Etats-Unis de Colombie. Faits commerciaux, n° 12. BNF : LC5-138 (AD)",
1863,colombian peso,5.0492,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1864,colombian peso,5.0494,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1865,colombian peso,5.0386,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1866,colombian peso,5.0376,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1867,colombian peso,5.0302,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1868,colombian peso,5.0344,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1869,colombian peso,5.034,"Annales du commerce extérieur. Etats-Unis de Colombie. Faits commerciaux, n° 13. BNF : LC5-138 (D)",1 piastre = 5 fr.
1870,colombian peso,5.0394,"Annales du commerce extérieur. Etats-Unis de Colombie. Faits commerciaux, n° 13. BNF : LC5-138 (D)",1 piastre = 5 fr.
1871,colombian peso,5.1066,"Annales du commerce extérieur. Etats-Unis de Colombie. Faits commerciaux, n° 13. BNF : LC5-138 (D)",1 piastre = 5 fr.
1872,colombian peso,5.0988,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1873,colombian peso,5.0834,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1874,colombian peso,5.0374,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1875,colombian peso,5.0362,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1876,colombian peso,5.0396,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1877,colombian peso,5.0294,"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",Estimated from 1 piastre = 5 fr.
1878,colombian peso,5,"Currency_Schneider et al. (1997), vol. VII, p. 47.",
1879,colombian peso,5,Currency_Statesman's Yearbook,
1880,colombian peso,5,Currency_Statesman's Yearbook,
1881,colombian peso,5,Currency_Statesman's Yearbook,
1882,colombian peso,5,Currency_Statesman's Yearbook,
1883,colombian peso,5,Currency_Statesman's Yearbook,
1884,colombian peso,5,Currency_Statesman's Yearbook,
1885,colombian peso,5,Currency_Statesman's Yearbook,
1886,colombian peso,5,Currency_Statesman's Yearbook,
1887,colombian peso,5,Currency_Statesman's Yearbook,
1888,colombian peso,5,Currency_Statesman's Yearbook,
1889,colombian peso,5,Currency_Statesman's Yearbook,
1890,colombian peso,5,Currency_Statesman's Yearbook,
1891,colombian peso,5,Currency_Statesman's Yearbook,
1892,colombian peso,5,Currency_Statesman's Yearbook,
1893,colombian peso,5,Currency_Statesman's Yearbook,
1894,colombian peso,5,Currency_Statesman's Yearbook,
1895,colombian peso,5,Currency_Statesman's Yearbook,
1896,colombian peso,5,Currency_Statesman's Yearbook,
1897,colombian peso,5,Currency_Statesman's Yearbook,
1898,colombian peso,5,Currency_Statesman's Yearbook,
1899,colombian peso,5,Currency_Statesman's Yearbook,
1900,colombian peso,4.8728,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1901,colombian peso,4.8729,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1902,colombian peso,4.8779,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1903,colombian peso,4.8685,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1904,colombian peso,4.8692,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1905,colombian peso,4.8693,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1906,colombian peso,9.7136,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1907,colombian peso,4.8658,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1908,colombian peso,4.8679,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1909,colombian peso,9.7518,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1910,colombian peso,4.867,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1911,colombian peso,4.8656,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1912,colombian peso,4.87,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1913,colombian peso,4.8701,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1914,colombian peso,4.8707,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1915,colombian peso,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1916,colombian peso,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1917,colombian peso,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1918,colombian peso,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1919,colombian peso,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1920,colombian peso,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
