ID_Curr_Yr_RepEntity,Original Currency,Yr,Reporting entity (Original name),Modified Currency
1600,Livre sterling,1884,British Guiana,Sterling Pound
1601,Livre sterling,1885,British Guiana,Sterling Pound
1602,Livre sterling,1886,British Guiana,Sterling Pound
1603,Livre sterling,1887,British Guiana,Sterling Pound
1604,Livre sterling,1888,British Guiana,Sterling Pound
1605,Livre sterling,1889,British Guiana,Sterling Pound
1606,Livre sterling,1890,British Guiana,Sterling Pound
1607,Livre sterling,1891,British Guiana,Sterling Pound
1608,Livre sterling,1892,British Guiana,Sterling Pound
1609,Livre sterling,1893,British Guiana,Sterling Pound
1610,Livre sterling,1894,British Guiana,Sterling Pound
1611,Livre sterling,1895,British Guiana,Sterling Pound
1612,Livre sterling,1896,British Guiana,Sterling Pound
1613,Livre sterling,1897,British Guiana,Sterling Pound
1614,Livre sterling,1898,British Guiana,Sterling Pound
1615,Livre sterling,1899,British Guiana,Sterling Pound
1616,Livre sterling,1900,British Guiana,Sterling Pound
1617,Livre sterling,1901,British Guiana,Sterling Pound
1618,Livre sterling,1902,British Guiana,Sterling Pound
1619,Livre sterling,1903,British Guiana,Sterling Pound
1620,Livre sterling,1904,British Guiana,Sterling Pound
1621,Livre sterling,1905,British Guiana,Sterling Pound
1622,Livre sterling,1906,British Guiana,Sterling Pound
1623,Livre sterling,1907,British Guiana,Sterling Pound
1624,Livre sterling,1908,British Guiana,Sterling Pound
1625,Livre sterling,1909,British Guiana,Sterling Pound
1626,Livre sterling,1910,British Guiana,Sterling Pound
1627,Livre sterling,1911,British Guiana,Sterling Pound
1628,£,1912,British Guiana,Sterling Pound
1629,Livre sterling,1912,British Guiana,Sterling Pound
1630,Livre sterling,1913,British Guiana,Sterling Pound
1631,Livre sterling,1924,British Guiana,Sterling Pound
1632,Livre sterling,1925,British Guiana,Sterling Pound
1633,Livre sterling,1926,British Guiana,Sterling Pound
1634,Livre sterling,1927,British Guiana,Sterling Pound
1635,Livre sterling,1928,British Guiana,Sterling Pound
1636,Livre sterling,1929,British Guiana,Sterling Pound
1637,Livre sterling,1930,British Guiana,Sterling Pound
1638,Livre sterling,1931,British Guiana,Sterling Pound
1639,Livre sterling,1932,British Guiana,Sterling Pound
1640,Livre sterling,1933,British Guiana,Sterling Pound
1641,Livre sterling,1934,British Guiana,Sterling Pound
1642,Livre sterling,1935,British Guiana,Sterling Pound
1643,Livre sterling,1936,British Guiana,Sterling Pound
1644,Livre sterling,1937,British Guiana,Sterling Pound
1645,Livre sterling,1938,British Guiana,Sterling Pound
1646,Livre sterling,1861,British Honduras,Sterling Pound
1647,Livre sterling,1862,British Honduras,Sterling Pound
1648,Livre sterling,1863,British Honduras,Sterling Pound
1649,Livre sterling,1864,British Honduras,Sterling Pound
1650,Livre sterling,1865,British Honduras,Sterling Pound
1651,Livre sterling,1866,British Honduras,Sterling Pound
1652,Livre sterling,1867,British Honduras,Sterling Pound
1653,Livre sterling,1868,British Honduras,Sterling Pound
1654,Livre sterling,1869,British Honduras,Sterling Pound
1655,Livre sterling,1870,British Honduras,Sterling Pound
1656,£,1871,British Honduras,Sterling Pound
1657,£,1872,British Honduras,Sterling Pound
1658,£,1873,British Honduras,Sterling Pound
1659,£,1874,British Honduras,Sterling Pound
1660,£,1875,British Honduras,Sterling Pound
1661,£,1876,British Honduras,Sterling Pound
1662,£,1877,British Honduras,Sterling Pound
1663,£,1878,British Honduras,Sterling Pound
1664,£,1879,British Honduras,Sterling Pound
1665,£,1880,British Honduras,Sterling Pound
1666,£,1881,British Honduras,Sterling Pound
1667,£,1882,British Honduras,Sterling Pound
1668,£,1883,British Honduras,Sterling Pound
1669,£,1884,British Honduras,Sterling Pound
1670,£,1885,British Honduras,Sterling Pound
1671,£,1886,British Honduras,Sterling Pound
1672,£,1887,British Honduras,Sterling Pound
1673,£,1888,British Honduras,Sterling Pound
1674,£,1889,British Honduras,Sterling Pound
1675,£,1890,British Honduras,Sterling Pound
1676,£,1891,British Honduras,Sterling Pound
1677,£,1892,British Honduras,Sterling Pound
1678,£,1893,British Honduras,Sterling Pound
1679,£,1894,British Honduras,Sterling Pound
1680,£,1895,British Honduras,Sterling Pound
1681,£,1896,British Honduras,Sterling Pound
1682,£,1897,British Honduras,Sterling Pound
1683,£,1898,British Honduras,Sterling Pound
1684,Livre sterling,1899,British Honduras,Sterling Pound
1685,Livre sterling,1900,British Honduras,Sterling Pound
1686,Livre sterling,1901,British Honduras,Sterling Pound
1687,Livre sterling,1902,British Honduras,Sterling Pound
1688,Livre sterling,1903,British Honduras,Sterling Pound
1689,Livre sterling,1904,British Honduras,Sterling Pound
1690,Livre sterling,1905,British Honduras,Sterling Pound
1691,Livre sterling,1906,British Honduras,Sterling Pound
1692,Livre sterling,1907,British Honduras,Sterling Pound
1693,Livre sterling,1908,British Honduras,Sterling Pound
1694,Livre sterling,1909,British Honduras,Sterling Pound
1695,Livre sterling,1910,British Honduras,Sterling Pound
1696,Livre sterling,1911,British Honduras,Sterling Pound
1697,Livre sterling,1912,British Honduras,Sterling Pound
1698,Livre sterling,1913,British Honduras,Sterling Pound
1699,Livre sterling,1924,British Honduras,Sterling Pound
1700,Livre sterling,1925,British Honduras,Sterling Pound
1701,Livre sterling,1926,British Honduras,Sterling Pound
1702,Livre sterling,1927,British Honduras,Sterling Pound
1703,Livre sterling,1928,British Honduras,Sterling Pound
1704,Livre sterling,1929,British Honduras,Sterling Pound
1705,£,1930,British Honduras,Sterling Pound
1706,£,1931,British Honduras,Sterling Pound
1707,£,1932,British Honduras,Sterling Pound
1708,£,1933,British Honduras,Sterling Pound
1709,£,1934,British Honduras,Sterling Pound
1710,£,1935,British Honduras,Sterling Pound
1711,£,1936,British Honduras,Sterling Pound
1712,£,1937,British Honduras,Sterling Pound
1713,£,1938,British Honduras,Sterling Pound
1714,Livre sterling,1841,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1715,Livre sterling,1842,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1716,Livre sterling,1843,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1717,Livre sterling,1844,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1718,Livre sterling,1845,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1719,Livre sterling,1846,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1720,Livre sterling,1847,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1721,Livre sterling,1848,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1722,Livre sterling,1849,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1723,Livre sterling,1850,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1724,Livre sterling,1851,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1725,Livre sterling,1852,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1726,Livre sterling,1853,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1727,Livre sterling,1854,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1728,Livre sterling,1855,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1729,Livre sterling,1856,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1730,Livre sterling,1857,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1731,Livre sterling,1858,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1732,Livre sterling,1859,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1733,Livre sterling,1860,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1734,Livre sterling,1861,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1735,Livre sterling,1862,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1736,Livre sterling,1863,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1737,Livre sterling,1864,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1738,Livre sterling,1865,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1739,Livre sterling,1866,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1740,Livre sterling,1867,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1741,Livre sterling,1868,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1742,Livre sterling,1869,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1743,Livre sterling,1870,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1744,Livre sterling,1871,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1745,Livre sterling,1872,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1746,Livre sterling,1873,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1747,Livre sterling,1874,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1748,Livre sterling,1875,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1749,Livre sterling,1876,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1750,Livre sterling,1877,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1751,Livre sterling,1878,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1752,Rupee,1878,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1753,Livre sterling,1879,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1754,Rupee,1879,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1755,Livre sterling,1880,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1756,Rupee,1880,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1757,Livre sterling,1881,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1758,Rupee,1881,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1759,Livre sterling,1882,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1760,Rupee,1882,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1761,Livre sterling,1883,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1762,Rupee,1883,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1763,Livre sterling,1884,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1764,Rupee,1884,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1765,Livre sterling,1885,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1766,Rupee,1885,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1767,Livre sterling,1886,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1768,Rupee,1886,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1769,Livre sterling,1887,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1770,Rupee,1887,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1771,Livre sterling,1888,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1772,Rupee,1888,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1773,Livre sterling,1889,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1774,Rupee,1889,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1775,Livre sterling,1890,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1776,Rupee,1890,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1777,Livre sterling,1891,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1778,Rupee,1891,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1779,Livre sterling,1892,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1780,Rupee,1892,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1781,Livre sterling,1893,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1782,Rupee,1893,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1783,Livre sterling,1894,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1784,Rupee,1894,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1785,Livre sterling,1895,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1786,Rupee,1895,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1787,Rupees,1895,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1788,Rupee,1896,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1789,Rupees,1896,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1790,Rupee,1897,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1791,Rupees,1897,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1792,Rupee,1898,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1793,Rupees,1898,"British India (Bengal, British Burman, Madras, Bombay)",Indian Rupee
1794,Livre sterling,1899,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1795,Livre sterling,1900,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1796,Livre sterling,1901,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1797,Livre sterling,1902,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1798,Livre sterling,1903,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1799,Livre sterling,1904,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1800,Livre sterling,1905,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1801,Livre sterling,1906,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1802,Livre sterling,1907,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1803,Livre sterling,1908,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1804,Livre sterling,1909,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1805,Livre sterling,1910,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1806,Livre sterling,1911,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1807,Livre sterling,1912,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1808,Livre sterling,1913,"British India (Bengal, British Burman, Madras, Bombay)",Sterling Pound
1809,Livre sterling,1924,British Malaya,Sterling Pound
1810,Livre sterling,1925,British Malaya,Sterling Pound
1811,Livre sterling,1926,British Malaya,Sterling Pound
1812,Livre sterling,1927,British Malaya,Sterling Pound
1813,Livre sterling,1928,British Malaya,Sterling Pound
1814,Livre sterling,1929,British Malaya,Sterling Pound
1815,Livre sterling,1930,British Malaya,Sterling Pound
1816,Livre sterling,1931,British Malaya,Sterling Pound
1817,Livre sterling,1932,British Malaya,Sterling Pound
1818,Livre sterling,1933,British Malaya,Sterling Pound
1819,Livre sterling,1934,British Malaya,Sterling Pound
1820,Livre sterling,1935,British Malaya,Sterling Pound
1821,Livre sterling,1936,British Malaya,Sterling Pound
1822,Livre sterling,1937,British Malaya,Sterling Pound
1823,Livre sterling,1938,British Malaya,Sterling Pound
1824,Livre sterling,1925,British Solomon Islands Protectorate,Sterling Pound
1825,Livre sterling,1926,British Solomon Islands Protectorate,Sterling Pound
1826,Livre sterling,1927,British Solomon Islands Protectorate,Sterling Pound
1827,Livre sterling,1928,British Solomon Islands Protectorate,Sterling Pound
1828,Livre sterling,1929,British Solomon Islands Protectorate,Sterling Pound
1829,Livre sterling,1930,British Solomon Islands Protectorate,Sterling Pound
1830,Livre sterling,1931,British Solomon Islands Protectorate,Sterling Pound
1831,Livre sterling,1932,British Solomon Islands Protectorate,Sterling Pound
1832,Livre sterling,1933,British Solomon Islands Protectorate,Sterling Pound
1833,Livre sterling,1934,British Solomon Islands Protectorate,Sterling Pound
1834,Livre sterling,1935,British Solomon Islands Protectorate,Sterling Pound
1835,Livre sterling,1936,British Solomon Islands Protectorate,Sterling Pound
1836,Livre sterling,1937,British Solomon Islands Protectorate,Sterling Pound
1837,Livre sterling,1938,British Solomon Islands Protectorate,Sterling Pound
1838,£,1891,British Somaliland (Somaliland Republic),Sterling Pound
1839,£,1892,British Somaliland (Somaliland Republic),Sterling Pound
1840,£,1893,British Somaliland (Somaliland Republic),Sterling Pound
1841,£,1894,British Somaliland (Somaliland Republic),Sterling Pound
1842,£,1895,British Somaliland (Somaliland Republic),Sterling Pound
1843,£,1896,British Somaliland (Somaliland Republic),Sterling Pound
1844,£,1897,British Somaliland (Somaliland Republic),Sterling Pound
1845,£,1898,British Somaliland (Somaliland Republic),Sterling Pound
1846,£,1899,British Somaliland (Somaliland Republic),Sterling Pound
1847,£,1900,British Somaliland (Somaliland Republic),Sterling Pound
1848,£,1901,British Somaliland (Somaliland Republic),Sterling Pound
1849,£,1902,British Somaliland (Somaliland Republic),Sterling Pound
1850,£,1903,British Somaliland (Somaliland Republic),Sterling Pound
1851,£,1904,British Somaliland (Somaliland Republic),Sterling Pound
1852,£,1905,British Somaliland (Somaliland Republic),Sterling Pound
1853,£,1906,British Somaliland (Somaliland Republic),Sterling Pound
1854,£,1907,British Somaliland (Somaliland Republic),Sterling Pound
1855,£,1908,British Somaliland (Somaliland Republic),Sterling Pound
1856,£,1909,British Somaliland (Somaliland Republic),Sterling Pound
1857,£,1910,British Somaliland (Somaliland Republic),Sterling Pound
1858,£,1911,British Somaliland (Somaliland Republic),Sterling Pound
1859,£,1912,British Somaliland (Somaliland Republic),Sterling Pound
1860,£,1913,British Somaliland (Somaliland Republic),Sterling Pound
1861,Livre sterling,1906,British South Africa,Sterling Pound
1862,Livre sterling,1907,British South Africa,Sterling Pound
1863,Livre sterling,1908,British South Africa,Sterling Pound
1864,Livre sterling,1909,British South Africa,Sterling Pound
1865,Livre sterling,1910,British South Africa,Sterling Pound
1866,Livre sterling,1911,British South Africa,Sterling Pound
1867,Livre sterling,1912,British South Africa,Sterling Pound
1868,Livre sterling,1913,British South Africa,Sterling Pound
1869,Livre sterling,1929,Brunei,Sterling Pound
1870,Livre sterling,1930,Brunei,Sterling Pound
1871,Livre sterling,1931,Brunei,Sterling Pound
1872,Livre sterling,1932,Brunei,Sterling Pound
1873,Livre sterling,1933,Brunei,Sterling Pound
1874,Livre sterling,1934,Brunei,Sterling Pound
1875,Livre sterling,1935,Brunei,Sterling Pound
1876,Livre sterling,1936,Brunei,Sterling Pound
1877,Livre sterling,1937,Brunei,Sterling Pound
1878,Livre sterling,1938,Brunei,Sterling Pound
1879,francs,1910,BUL,French Franc
1880,$,1879,Bulgaria,US Dollar
1881,$,1880,Bulgaria,US Dollar
1882,US Dollar,1881,Bulgaria,US Dollar
1883,Lew,1885,Bulgaria,Bulgarian Lev
1884,livres sterling,1885,Bulgaria,Sterling Pound
1885,Lew,1886,Bulgaria,Bulgarian Lev
1886,livres sterling,1886,Bulgaria,Sterling Pound
1887,Lew,1887,Bulgaria,Bulgarian Lev
1888,livres sterling,1887,Bulgaria,Sterling Pound
1889,Lew,1888,Bulgaria,Bulgarian Lev
1890,livres sterling,1888,Bulgaria,Sterling Pound
1891,Lew,1889,Bulgaria,Bulgarian Lev
1892,livres sterling,1889,Bulgaria,Sterling Pound
1893,Lew,1890,Bulgaria,Bulgarian Lev
1894,livres sterling,1890,Bulgaria,Sterling Pound
1895,Lew,1891,Bulgaria,Bulgarian Lev
1896,livres sterling,1891,Bulgaria,Sterling Pound
1897,Lew,1892,Bulgaria,Bulgarian Lev
1898,livres sterling,1892,Bulgaria,Sterling Pound
1899,Lew,1893,Bulgaria,Bulgarian Lev
1900,livres sterling,1893,Bulgaria,Sterling Pound
1901,Lew,1894,Bulgaria,Bulgarian Lev
1902,livres sterling,1894,Bulgaria,Sterling Pound
1903,Lew,1895,Bulgaria,Bulgarian Lev
1904,livres sterling,1895,Bulgaria,Sterling Pound
1905,Lew,1896,Bulgaria,Bulgarian Lev
1906,livres sterling,1896,Bulgaria,Sterling Pound
1907,Lew,1897,Bulgaria,Bulgarian Lev
1908,livres sterling,1897,Bulgaria,Sterling Pound
1909,Lew,1898,Bulgaria,Bulgarian Lev
1910,livres sterling,1898,Bulgaria,Sterling Pound
1911,Lew,1899,Bulgaria,Bulgarian Lev
1912,livres sterling,1899,Bulgaria,Sterling Pound
1913,Lew,1900,Bulgaria,Bulgarian Lev
1914,livres sterling,1900,Bulgaria,Sterling Pound
1915,Lew,1901,Bulgaria,Bulgarian Lev
1916,Lew.,1901,Bulgaria,Bulgarian Lev
1917,livres sterling,1901,Bulgaria,Sterling Pound
1918,Lew.,1902,Bulgaria,Bulgarian Lev
1919,Lew.,1903,Bulgaria,Bulgarian Lev
1920,Lew.,1904,Bulgaria,Bulgarian Lev
1921,Lew.,1905,Bulgaria,Bulgarian Lev
1922,Lew.,1906,Bulgaria,Bulgarian Lev
1923,Lew,1907,Bulgaria,Bulgarian Lev
1924,Lew.,1907,Bulgaria,Bulgarian Lev
1925,Lew,1908,Bulgaria,Bulgarian Lev
1926,Lew.,1908,Bulgaria,Bulgarian Lev
1927,Lew,1909,Bulgaria,Bulgarian Lev
1928,Lew.,1909,Bulgaria,Bulgarian Lev
1929,Lew,1910,Bulgaria,Bulgarian Lev
1930,Lew.,1910,Bulgaria,Bulgarian Lev
1931,Lew,1911,Bulgaria,Bulgarian Lev
1932,Lew.,1911,Bulgaria,Bulgarian Lev
1933,Lew,1912,Bulgaria,Bulgarian Lev
1934,Lew.,1912,Bulgaria,Bulgarian Lev
1935,Lew,1913,Bulgaria,Bulgarian Lev
1936,Lew,1914,Bulgaria,Bulgarian Lev
1937,Lew,1915,Bulgaria,Bulgarian Lev
1938,Lew,1916,Bulgaria,Bulgarian Lev
1939,Lew,1917,Bulgaria,Bulgarian Lev
1940,Lew,1918,Bulgaria,Bulgarian Lev
1941,Franc,1881,Bulgarie,French Franc
1942,Franc,1882,Bulgarie,French Franc
1943,Franc,1883,Bulgarie,French Franc
1944,Franc,1884,Bulgarie,French Franc
1945,Franc,1885,Bulgarie,French Franc
1946,Franc,1886,Bulgarie,French Franc
1947,Franc,1887,Bulgarie,French Franc
1948,Franc,1890,Bulgarie,French Franc
1949,francs,1890,Bulgarie,French Franc
1950,Franc,1891,Bulgarie,French Franc
1951,Franc,1892,Bulgarie,French Franc
1952,Franc,1893,Bulgarie,French Franc
1953,Franc,1894,Bulgarie,French Franc
1954,Lew,1910,Bulgarie,Bulgarian Lev
1955,leva,1926,Bulgarie,Bulgarian Lev
1956,leva,1927,Bulgarie,Bulgarian Lev
1957,leva,1928,Bulgarie,Bulgarian Lev
1958,leva,1929,Bulgarie,Bulgarian Lev
1959,leva,1930,Bulgarie,Bulgarian Lev
1960,leva,1931,Bulgarie,Bulgarian Lev
1961,leva,1932,Bulgarie,Bulgarian Lev
1962,leva,1933,Bulgarie,Bulgarian Lev
1963,leva,1934,Bulgarie,Bulgarian Lev
1964,leva,1935,Bulgarie,Bulgarian Lev
1965,leva,1936,Bulgarie,Bulgarian Lev
1966,leva,1937,Bulgarie,Bulgarian Lev
1967,leva,1938,Bulgarie,Bulgarian Lev
1968,£,1937,Burma,Sterling Pound
1969,Livre sterling,1937,Burma,Sterling Pound
1970,£,1938,Burma,Sterling Pound
1971,Livre sterling,1938,Burma,Sterling Pound
1972,roupies,1842,Calcutta,Indian Rupee
1973,Roupies,1844,Calcutta,Indian Rupee
1974,roupie,1845,Calcutta,Indian Rupee
1975,roupies,1846,Calcutta,Indian Rupee
1976,francs,1850,Calcutta,French Franc
1977,roupie,1856,Calcutta,Indian Rupee
1978,roupie,1857,Calcutta,Indian Rupee
1979,roupie,1858,Calcutta,Indian Rupee
1980,roupie,1859,Calcutta,Indian Rupee
1981,roupie,1860,Calcutta,Indian Rupee
1982,francs,1862,Calcutta,French Franc
1983,francs,1863,Calcutta,French Franc
1984,francs,1864,Calcutta,French Franc
1985,francs,1868,Calcutta,French Franc
1986,francs,1869,Calcutta,French Franc
1987,francs,1870,Calcutta,French Franc
1988,francs,1871,Calcutta,French Franc
1989,Francs,1873,Calcutta,French Franc
1990,Francs,1876,Calcutta,French Franc
1991,Francs,1877,Calcutta,French Franc
1992,Francs,1878,Calcutta,French Franc
1993,roupie,1851,"Calcutta, Madras, Bombay",Indian Rupee
1994,roupie,1852,"Calcutta, Madras, Bombay",Indian Rupee
1995,roupie,1853,"Calcutta, Madras, Bombay",Indian Rupee
1996,roupie,1854,"Calcutta, Madras, Bombay",Indian Rupee
1997,roupie,1855,"Calcutta, Madras, Bombay",Indian Rupee
1998,roupie,1856,"Calcutta, Madras, Bombay",Indian Rupee
1999,roupie,1857,"Calcutta, Madras, Bombay",Indian Rupee
2000,£,1899,Cameroun,Sterling Pound
2001,£,1900,Cameroun,Sterling Pound
2002,£,1901,Cameroun,Sterling Pound
2003,£,1902,Cameroun,Sterling Pound
2004,£,1903,Cameroun,Sterling Pound
2005,£,1904,Cameroun,Sterling Pound
2006,£,1905,Cameroun,Sterling Pound
2007,£,1906,Cameroun,Sterling Pound
2008,£,1907,Cameroun,Sterling Pound
2009,£,1908,Cameroun,Sterling Pound
2010,£,1909,Cameroun,Sterling Pound
2011,£,1910,Cameroun,Sterling Pound
2012,£,1911,Cameroun,Sterling Pound
2013,£,1912,Cameroun,Sterling Pound
2014,£,1913,Cameroun,Sterling Pound
2015,Francs,1925,Cameroun,French Franc
2016,Francs,1926,Cameroun,French Franc
2017,Francs,1927,Cameroun,French Franc
2018,Francs,1928,Cameroun,French Franc
2019,Francs,1929,Cameroun,French Franc
2020,Francs,1930,Cameroun,French Franc
2021,Francs,1931,Cameroun,French Franc
2022,Francs,1932,Cameroun,French Franc
2023,Francs,1933,Cameroun,French Franc
2024,Francs,1934,Cameroun,French Franc
2025,Francs,1935,Cameroun,French Franc
2026,francs,1936,Cameroun,French Franc
2027,francs,1937,Cameroun,French Franc
2028,francs,1938,Cameroun,French Franc
2029,dollars,1910,CAN,US Dollar
2030,franc,1851,Canada,French Franc
2031,$,1852,Canada,US Dollar
2032,franc,1853,Canada,French Franc
2033,$,1854,Canada,US Dollar
2034,livre sterling,1855,Canada,Sterling Pound
2035,livre sterling,1856,Canada,Sterling Pound
2036,livre sterling,1857,Canada,Sterling Pound
2037,franc,1858,Canada,French Franc
2038,dollar,1859,Canada,US Dollar
2039,dollar,1860,Canada,US Dollar
2040,dollar,1861,Canada,US Dollar
2041,dollars,1868,Canada,US Dollar
2042,dollars,1869,Canada,US Dollar
2043,dollars,1870,Canada,US Dollar
2044,dollars,1871,Canada,US Dollar
2045,dollars,1872,Canada,US Dollar
2046,dollars,1873,Canada,US Dollar
2047,livre sterling,1873,Canada,Sterling Pound
2048,dollars,1874,Canada,US Dollar
2049,dollars,1875,Canada,US Dollar
2050,livre sterling,1875,Canada,Sterling Pound
2051,dollars,1876,Canada,US Dollar
2052,dollars,1877,Canada,US Dollar
2053,dollars,1878,Canada,US Dollar
2054,dollars,1879,Canada,US Dollar
2055,dollars,1880,Canada,US Dollar
2056,livre sterling,1880,Canada,Sterling Pound
2057,dollars,1881,Canada,US Dollar
2058,dollars,1882,Canada,US Dollar
2059,dollars,1883,Canada,US Dollar
2060,livre sterling,1890,Canada,Sterling Pound
2061,sterling,1890,Canada,Sterling Pound
2062,Livre sterling,1899,Canada,Sterling Pound
2063,livre sterling,1900,Canada,Sterling Pound
2064,livre sterling,1911,Canada,Sterling Pound
2065,Livre sterling,1925,Canada,Sterling Pound
2066,$ canadiens,1926,Canada,Canadian dollar
2067,Livre sterling,1926,Canada,Sterling Pound
2068,$ canadiens,1927,Canada,Canadian dollar
2069,Livre sterling,1927,Canada,Sterling Pound
2070,$ canadiens,1928,Canada,Canadian dollar
2071,Livre sterling,1928,Canada,Sterling Pound
2072,$ canadiens,1929,Canada,Canadian dollar
2073,Livre sterling,1929,Canada,Sterling Pound
2074,$ canadiens,1930,Canada,Canadian dollar
