year,reporting,partner,flow,expimp,nb,"group_concat(distinct partner)"
1913,"United Kingdom","Turkey (Ottoman Empire)",7704823.0,Exp,2,"European Turkey,Asian Turkey"
1913,"United Kingdom","Turkey (Ottoman Empire)",5416659.0,Imp,2,"European Turkey,Asian Turkey"
1914,"United Kingdom","Indonesia (Dutch East Indies)",5448000.0,Exp,2,"Java,Dutch Borneo"
1914,"United Kingdom","Indonesia (Dutch East Indies)",12337998.0,Imp,2,"Java,Dutch Borneo"
1914,"United Kingdom","Turkey (Ottoman Empire)",5893660.0,Exp,2,"European Turkey,Asian Turkey"
1914,"United Kingdom","Turkey (Ottoman Empire)",4223279.0,Imp,2,"European Turkey,Asian Turkey"
1915,"United Kingdom","Indonesia (Dutch East Indies)",5265426.0,Exp,2,"Java,Dutch Borneo"
1915,"United Kingdom","Indonesia (Dutch East Indies)",12665031.0,Imp,2,"Java,Dutch Borneo"
1915,"United Kingdom","Turkey (Ottoman Empire)",421656.0,Exp,2,"European Turkey,Asian Turkey"
1915,"United Kingdom","Turkey (Ottoman Empire)",1177707.0,Imp,2,"European Turkey,Asian Turkey"
1916,"United Kingdom","Indonesia (Dutch East Indies)",7201231.0,Exp,2,"Java,Dutch Borneo"
1916,"United Kingdom","Indonesia (Dutch East Indies)",16254910.0,Imp,2,"Java,Dutch Borneo"
1916,"United Kingdom","Turkey (Ottoman Empire)",426567.0,Exp,2,"European Turkey,Asian Turkey"
1916,"United Kingdom","Turkey (Ottoman Empire)",857216.0,Imp,2,"European Turkey,Asian Turkey"
1917,"United Kingdom","Indonesia (Dutch East Indies)",6134484.0,Exp,2,"Java,Dutch Borneo"
1917,"United Kingdom","Indonesia (Dutch East Indies)",15066618.0,Imp,2,"Java,Dutch Borneo"
1917,"United Kingdom","Turkey (Ottoman Empire)",921993.0,Exp,2,"European Turkey,Asian Turkey"
1917,"United Kingdom","Turkey (Ottoman Empire)",467586.0,Imp,2,"European Turkey,Asian Turkey"
1918,"United Kingdom","Indonesia (Dutch East Indies)",5926839.0,Exp,2,"Java,Dutch Borneo"
1918,"United Kingdom","Indonesia (Dutch East Indies)",8231174.0,Imp,2,"Java,Dutch Borneo"
1918,"United Kingdom","Turkey (Ottoman Empire)",1811784.0,Exp,2,"European Turkey,Asian Turkey"
1918,"United Kingdom","Turkey (Ottoman Empire)",694715.0,Imp,2,"European Turkey,Asian Turkey"
1919,"United Kingdom","Indonesia (Dutch East Indies)",7313481.0,Exp,2,"Java,Dutch Borneo"
1919,"United Kingdom","Indonesia (Dutch East Indies)",20358969.0,Imp,2,"Java,Dutch Borneo"
1919,"United Kingdom","Turkey (Ottoman Empire)",22109713.0,Exp,2,"European Turkey,Asian Turkey"
1919,"United Kingdom","Turkey (Ottoman Empire)",9070080.0,Imp,2,"European Turkey,Asian Turkey"
1920,"United Kingdom","Indonesia (Dutch East Indies)",18664930.0,Exp,2,"Java,Dutch Borneo"
1920,"United Kingdom","Indonesia (Dutch East Indies)",32967920.0,Imp,2,"Java,Dutch Borneo"
1920,"United Kingdom","Turkey (Ottoman Empire)",31321555.0,Exp,2,"European Turkey,Asian Turkey"
1920,"United Kingdom","Turkey (Ottoman Empire)",12092253.0,Imp,2,"European Turkey,Asian Turkey"
1921,"United Kingdom","Indonesia (Dutch East Indies)",11569116.0,Exp,2,"Java,Dutch Borneo"
1921,"United Kingdom","Indonesia (Dutch East Indies)",9375145.0,Imp,2,"Java,Dutch Borneo"
1922,"United Kingdom","Indonesia (Dutch East Indies)",7923857.0,Exp,2,"Java,Dutch Borneo"
1922,"United Kingdom","Indonesia (Dutch East Indies)",10346434.0,Imp,2,"Java,Dutch Borneo"
1923,"United Kingdom","Indonesia (Dutch East Indies)",7166023.0,Exp,2,"Java,Dutch Borneo"
1923,"United Kingdom","Indonesia (Dutch East Indies)",13618269.0,Imp,2,"Java,Dutch Borneo"
1923,"United Kingdom","Turkey (Ottoman Empire)",3924017.0,Exp,2,"European Turkey,Asian Turkey"
1923,"United Kingdom","Turkey (Ottoman Empire)",3116896.0,Imp,2,"European Turkey,Asian Turkey"
1924,"United Kingdom","Indonesia (Dutch East Indies)",7126808.0,Exp,2,"Java,Dutch Borneo"
1924,"United Kingdom","Indonesia (Dutch East Indies)",10909137.0,Imp,2,"Java,Dutch Borneo"
1924,"United Kingdom","Turkey (Ottoman Empire)",4216079.0,Exp,2,"European Turkey,Asian Turkey"
1924,"United Kingdom","Turkey (Ottoman Empire)",3154902.0,Imp,2,"European Turkey,Asian Turkey"
1925,"United Kingdom","Indonesia (Dutch East Indies)",8716438.0,Exp,2,"Java,Dutch Borneo"
1925,"United Kingdom","Indonesia (Dutch East Indies)",11256581.0,Imp,2,"Java,Dutch Borneo"
1925,"United Kingdom","Turkey (Ottoman Empire)",4600192.0,Exp,2,"European Turkey,Asian Turkey"
1925,"United Kingdom","Turkey (Ottoman Empire)",2424459.0,Imp,2,"European Turkey,Asian Turkey"
1926,"United Kingdom","Indonesia (Dutch East Indies)",6088995.0,Exp,2,"Java,Dutch Borneo"
1926,"United Kingdom","Indonesia (Dutch East Indies)",10962774.0,Imp,2,"Java,Dutch Borneo"
1926,"United Kingdom","Turkey (Ottoman Empire)",3103229.0,Exp,2,"European Turkey,Asian Turkey"
1926,"United Kingdom","Turkey (Ottoman Empire)",3003922.0,Imp,2,"European Turkey,Asian Turkey"
1927,"United Kingdom","Indonesia (Dutch East Indies)",6395209.0,Exp,2,"Java,Dutch Borneo"
1927,"United Kingdom","Indonesia (Dutch East Indies)",10954322.0,Imp,2,"Java,Dutch Borneo"
1927,"United Kingdom","Turkey (Ottoman Empire)",3180740.0,Exp,2,"European Turkey,Asian Turkey"
1927,"United Kingdom","Turkey (Ottoman Empire)",2990596.0,Imp,2,"European Turkey,Asian Turkey"
1928,"United Kingdom","Indonesia (Dutch East Indies)",7399537.0,Exp,2,"Java,Dutch Borneo"
1928,"United Kingdom","Indonesia (Dutch East Indies)",9109819.0,Imp,2,"Java,Dutch Borneo"
1928,"United Kingdom","Turkey (Ottoman Empire)",2738018.0,Exp,2,"European Turkey,Asian Turkey"
1928,"United Kingdom","Turkey (Ottoman Empire)",2655594.0,Imp,2,"European Turkey,Asian Turkey"
1929,"United Kingdom","Indonesia (Dutch East Indies)",7072241.0,Exp,2,"Java,Dutch Borneo"
1929,"United Kingdom","Indonesia (Dutch East Indies)",12156147.0,Imp,2,"Java,Dutch Borneo"
1929,"United Kingdom","Turkey (Ottoman Empire)",2824840.0,Exp,2,"European Turkey,Asian Turkey"
1929,"United Kingdom","Turkey (Ottoman Empire)",2244713.0,Imp,2,"European Turkey,Asian Turkey"
1930,"United Kingdom","Turkey (Ottoman Empire)",1868285.0,Exp,2,"European Turkey,Asian Turkey"
1930,"United Kingdom","Turkey (Ottoman Empire)",1869725.0,Imp,2,"European Turkey,Asian Turkey"
1931,"United Kingdom","Turkey (Ottoman Empire)",1714922.0,Exp,2,"European Turkey,Asian Turkey"
1931,"United Kingdom","Turkey (Ottoman Empire)",1475144.0,Imp,2,"European Turkey,Asian Turkey"
1932,"United Kingdom","Turkey (Ottoman Empire)",1482311.0,Exp,2,"European Turkey,Asian Turkey"
1932,"United Kingdom","Turkey (Ottoman Empire)",1616942.0,Imp,2,"European Turkey,Asian Turkey"
1933,"United Kingdom","Turkey (Ottoman Empire)",1459060.0,Exp,2,"European Turkey,Asian Turkey"
1933,"United Kingdom","Turkey (Ottoman Empire)",1149636.0,Imp,2,"European Turkey,Asian Turkey"
1821,"United States of America",France,1080074.80931982,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1821,"United States of America",France,1042720.71883816,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1821,"United States of America",Spain,72914.2200397033,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1821,"United States of America",Spain,115652.909831784,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1826,"United States of America",France,1912433.057175,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1826,"United States of America",France,1755041.42374962,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1826,"United States of America",Spain,31150.0460263885,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1826,"United States of America",Spain,136057.481845147,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1827,"United States of America",France,1869479.70291993,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1827,"United States of America",France,1735116.89897243,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1827,"United States of America",Spain,27899.8880862753,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1827,"United States of America",Spain,125085.970088514,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1848,"United States of America",France,3157060.57494867,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1848,"United States of America",France,5769205.54414784,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1848,"United States of America",Spain,480343.121149897,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1848,"United States of America",Spain,245677.823408624,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1849,"United States of America",France,2594952.34345862,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1849,"United States of America",France,5048233.18552899,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1849,"United States of America",Spain,370580.166590692,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1849,"United States of America",Spain,273336.579503543,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1850,"United States of America",France,3713645.52300563,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1850,"United States of America",France,5697208.08507117,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1850,"United States of America",Spain,798994.745117511,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1850,"United States of America",Spain,430816.575637206,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1851,"United States of America",France,5166854.1964468,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1851,"United States of America",France,6476527.05738207,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1851,"United States of America",Spain,1105992.24014703,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1851,"United States of America",Spain,441611.803144783,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1852,"United States of America",France,4536547.81862044,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1852,"United States of America",France,5293017.54099031,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1852,"United States of America",Spain,657647.708222595,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1852,"United States of America",Spain,365145.152717013,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1853,"United States of America",France,5166551.35535354,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1853,"United States of America",France,6880823.90687343,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1853,"United States of America",Spain,936849.574266793,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1853,"United States of America",Spain,430777.220188392,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1854,"United States of America",France,6385469.91628521,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1854,"United States of America",France,7377911.04787826,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1854,"United States of America",Spain,949052.74444307,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1854,"United States of America",Spain,436632.02606293,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1855,"United States of America",France,6512603.07261419,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1855,"United States of America",France,6509561.96713209,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1855,"United States of America","Russia (USSR)",57017.1753367107,Imp,2,"Russia (Baltic Sea) & Russia (North Sea),Russia (Black Sea)"
1855,"United States of America",Spain,940079.492565592,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1855,"United States of America",Spain,505274.517072367,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1855,"United States of America","Turkey (Ottoman Empire)",163569.13381935,Exp,2,"European Turkey,Asian Turkey"
1855,"United States of America","Turkey (Ottoman Empire)",162875.118415091,Imp,2,"Asian Turkey,European Turkey"
1856,"United States of America",France,8602608.84766468,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1856,"United States of America",France,10080838.6977356,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1856,"United States of America",Spain,1514988.58564877,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1856,"United States of America",Spain,459137.856569936,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1856,"United States of America","Turkey (Ottoman Empire)",288910.186537235,Exp,2,"European Turkey,Asian Turkey"
1856,"United States of America","Turkey (Ottoman Empire)",152576.147090883,Imp,2,"Asian Turkey,European Turkey"
1857,"United States of America",France,7712867.06040825,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1857,"United States of America",France,9904222.77484198,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1857,"United States of America","Russia (USSR)",306500.880737747,Imp,2,"Russia (Baltic Sea) & Russia (North Sea),Russia (Black Sea)"
1857,"United States of America",Spain,2212828.51517977,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1857,"United States of America",Spain,568441.81950057,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1857,"United States of America","Turkey (Ottoman Empire)",109311.15946534,Exp,2,"European Turkey,Asian Turkey"
1857,"United States of America","Turkey (Ottoman Empire)",151663.040099472,Imp,2,"Asian Turkey,European Turkey"
1858,"United States of America",France,6479905.00863558,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1858,"United States of America",France,7256460.44082573,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1858,"United States of America","Russia (USSR)",881872.070071552,Exp,2,"Russia (Baltic Sea) & Russia (North Sea),Asian Russia"
1858,"United States of America",Spain,1770328.15198618,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1858,"United States of America",Spain,621469.07640431,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1858,"United States of America","Turkey (Ottoman Empire)",161075.129533679,Exp,2,"European Turkey,Asian Turkey"
1858,"United States of America","Turkey (Ottoman Empire)",223476.848425035,Imp,2,"Asian Turkey,European Turkey"
1859,"United States of America",France,8819551.35168371,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1859,"United States of America",France,8464910.94669099,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1859,"United States of America","Russia (USSR)",11309721.874936,Exp,2,"Russia (Baltic Sea) & Russia (North Sea),Asian Russia"
1859,"United States of America","Russia (USSR)",174740.833350413,Imp,2,"Asian Russia,Russia (Baltic Sea) & Russia (North Sea)"
1859,"United States of America",Spain,1722723.86300752,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1859,"United States of America",Spain,560660.162734931,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1859,"United States of America","Turkey (Ottoman Empire)",127975.03637966,Exp,2,"European Turkey,Asian Turkey"
1859,"United States of America","Turkey (Ottoman Empire)",137257.281055932,Imp,2,"Asian Turkey,European Turkey"
1860,"United States of America",France,12124893.4291581,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1860,"United States of America",France,8874650.71868583,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1860,"United States of America","Russia (USSR)",563251.334702259,Exp,2,"Russia (Baltic Sea) & Russia (North Sea),Asian Russia"
1860,"United States of America","Russia (USSR)",317282.135523614,Imp,2,"Asian Russia,Russia (Baltic Sea) & Russia (North Sea)"
1860,"United States of America",Spain,1321420.32854209,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1860,"United States of America",Spain,624651.12936345,Imp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
1860,"United States of America","Turkey (Ottoman Empire)",160796.919917864,Exp,2,"European Turkey,Asian Turkey"
1860,"United States of America","Turkey (Ottoman Empire)",199229.979466119,Imp,2,"Asian Turkey,European Turkey"
1861,"United States of America",France,4682127.15242675,Exp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1861,"United States of America",France,7036853.03908273,Imp,2,"France (Atlantic Coast),France (Mediterranean Coast)"
1861,"United States of America","Russia (USSR)",155052.397978054,Exp,2,"Russia (Baltic Sea) & Russia (North Sea),Asian Russia"
1861,"United States of America","Russia (USSR)",265825.011301525,Imp,2,"Asian Russia,Russia (Baltic Sea) & Russia (North Sea)"
1861,"United States of America",Spain,376471.253030863,Exp,2,"Spain (Atlantic Coast),Spain (Mediterranean Coast)"
