reporting,year,expimp,partner,flow,count(*),part_ofs
"Turkey (Ottoman Empire)",1840,Imp,"Russia (USSR)",48904.6161186434,1,Trabzon
"Turkey (Ottoman Empire)",1840,Imp,"Turkey (Ottoman Empire)",1289650.51091408,1,Trabzon
"Turkey (Ottoman Empire)",1840,Imp,"United States of America",89897.0219871973,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,Austria,222675.270179328,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,Cyprus,1900.16230553026,1,Tarsus
"Turkey (Ottoman Empire)",1841,Exp,"Egypt Arab Republic (Egypt)",1345.9482997506,1,Tarsus
"Turkey (Ottoman Empire)",1841,Exp,"Egypt Arab Republic (Egypt) & Syria",9579.98495704841,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,Greece,4948.3393373184,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,"Ionian Is. & Malta",10094.6122481295,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,"Iran (Persia)",1501365.7416571,1,Trabzon
"Turkey (Ottoman Empire)",1841,Exp,Italy,1227.18815565496,1,Tarsus
"Turkey (Ottoman Empire)",1841,Exp,"Kingdom of Sardinia & Tuscany",72918.7284747239,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,Netherlands,72245.7543248486,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,"Russia (USSR)",22920.7078104588,1,Trabzon
"Turkey (Ottoman Empire)",1841,Exp,Trieste,7283.95550453268,1,Trabzon
"Turkey (Ottoman Empire)",1841,Exp,"Turkey (Ottoman Empire)",436522.70298088,1,Trabzon
"Turkey (Ottoman Empire)",1841,Exp,"United Kingdom",395273.346264993,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,"United States of America",127033.767467638,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Exp,"Western Anatolia",11876.0144095641,1,Tarsus
"Turkey (Ottoman Empire)",1841,Imp,Aleppo,1068.84129686077,1,Tarsus
"Turkey (Ottoman Empire)",1841,Imp,Austria,255453.069949725,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,Cyprus,2889.83017299394,1,Tarsus
"Turkey (Ottoman Empire)",1841,Imp,"Egypt Arab Republic (Egypt)",1741.81544673608,1,Tarsus
"Turkey (Ottoman Empire)",1841,Imp,"Egypt Arab Republic (Egypt) & Syria",8709.07723368038,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,France,71810.3004631646,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,Greece,32381.9326234116,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,"Hanse Towns (Bremen & Hamburg & Lübeck)",12073.9479830569,1,Trabzon
"Turkey (Ottoman Empire)",1841,Imp,"Ionian Is. & Malta",7125.60864573849,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,"Iran (Persia)",349788.211076363,1,Trabzon
"Turkey (Ottoman Empire)",1841,Imp,"Kingdom of Sardinia & Tuscany",11757.2542654685,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,Netherlands,17695.2614702506,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,"Russia (USSR)",50868.9283876331,1,Trabzon
"Turkey (Ottoman Empire)",1841,Imp,"Turkey (Ottoman Empire)",1633862.47575314,1,Trabzon
"Turkey (Ottoman Empire)",1841,Imp,"United States of America",81944.4994259926,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1841,Imp,"Western Anatolia",791.734293970943,1,Tarsus
"Turkey (Ottoman Empire)",1842,Exp,Austria,212490.18067557,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,Cyprus,1060.48703849175,1,Tarsus
"Turkey (Ottoman Empire)",1842,Exp,"Egypt Arab Republic (Egypt)",30439.9057344855,1,Tarsus
"Turkey (Ottoman Empire)",1842,Exp,"Egypt Arab Republic (Egypt) & Syria",7855.45954438335,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,Greece,1963.86488609584,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,"Ionian Is. & Malta",4399.05734485467,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,"Iran (Persia)",1055616.65357423,1,Trabzon
"Turkey (Ottoman Empire)",1842,Exp,Italy,1610.36920659859,1,Tarsus
"Turkey (Ottoman Empire)",1842,Exp,"Kingdom of Sardinia & Tuscany",120070.699135899,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,Netherlands,74823.2521602514,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,"Russia (USSR)",17949.7250589159,1,Trabzon
"Turkey (Ottoman Empire)",1842,Exp,"Turkey (Ottoman Empire)",305538.09897879,1,Trabzon
"Turkey (Ottoman Empire)",1842,Exp,"United Kingdom",476237.23487824,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,"United States of America",102788.688138256,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Exp,"Western Anatolia",12568.7352710134,1,Tarsus
"Turkey (Ottoman Empire)",1842,Imp,Aleppo,1610.36920659859,1,Tarsus
"Turkey (Ottoman Empire)",1842,Imp,Austria,312686.567164179,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Imp,Cyprus,1021.20974076983,1,Tarsus
"Turkey (Ottoman Empire)",1842,Imp,"Egypt Arab Republic (Egypt)",2042.41948153967,1,Tarsus
"Turkey (Ottoman Empire)",1842,Imp,France,66535.7423409269,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Imp,Greece,24037.706205813,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Imp,"Ionian Is. & Malta",5106.04870384917,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Imp,"Iran (Persia)",210290.652003142,1,Trabzon
"Turkey (Ottoman Empire)",1842,Imp,"Kingdom of Sardinia & Tuscany",11743.9120188531,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Imp,Netherlands,24941.0840534171,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Imp,"Russia (USSR)",33424.9803613511,1,Trabzon
"Turkey (Ottoman Empire)",1842,Imp,"Turkey (Ottoman Empire)",1218813.8256088,1,Trabzon
"Turkey (Ottoman Empire)",1842,Imp,"United States of America",85624.5090337785,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1842,Imp,"Western Anatolia",1963.86488609584,1,Tarsus
"Turkey (Ottoman Empire)",1843,Exp,Austria,162019.475186735,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,"Barbary Coast (Algiers & Morocco & Tripoli & Tunis)",1134.09721950647,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,"Egypt Arab Republic (Egypt)",19592.5071369911,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,France,228149.075124164,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,Greece,5983.34050291346,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,"Iran (Persia)",1137851.47237105,1,Trabzon
"Turkey (Ottoman Empire)",1843,Exp,Malta,1290.52442219702,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,Netherlands,35235.2274060459,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,"Turkey (Ottoman Empire)",310664.424543428,1,Trabzon
"Turkey (Ottoman Empire)",1843,Exp,Tuscany,14586.8366508936,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,"United Kingdom",507332.525126119,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Exp,"United States of America",176880.059442337,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,Austria,490633.921238903,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,"Barbary Coast (Algiers & Morocco & Tripoli & Tunis)",2346.40804035822,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,"Egypt Arab Republic (Egypt)",28391.5372883344,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,France,101638.574948183,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,Greece,8838.13695201596,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,"Hanse Towns (Bremen & Hamburg & Lübeck)",11927.5742051543,1,Trabzon
"Turkey (Ottoman Empire)",1843,Imp,"Iran (Persia)",250557.271909585,1,Trabzon
"Turkey (Ottoman Empire)",1843,Imp,Malta,3011.22365179305,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,Netherlands,30855.2657307106,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,"Turkey (Ottoman Empire)",1309178.36611787,1,Trabzon
"Turkey (Ottoman Empire)",1843,Imp,Tuscany,18575.7303195026,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1843,Imp,"United States of America",43799.6167533534,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1845,Exp,Austria,5934.71810089021,1,Larnaca
"Turkey (Ottoman Empire)",1845,Exp,France,17374.6681243167,1,Larnaca
"Turkey (Ottoman Empire)",1845,Exp,Greece,624.707168514759,1,Larnaca
"Turkey (Ottoman Empire)",1845,Exp,"Turkey (Ottoman Empire)",16359.5189754802,1,Larnaca
"Turkey (Ottoman Empire)",1845,Exp,Tuscany,4997.65734811807,1,Larnaca
"Turkey (Ottoman Empire)",1845,Imp,Austria,4255.81758550679,1,Larnaca
"Turkey (Ottoman Empire)",1845,Imp,France,5466.18772450414,1,Larnaca
"Turkey (Ottoman Empire)",1845,Imp,Greece,624.707168514759,1,Larnaca
"Turkey (Ottoman Empire)",1845,Imp,"Turkey (Ottoman Empire)",23856.0049976574,1,Larnaca
"Turkey (Ottoman Empire)",1845,Imp,Tuscany,2108.38669373731,1,Larnaca
"Turkey (Ottoman Empire)",1846,Exp,Cyprus,781.158457993204,1,Tarsus
"Turkey (Ottoman Empire)",1846,Exp,"Egypt Arab Republic (Egypt)",3905.79228996602,1,Tarsus
"Turkey (Ottoman Empire)",1846,Exp,France,14763.8948560716,1,Tarsus
"Turkey (Ottoman Empire)",1846,Exp,Italy,2304.41745107995,1,Tarsus
"Turkey (Ottoman Empire)",1846,Exp,Syria,8475.56926922626,1,Tarsus
"Turkey (Ottoman Empire)",1846,Exp,"Turkey (Ottoman Empire)",337147.990469867,1,Trabzon
"Turkey (Ottoman Empire)",1846,Exp,"United States of America",2382.53329687927,1,Tarsus
"Turkey (Ottoman Empire)",1846,Exp,"Western Anatolia",9842.59657071437,1,Tarsus
"Turkey (Ottoman Empire)",1846,Imp,Cyprus,1327.96937858845,1,Tarsus
"Turkey (Ottoman Empire)",1846,Imp,"Egypt Arab Republic (Egypt)",16599.6172323556,1,Tarsus
"Turkey (Ottoman Empire)",1846,Imp,Syria,7733.46873413272,1,Tarsus
"Turkey (Ottoman Empire)",1846,Imp,"Turkey (Ottoman Empire)",1195211.4986525,1,Trabzon
"Turkey (Ottoman Empire)",1846,Imp,"United Kingdom",293520.290590946,1,Trabzon
"Turkey (Ottoman Empire)",1846,Imp,"Western Anatolia",4491.66113346092,1,Tarsus
"Turkey (Ottoman Empire)",1853,Exp,"Istanbul (Constantinople) & Turkey (Ottoman Empire) (other)",752379.056340832,1,Trabzon
"Turkey (Ottoman Empire)",1853,Exp,"Russia (USSR)",5534.54111088991,1,Trabzon
"Turkey (Ottoman Empire)",1853,Exp,"World as reported2",1783595.46087995,1,Trabzon
"Turkey (Ottoman Empire)",1853,Imp,"Istanbul (Constantinople) & Turkey (Ottoman Empire) (other)",720127.413896078,1,Trabzon
"Turkey (Ottoman Empire)",1853,Imp,"Russia (USSR)",115667.927533347,1,Trabzon
"Turkey (Ottoman Empire)",1853,Imp,"United Kingdom",961935.098546685,1,Trabzon
"Turkey (Ottoman Empire)",1853,Imp,"World as reported2",2356798.72586104,1,Trabzon
"Turkey (Ottoman Empire)",1856,Exp,America,251264.822134387,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,Austria,312569.169960474,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,Belgium,34466.4031620553,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,France,333675.889328063,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,"Kingdom of Sardinia",11185.7707509881,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,Netherlands,33557.3122529644,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,"Russia (USSR)",95691.6996047431,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,"Turkey (Ottoman Empire)",541818.181818182,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,Tuscany,12134.3873517787,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,"United Kingdom",1084861.66007905,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,"World (other)",2312766.79841897,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Exp,"World as reported2",2854584.98023715,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,America,169644.268774704,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,Austria,496245.059288538,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,Belgium,42924.9011857708,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,France,413596.837944664,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,"Kingdom of Sardinia",80039.5256916996,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,Netherlands,41067.1936758893,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,"Turkey (Ottoman Empire)",520553.359683794,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,Tuscany,21422.9249011858,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,"United Kingdom",1025098.81422925,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,"World (other)",2319644.2687747,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1856,Imp,"World as reported2",2840197.6284585,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1857,Exp,Austria,26875.9662266619,1,Larnaca
"Turkey (Ottoman Empire)",1857,Exp,France,32980.5367265232,1,Larnaca
"Turkey (Ottoman Empire)",1857,Exp,Greece,2774.80477266421,1,Larnaca
"Turkey (Ottoman Empire)",1857,Exp,Tuscany,6461.33111348951,1,Larnaca
"Turkey (Ottoman Empire)",1857,Exp,"United Kingdom",6619.89138621318,1,Larnaca
"Turkey (Ottoman Empire)",1857,Exp,"World as reported2",80905.3791572521,1,Larnaca
"Turkey (Ottoman Empire)",1857,Imp,Austria,9830.73690886748,1,Larnaca
"Turkey (Ottoman Empire)",1857,Imp,France,18749.7522495739,1,Larnaca
"Turkey (Ottoman Empire)",1857,Imp,Greece,713.521227256511,1,Larnaca
"Turkey (Ottoman Empire)",1857,Imp,Tuscany,753.161295437428,1,Larnaca
"Turkey (Ottoman Empire)",1857,Imp,"United Kingdom",1585.60272723669,1,Larnaca
"Turkey (Ottoman Empire)",1857,Imp,"World as reported2",31791.3346810957,1,Larnaca
"Turkey (Ottoman Empire)",1858,Exp,America,159854.032322267,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,Austria,424140.156038532,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,Belgium,3625.38810604251,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,France,277396.903112809,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,Greece,15072.4066555211,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,Malta,7931.81275376164,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,Netherlands,17724.9422816655,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,"Russia (USSR)",35032.1630443436,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,"Turkey (Ottoman Empire)",181465.687445267,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,Tuscany,15754.5179523923,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,"United Kingdom",952667.223947138,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Exp,"World as reported2",2220108.43085742,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,America,147367.407053579,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,Austria,104240.904386593,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,Belgium,23869.3575352281,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,France,332243.29273147,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,Greece,29520.1019027148,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,Malta,15899.2118461906,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,Netherlands,34233.5801289706,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,"Turkey (Ottoman Empire)",539253.164556962,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,Tuscany,18737.3616750259,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,"United Kingdom",879477.111694929,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1858,Imp,"World as reported2",2355811.40036621,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Exp,America,195119.882226555,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Exp,Austria,264429.952651892,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Exp,France,272887.677555405,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Exp,"United Kingdom",734460.510086341,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Exp,"World as reported2",1836614.49090837,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,Greece,32041.5390124537,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,Netherlands,26164.8032467274,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,"Russia (USSR)",46429.7934985875,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,Trieste,279638.721998966,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,"Turkey (Ottoman Empire)",596817.888831417,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,"United Kingdom",768352.365415987,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,"United States of America",125814.347670394,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1860,Imp,"World as reported2",2373922.49234075,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,America,207319.971480631,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,Austria,389329.002614276,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,Belgium,2257.78341123346,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,France,576447.754099659,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,Greece,20993.4247009427,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,Italy,56246.5341044126,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,Netherlands,77952.9430404817,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,"Russia (USSR)",17388.8932900261,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,"Turkey (Ottoman Empire)",515725.263408065,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,"United Kingdom",2829675.98827537,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Exp,"World as reported2",4906955.55731601,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,America,216232.27441971,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,Austria,341955.161213658,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,Belgium,58741.9789273548,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,France,557830.943515804,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,Greece,106591.14315139,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,Italy,112255.406797116,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,Netherlands,7486.33446882675,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,"Russia (USSR)",1940.90152895508,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,"Turkey (Ottoman Empire)",1491998.73247247,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,"United Kingdom",798978.055929652,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1863,Imp,"World as reported2",3702091.42042304,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,America,244793.242761516,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,Austria,296369.469639957,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,Belgium,8767.77438903632,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,France,422237.889650255,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,Greece,29910.4844139898,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,Italy,34238.681823583,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,"Russia (USSR)",33268.3091060324,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,"United Kingdom",2454459.22287797,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Exp,"World as reported2",3804695.64700757,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,America,256925.89218521,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,Austria,359422.109557571,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,Belgium,65564.225452529,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,France,476875.668396245,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,Greece,55403.6123103735,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,Italy,94264.6651087258,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,"Russia (USSR)",59423.6939042262,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1864,Imp,"United Kingdom",1149347.16996079,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,America,117305.20382646,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,Austria,612356.8451554,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,Belgium,1244.234509586,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,France,752794.307942682,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,Greece,10877.2278013734,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,Italy,69789.7828761958,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,"Russia (USSR)",40634.8985829397,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,"United Kingdom",3124809.47088477,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Exp,"World as reported2",5105768.3880443,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,America,284449.251776287,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,Austria,233918.469416108,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,Belgium,27168.2610248879,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,France,404409.161274957,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,Greece,54046.4414718374,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,Italy,98313.7379430794,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,"Russia (USSR)",141389.274798555,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,"United Kingdom",588633.747469535,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1865,Imp,"World as reported2",1855660.02461001,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1866,Exp,America,105202.874384628,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1866,Exp,Belgium,1419.72367794188,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1866,Exp,"Turkey (Ottoman Empire)",109695.092901382,1,Larnaca
"Turkey (Ottoman Empire)",1866,Imp,America,390392.25027791,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1866,Imp,Belgium,34433.0633635064,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1866,Imp,"Russia (USSR)",171738.526282357,1,"Izmir (Smyrna)"
"Turkey (Ottoman Empire)",1866,Imp,"Turkey (Ottoman Empire)",25250.1191043354,1,Larnaca
"Turkey (Ottoman Empire)",1866,Imp,"World as reported2",2194485.46927108,1,"Izmir (Smyrna)"
Tuscany,1830,Exp,France,234169.512817493,1,Livorno
Tuscany,1830,Exp,"World as reported",2276920.66109214,1,Livorno
Tuscany,1830,Imp,France,268912.181525537,1,Livorno
Tuscany,1830,Imp,"World as reported",2988693.91120009,1,Livorno
Tuscany,1831,Exp,France,163106.178143772,1,Livorno
Tuscany,1831,Exp,"World as reported",2125154.15522934,1,Livorno
Tuscany,1831,Imp,France,248637.466682579,1,Livorno
Tuscany,1831,Imp,"World as reported",2376377.45156542,1,Livorno
Tuscany,1832,Exp,"Austria-Hungary (Austrian Empire) & Lombardy-Venetia",113605.30938903,1,Livorno
Tuscany,1832,Exp,"Barbary Coast (Algiers & Morocco & Tripoli & Tunis) & Egypt Arab Republic (Egypt) & Turkey (Ottoman Empire)",335740.776888542,1,Livorno
Tuscany,1832,Exp,France,270349.404645715,1,Livorno
Tuscany,1832,Exp,"Germany (Zollverein)",28303.7282842085,1,Livorno
Tuscany,1832,Exp,"Ionian Is. & Malta",42553.1914893617,1,Livorno
Tuscany,1832,Exp,"Kingdom of Sardinia",127269.178215889,1,Livorno
Tuscany,1832,Exp,"Other countries",206324.419285575,1,Livorno
Tuscany,1832,Exp,"Papal States",179582.27601015,1,Livorno
Tuscany,1832,Exp,"Russia (USSR)",20691.0013663869,1,Livorno
Tuscany,1832,Exp,Switzerland,21471.7938707788,1,Livorno
