source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes,,
T-CAN_1928_37-38_1925,Canada,Portugal,327788,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Azores and Madeira,131221,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Portuguese Africa,,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Portuguese Asia,,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Roumania,3662,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Russia (USSR),2807,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Salvador,122062,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,San Domingo,2686000,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Siam,3668,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Spain,1768222,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Canary Islands,1767,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Spanish Africa,,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Sweden,1242735,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Switzerland,7801575,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Syria,4749,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Turkey,298788,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,United States,509780009,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Alaska,102008,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,American Virgin Islands,76,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Guam,,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Hawaii,160788,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Philippine Islands,126001,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Puerto Rico,1764,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Uruguay,228427,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Venezuela,175494,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Other Foreign Countries,,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1925,Canada,Total,796932537,1,dollar,1925,Imp,Spe,NS,,Year ended March 31,,total_reporting,,,
T-CAN_1928_37-38_1926,Canada,United Kingdom,163731210,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Irish Free State,19318,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Aden,50320,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,British East Africa,102682,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,British South Africa,129579,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Gambia,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Gold Coast,1325708,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Nigeria,30925,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Sierra Leone,3929,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Other Bristish West Africa,147256,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Bermuda,77097,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,British India,9477453,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Ceylon,2747442,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Straits Settlements,4674388,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Other Bristish East Indies,27819,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,British Guiana,4503203,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,British Honduras,271293,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,British Sudan,13534,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Barbados,4130822,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Jamaica,3783481,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Trinidad and Tobago,1061514,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Other British West Indies,996335,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Falkland Islands,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Gibraltar,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Hong-Kong,1546166,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Iraq (Mesopotamia),10806,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Malta,221,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Newfoundland,1615132,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Australia,3042054,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Fiji,2567204,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,New Zealand,2725235,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Other British Oceania,1141,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Palestine,6861,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Other British Countries,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Abyssinia,14224,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Albania,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Argentina,3454108,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Armenia,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Austria,196033,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Belgium,6953173,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Belgian Congo,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Bolivia,1031,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Brazil,1848758,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Bulgaria,6240,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Chile,670145,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,China,2547995,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Colombia,693058,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Costa Rica,77065,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Cuba,11063284,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Czechoslovakia,1272045,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Denmark,137466,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Greenland,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Ecuador,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Egypt,77858,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Estonia,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Finland,43586,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,France,19151699,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,French Africa,8501,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,French East Indies,17487,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,French Guiana,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,French Oceania,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,French West Indies,1169,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Madagascar,13850,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Saint-Pierre et Miquelon,36442,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Germany,9986763,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Greece,334909,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Guatemala,256523,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Hayti,130162,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Honduras,582153,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Hungary,5665,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Iceland,222,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Italy,2597759,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Tripoli,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Other Italian Africa,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Japan,9564074,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Korea,270,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Jugoslavia,1407,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Latvia,400,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Liberia,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Lithuania,300,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Mexico,3684460,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Morocco,7260,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Netherlands,6864563,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Netherlands East Indies,1729283,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Netherlands Guiana,7442,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Netherlands West Indies,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Nicaragua,78665,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Norway,630781,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Panama,4410,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Paraguay,47735,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Persia,152980,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Peru,5700109,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Poland and Dantzig,35566,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Portugal,348817,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Azores and Madeira,69946,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Portuguese Africa,20770,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Portuguese Asia,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Roumania,2363,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Russia (USSR),7207,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Salvador,54623,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,San Domingo,6791339,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Siam,95731,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Spain,2085850,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Canary Islands,916,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Spanish Africa,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Sweden,1134644,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Switzerland,7462608,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Syria,3940,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Turkey,344268,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,United States,608618542,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Alaska,191715,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,American Virgin Islands,50,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Guam,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Hawaii,251253,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Philippine Islands,74253,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Puerto Rico,2372,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Uruguay,69558,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Venezuela,188761,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Other Foreign Countries,,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1926,Canada,Total,927328732,1,dollar,1926,Imp,Spe,NS,,Year ended March 31,,total_reporting,,,
T-CAN_1928_37-38_1927,Canada,United Kingdom,163939065,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Irish Free State,47140,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Aden,28994,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,British East Africa,476974,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,British South Africa,1001592,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Gambia,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Gold Coast,680605,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Nigeria,34736,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Sierra Leone,2833,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Other Bristish West Africa,311948,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Bermuda,112185,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,British India,7880914,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Ceylon,2612831,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Straits Settlements,2756817,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Other Bristish East Indies,40016,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,British Guiana,4592106,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,British Honduras,262262,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,British Sudan,21437,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Barbados,3791394,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Jamaica,4759563,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Trinidad and Tobago,2821485,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Other British West Indies,2486091,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Falkland Islands,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Gibraltar,957,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Hong-Kong,1422207,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Iraq (Mesopotamia),2644,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Malta,967,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Newfoundland,1868601,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Australia,6296165,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Fiji,1230542,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,New Zealand,4577546,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Other British Oceania,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Palestine,7921,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Other British Countries,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Abyssinia,12869,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Albania,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Argentina,5657074,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Armenia,2578,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Austria,482264,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Belgium,9663308,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Belgian Congo,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Bolivia,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Brazil,1969621,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Bulgaria,8409,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Chile,471424,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,China,5041592,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Colombia,1117046,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Costa Rica,44488,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Cuba,8076575,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Czechoslovakia,1726922,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Denmark,175215,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Greenland,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Ecuador,563,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Egypt,113052,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Estonia,3310,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Finland,82636,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,France,23992322,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,French Africa,10971,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,French East Indies,1387,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,French Guiana,116,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,French Oceania,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,French West Indies,2534,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Madagascar,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Saint-Pierre et Miquelon,73054,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Germany,15030138,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Greece,329031,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Guatemala,182860,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Hayti,373479,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Honduras,927108,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Hungary,60956,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Iceland,1377,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Italy,3444062,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
T-CAN_1928_37-38_1927,Canada,Tripoli,,1,dollar,1927,Imp,Spe,NS,,Year ended March 31,,,,,
