source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes,
T-AUST_1938-39_1929-30_570-575,Australia,India,5021449,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Irish Free State,180581,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British Malaya,812513,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Malta,248,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Mauritius,149,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Newfoundland,965,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,New Zealand,1677009,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Fiji,49864,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Gilbert and Ellice Islands Colony,359675,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Nauru,442516,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Norfolk Island,30780,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Papua,105098,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Samoa,28,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Solomon Islands,278981,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Territory of New Guinea,341860,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Tonga,58,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Other British Pacific Islands,18,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Palestine,889,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Rhodesia,9265,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Ross Sea,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,St. Helena,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Seychelles Islands,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Socotra,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British Somaliland ,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Sudan,23101,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Tanganyika Territory,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Union of South Africa,302879,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,West Indies,118790,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Abyssinia,12219,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Afghanistan,13,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,French West Africa,15,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese East Africa,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese West Africa,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Alaska,30792,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Albania,321,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Algeria,1492,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Arabia,16685,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Argentine Republic,30865,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Armenia,2,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Austria,190219,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Azores,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Belgium,985005,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Bolivia,591,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Brazil,52066,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Bulgaria,5918,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Canary Islands,7915,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Cape Verde Islands,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Chile,128638,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,China,568664,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Colombia,1337,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Belgian Congo,6537,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Corsica,36,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Costa Rica,8042,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Czechoslovakia,583325,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Danzig,1190,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Denmark,90980,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Ecuador,21852,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Egypt,54108,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Eritrea,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Estonia,1625,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Finland,84633,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,France,3070645,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Franz Josef Land,33,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,French India,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,French Indochina,8,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Germany,4341678,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Greece,13406,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Greenland,681,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Guatemala,2848,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Dutch Guiana,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,French Guiana,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Hungary,7582,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Iceland,23,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Iraq,102705,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Iran (Persia),381037,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Italy,1350849,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Japan,4181643,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Korea,575,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Kwantung Peninsula,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Latvia,15997,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Liberia,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Lithuania,266,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Luxembourg,28243,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Madagascar,16259,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Madeira,8687,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Manchuria,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Mexico,201713,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Monaco,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Morocco,140964,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Netherlands,1134921,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Netherlands East Indies,6282653,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Nicaragua,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Norway,655523,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Hawaiian Islands,2986,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,New Caledonia,40386,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,New Hebrides,29806,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,American Samoa,482,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Society Islands,6636,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Other Pacific Islands,188113,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Panama,2817,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Paraguay,375,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Peru,873,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Philippine Islands,174518,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Poland,38126,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portugal,87795,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese Guinea,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese India,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese Possessions in China,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Reunion Island,793,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Rhodes Island,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Roumania,936,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Saar Basin,1066,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,San Salvador,5,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,St. Thomas Island,6318,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Siam,8743,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,French Somaliland,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Italian Somaliland,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Soviet Union (Russia),149556,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Spain,220574,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Sweden,1671786,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Switzerland,1566721,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Syria,3212,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese Timor,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Tripoli,53,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Tunis,1730,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Turkey,69151,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,United States of America,30316208,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Uruguay,105,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Venezuela,4427,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Cuba,50306,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Hayti,,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Other West Indies Islands,2025,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Yugoslavia,3339,1,pound sterling,1929-30,Imp,,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,All countries,131081320,1,pound sterling,1929-30,Imp,,,,,,total_reporting,,
T-AUST_1938-39_1929-30_570-575,Australia,United Kingdom,66148919,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Aden,16229,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British East Africa,5013,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British West Africa,2022,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Antarctica,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Bahrein Island,35,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Bermuda,1811,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British Borneo,23964,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Burma,,1,pound sterling,1929-30,Exp,Gen,,,,,,Included with India,
T-AUST_1938-39_1929-30_570-575,Australia,Canada,774005,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Ceylon,905691,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Channel Islands,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Cocos Island,180,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Cyprus,26884,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Falkland Islands,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Gibraltar,19550,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British Guiana,106,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British Honduras,78,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Hong Kong,337115,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,India,5452421,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Irish Free State,494,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British Malaya,1399321,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Malta,212713,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Mauritius,72178,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Newfoundland,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,New Zealand,3874400,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Fiji,456733,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Gilbert and Ellice Islands Colony,90085,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Nauru,67612,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Norfolk Island,30226,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Papua,170692,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Samoa,46256,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Solomon Islands,175282,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Territory of New Guinea,390639,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Tonga,30376,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Other British Pacific Islands,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Palestine,11419,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Rhodesia,448,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Ross Sea,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,St. Helena,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Seychelles Islands,83,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Socotra,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,British Somaliland ,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Sudan,64833,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Tanganyika Territory,795,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Union of South Africa,1050107,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,West Indies,4572,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Abyssinia,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Afghanistan,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,French West Africa,48,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese East Africa,82987,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Portuguese West Africa,39609,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Alaska,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Albania,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Algeria,100,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Arabia,412,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Argentine Republic,14604,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Armenia,100,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Austria,1797,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Azores,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Belgium,5536231,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Bolivia,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Brazil,3,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Bulgaria,10,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Canary Islands,11718,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Cape Verde Islands,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Chile,250,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,China,273507,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Colombia,68,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Belgian Congo,1877,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Corsica,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Costa Rica,98,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Czechoslovakia,21320,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Danzig,9828,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Denmark,10120,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Ecuador,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Egypt,1792223,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Eritrea,,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Estonia,1609,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,Finland,36434,1,pound sterling,1929-30,Exp,Gen,,,,,,,
T-AUST_1938-39_1929-30_570-575,Australia,France,10134578,1,pound sterling,1929-30,Exp,Gen,,,,,,,
