source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dominican Republic,5582630,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dutch West Indies,546246,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French West Indies,74746,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Haiti,1171649,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Argentina,56274246,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Bolivia,172,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Brazil,95000622,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Chile,24238713,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Colombia,17547987,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Ecuador,3355916,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Falkland Islands,1,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British Guiana,222969,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dutch Guiana,1034508,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French Guiana,,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Paraguay,61198,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Peru,11269941,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Uruguay,9597168,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Venezuela,10916934,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Aden,1556045,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,China,36313770,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British leased territory,,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French leased territory,,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,German leased territory,547025,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Japanese leased territory,348144,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Chosen,7587,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British India,63083948,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Straits Settlements,24631610,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Other British East Indies,10943836,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dutch East Indies,6451254,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French East Indies,,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Portuguese East Indies,,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Hongkong,2664136,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Japan,105696252,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Persia,1540918,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Russia in Asia,2263063,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Siam,138655,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Turkey in Asia,10611138,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Other Asia,66647,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Australia,18452386,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,New Zealand,4906858,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Other British Oceania,181122,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French Oceania,1144313,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,German Oceania,15872,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Philippine Islands,23611809,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Abyssinia,157,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Belgian Congo,96630,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British West Africa,447604,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British South Africa,1805419,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British East Africa,622909,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Canary Islands,111628,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Egypt,15041933,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French Africa,836519,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,German Africa,109771,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Italian Africa,69047,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Liberia,5649,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Madagascar,26645,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Morocco,122913,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Portuguese Africa,364147,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Spanish Africa,,1,Dollars,1914,Imp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Total,1789276001,1,Dollars,1914,Imp,gen,,,,,total_reporting,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Austria-Hungary,12801195,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Azores and Madeira,173961,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Belgium,34771023,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Bulgaria,263855,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Denmark,41945344,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Finland,2136623,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,France,170104041,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Germany,158294986,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Gibraltar,2400517,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Greece,8796142,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Iceland and Faroe Is.,106896,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Italy,97932200,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,"Malta, Gozo, etc.",662408,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Netherlands,100743803,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Norway,19635207,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Portugal,3949106,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Romania,1210116,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Russia in Europe,22260062,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,"Serbia, Montenegro and Albania",11578,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Spain,27815504,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Sweden,30961285,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Switzerland,769612,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Turkey in Europe,1738157,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,United Kingdom,599812295,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Bermuda,1568249,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British Honduras,1619211,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Canada,310616232,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Costa Rica,3044575,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Guatemala,3127117,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Honduras,5600667,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Nicaragua,2306301,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Panama,20974931,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Salvador,1817843,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Greenland,,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Mexico,33215561,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,"Miquelon, Langley, etc",102372,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Newfoundland and Labrador,8258646,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Barbados,1262727,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Jamaica,4723859,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Trinidad and Tobago,3341515,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Other British West Indies,2975119,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Cuba,67877382,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Virgin Islands of the United States,837534,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dominican Republic,4370102,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dutch West Indies,1019777,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French West Indies,2087347,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Haiti,3841154,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Argentina,27127958,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Bolivia,805876,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Brazil,23275894,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Chile,13627618,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Colombia,5784275,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Ecuador,2504014,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Falkland Islands,1294,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British Guiana,1812684,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dutch Guiana,655244,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French Guiana,282430,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Paraguay,82595,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Peru,5876487,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Uruguay,4153438,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Venezuela,5023532,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Aden,677198,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,China,20367701,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British leased territory,,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French leased territory,306787,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,German leased territory,,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Japanese leased territory,604876,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Chosen,1354580,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British India,10378806,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Straits Settlements,3668123,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Other British East Indies,452260,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Dutch East Indies,2741073,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French East Indies,8570,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Portuguese East Indies,,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Hongkong,9258542,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Japan,41750979,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Persia,471969,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Russia in Asia,5696275,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Siam,674982,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Turkey in Asia,780489,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Other Asia,,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Australia,45024718,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,New Zealand,8128395,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Other British Oceania,203731,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French Oceania,882481,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,German Oceania,172816,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Philippine Islands,22797400,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Abyssinia,,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Belgian Congo,386693,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British West Africa,3231416,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British South Africa,12086872,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,British East Africa,327045,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Canary Islands,888524,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Egypt,2063633,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,French Africa,2685673,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,German Africa,413336,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Italian Africa,7059,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Liberia,151047,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Madagascar,53348,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Morocco,43825,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Portuguese Africa,2977077,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Spanish Africa,8275,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1918_XII-XIII_1914,United States of America,Total,2113624050,1,Dollars,1914,Exp,gen,,,,,,,,,,,,,,,,
CN-US_1923_XII-XIII_1923,United States of America,Austria,1788973,1,Dollars,1923,Exp,spe,,,,,,,,,,,,,,,,
CN-US_1923_XII-XIII_1923,United States of America,Azores and Madeira,471147,1,Dollars,1923,Exp,spe,,,,,,,,,,,,,,,,
CN-US_1923_XII-XIII_1923,United States of America,Belgium,98281111,1,Dollars,1923,Exp,spe,,,,,,,,,,,,,,,,
CN-US_1923_XII-XIII_1923,United States of America,Bulgaria,611225,1,Dollars,1923,Exp,spe,,,,,,,,,,,,,,,,
