year,Algeria,Angola (Portuguess Africa),Basutoland ,Bechuanaland Protectorate,Belgium Congo (Zaire),British Bechuanaland,British Cameroon,British East Africa (Kenia & Uganda),British Somaliland,Cabo Verde (Portuguese Africa),Camerun,Canary Island (Spanish Africa),Ceuta Y Melilla,Egypt,Eritrea,Ethiopia,French Equatorial Africa-Congo-Final,French Somalia,French West Africa & Togo,Gambia,German South West Africa,Ghana-Gold Coast,Guinea Bissau (Portuguese Africa),Italia Somalia,Italian Libia Cyrenaica,Liberia,Madagascar,Malawi,Marocco,Mauritius,Mozambique (Portuguese Africa),Nigeria,Reunion,Rodhesia,Rwanda and Burundi,St. Helena,S.Tome e Principe (Portuguess Africa),Seychelles,Sierra Leone,South Africa,Spanish Guinea,Sudan (Anglo-Egyptian Sudan),Swaziland,Tanganica (German East Africa),Togo (German West Africa),Tunisia,Zanzibar Isl.,Argentina,Bahamas,Barbados,Bermuda,Bolivia,Brasil,British Guiana,British Honduras (Belize),Canada,Chile,Colombia,Costa Rica,Cuba,Danish Virgin Island,Dominican Republic,Duch Antilles,Ecuador,El Salvador,Falkland Islands,French Guiana (French Colonies),Granada (Winward Island),Guadalupe (French Colonies),Guatemala,Haiti,Honduras,Jamaica,"Leward Island (L.I Antigua, L.I Dominica, L.I St.Christopher, Montserrat, Nevis, Virgin Island)",Martinique (French Colonies),Mexico,New Foundland,Nicaragua,Panama,Paraguay,Peru,Puerto Rico,St. Barthelemy (Norvegian Colonies),St. Vicente (Winward Island),St.Lucia (Winward Island),St.Pierre e Michelon,Surinam (Duch Guayana),Trinidad & Tobago (Winward Island),Turk Island,United states,Uruguay,Venezuela,Abu Dhabi,Aden,Afghanistan,Ajman  ,Bahrain,Bhutan,British Malaya,Brunei,Bukhara,Ceylon (Sri Lanka),China,Danish India,Dubai,Dutch East Indies (Indonesia),Formosa (Taiwan),French India,French Indochina,Fujairah  ,Hong-Kong,India,Iraq,Japan,Khiva,Kiautchou,Kokand,Korea,Kuwait,Kwang-Chou-Wan,Kwantung (Port Arthur),Macao,Maldive,Manchukuo,Mongolia,Nepal,North Yemen ,Oman,Ottoman Empire/Turkey,Palestine ,Persia (Iran),Philippines,Portuguese India,Quatar,Ras al Khaimah  ,Sabah (British Borneo),Sarawak,Saudi Arabia,Sharjah  ,Siam (Thailand),Sikkim,Syria and Lebanon,Albania,Andorra,Austria,Austria-Hungary,Belgium,Bulgaria,Crete,Cyprus,Czechoslowakia,Denmark,Dodecanese Is.,Estonia,Faroe Is,Finland,France,Germany/Zollverein,Gibraltar,Greece,Hungary,Iceland,Ionian islands,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Russia/USSR,Serbia/Yugoslavia,Spain,Sweden,Switzerland,United Kingdom,Australia,British settlement Oceania,Dutch new Guinea,French Polinesia,German colonies Oceania,Hawai,New Zeland,US settlement Oceania
1853,"1,23432211825602","0,193347324183054",0,0,0,0,0,"0,0598562090404791","0,189132842602461","0,612514637526325","0,0355369520782816","0,303456270786526","0,0126492818168623","1,8","0,871207888145174","1,20946112222691","0,00000200114686592234","0,0379812055759765","0,517618952817042","0,184155292774223","0,0113295643596948","0,115","0,0616005019964308","0,360200787571479","0,000893137113971426","0,0000000471038553468125","0,115567511907224","0,0115510861037642","0,561567230594625","1,41646570851179","0,101350250056697","0,125234859584179","0,875970535536532",0,0,0,"0,794771330889685","0,0330892802717461","0,134764995764915","1,0912611369755",0,"0,325024099515706",0,"0,106200954287875","0,0203802610265265","0,0993048817819638","0,410731824160985","2,08238748151647","0,0776613593513157","0,570319618542044","0,0231485484752143","0,544902397854091","11,2735488225118","0,984439095886789","0,405867952291659","7,57269555471","2,38762608179716","1,23609850854979","0,156515334410868","6,34245145978681","0,142055457155702","0,233","0,0586022769626178","0,331406837513703","0,108435460441516","0,0145101491401352","0,158225108330538","0,123277436951086","0,606836095400117","0,122552529819752","0,90465879324615","0,18565986840633","0,825682766056826","0,390603229540053","0,637069480390205","4,43193920924816","1,170591","0,206231970047262",0,"0,142073285922114","1,75951879206989","1,29681895457874","0,00364526443558981","0,197403994585153","0,0550426028003978","0,180457808729552","0,254323499491353","0,352069013774541","0,00662904020265982","41,4305296969945","1,29996095542654","0,980011048141253",0,0,"0,158785188411466",0,0,0,"1,59378888850092","0,0151674120408092",0,"1,38645989","15,4499045998926",0,0,"5,90365995464257",0,"1,5950355373838","1,14565229985442",0,0,"21,4273906625",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00378293658555119",0,0,"9,8",0,"0,460798641201727","2,4077792154471","0,032708578554381",0,0,"0,0254708094037899","0,0948367381662449",0,0,"0,774522428809835",0,0,0,0,0,"15,6853908216131","11,5819194589602",0,0,0,0,"3,47261755664352",0,0,0,"0,870680818803118","61,397571172606","38,4290534383845",0,"0,31900710747676",0,"0,176460776500057","0,08368275",0,"11,7616311923531",0,0,0,0,0,0,"12,775517124449","1,81734271493791",0,"2,73030201",0,"23,2066469249686","0,473763528858154","7,83659858274281","2,83080736833506","13,2497154315767","98,9","14,1507539333429","0,0229410509877258",0,"0,0143620703626813","0,0114553213253288","0,070789942099556","0,303",
1854,"2,27899724121387","0,336256215970529",0,0,0,0,0,"0,0514447645598978","0,162554473699592","0,526439475906721","0,0618033949187505","0,312058050411989","0,0129915924401328","2,1","0,748779206147927","1,03949855286083","0,00000535037381200594","0,0326438010338376","0,525008996041742","0,138776733074873","0,0197035901907735","0,2","0,0464212366316168","0,30958266498924","0,000854087915515243","0,000000125680031477404","0,0993270963221152","0,00992784064586161","0,394180942257647","1,21741329846463","0,112147057284888","0,217799755798571","1,15948982447723",0,0,0,"0,598928041550583","0,0284393258498087","0,149965353660819","0,861421957991136",0,"0,426352994432219",0,"0,0912767977952199","0,0354439322200461","0,0963529239179088","0,611955156151517","3,29262405672216","0,0687058812459467","0,695757686326938","0,0245353322965326","0,617453242307388","11,7956042444593","1,36313398327422","0,219907337377239","6,78801638749","2,7055257444804","1,30115102609266","0,168148117806087","6,7586941383689","0,138721630898497","0,228","0,059109173369295","0,344446872289335","0,16097980584115","0,0185771457878934","0,151042840995952","0,137640494064132","0,632641637679421","0,416376520706181","0,93936307369329","0,166919264326383","0,651041861397787","0,457857886723675","0,745112150653712","4,16190320893223","1,019372","0,201262041576929",0,"0,153938042396722","1,82279932822676","1,3148738752421","0,00368833502044805","0,175714600899563","0,0326723419531298","0,181120307064891","0,264798838301871","0,320921238573215","0,00586461597817546","41,7810183099168","1,34907631180109","1,16986851267767",0,0,"0,145662879548686",0,0,0,"2,02795771707954","0,0164623240270977",0,"0,53807821","15,6720000491777",0,0,"5,8260724031833",0,"0,73750478597249","1,11486127239033",0,0,"21,5829807",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00310444252506888",0,0,"9,3",0,"0,523740130417707","1,96347014482639","0,0329460843265026",0,0,"0,0296361290414637","0,105248972563252",0,0,"0,808377408184739",0,0,0,0,0,"10,3772613067136","15,5567148518236",0,0,0,0,"4,47518307567128",0,0,0,"0,370936280493107","56,5351245452001","54,9281835163133",0,"0,236923955444394",0,"0,186888178542369","0,0930915",0,"14,3298782974128",0,0,0,0,0,0,"15,0679080891774","2,29705435242545",0,"2,83324131",0,"9,72358237341322","0,511296235612174","9,62947543713572","4,30514179379007","13,6073385328153","97,2","13,047085569164","0,0287622650751021",0,"0,018006397135847","0,0190193934049476","0,0884774505386474","0,321",
1855,"2,38142488589006","0,237060632259223",0,0,0,0,0,"0,0766482825959235","0,242192210304533","0,784349623603922","0,0435713934177191","0,320903656314409","0,0133376415758275","3,3","1,11561673351531","1,54876360149268","0,0000141417727999221","0,0486364610286722","0,577058940265926","0,213863929215959","0,0138910310844953","0,141","0,0715381306731374","0,461251592769297","0,00121855031360268","0,000000334140510684653","0,14798884616268","0,0147916302446153","1,09926758450486","1,81384129823565","0,126608644419787","0,153548827837993","1,46854534629887",0,0,0,"0,922986882927414","0,0423721539639994","0,169238192873135","1,15474177855903",0,"0,366438666423727",0,"0,135994592485951","0,0249879722151325","0,137892671514366","0,596402724061255","2,80470530562658","0,320608295361661","0,588424711356611","0,0397237799993114","0,822041670473961","13,6318260301129","1,29139381615574","0,221960003544902","7,4438126542","3,60198108959928","1,32007216931979","0,156972698620605","7,16303057590766","0,135224991381177","0,264","0,0595143635529971","0,358","0,156563382587696","0,00938712463123148","0,148563747491754","0,0908437007254493","0,63242706886287","0,262371577094675","0,973663011364818","0,10949203880316","0,989430617727527","0,515139939984281","0,650883111728518","3,91664173427194","1,149212","0,196062379763415",0,"0,17618235112152","2,10911986070262","1,33080785664941","0,00372527380364567","0,101288067144105","0,0530891760427674","0,151855526890256","0,287867242401152","0,32469505470699","0,0273665732484076","46,9690147763088","2,14031353608121","1,12418648438459",0,0,"0,162735473865957",0,0,0,"2,60922011217768","0,018132927468781",0,"1,639335245","15,3062763657252",0,0,"6,60667064957395",0,"1,09083234008511","1,56356030878625",0,0,"20,5425621875",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00405841671393303",0,0,"9,7",0,"0,60434368719841","2,17695588416338","0,0313579016503405",0,0,"0,0311733357286425","0,0902208842577118",0,0,"0,836014582622318",0,0,0,0,0,"12,7548673685922","13,0131203690487",0,0,0,0,"5,01672240802676",0,0,0,"0,528971412026618","61,8376662036118","46,1825427822661",0,"0,393557971721289",0,"0,191154422788606","0,08122075",0,"17,7275894911372",0,0,0,0,0,0,"15,8411650156634","2,3707873575613",0,"2,67648246",0,"5,80259374089795","0,737248782284802","13,4164588528678","5,22771025747663","15,7689620677059","96,6","14,5978203921248","0,0272303514860819",0,"0,017047354293092","0,0195910566701367","0,0843191027792559","0,366",
1856,"1,6600790513834","0,20343501066217",0,0,0,0,0,"0,0747003176218149","0,236037056833419","0,764415901118704","0,0373910539258441","0,33","0,0136082474226804",4,"1,08726407840269","1,50940280766007","0,0000374973635593088","0,0474003978144719","0,513833992094862","0,174990389518062","0,011920672065418","0,121","0,0585348141586104","0,449529191215917","0,00159341406785402","0,000000881467444382656","0,144227808353087","0,0144157108286725","0,885119490391304","1,7677437315598","0,136130525639581","0,131768852258136","1,50197628458498",0,0,0,"0,755217744084531","0,0412952939352556","0,17899964480041","1,39683267321189",0,"0,545962153746806",0,"0,132538380632811","0,0214435789931279","0,178294406013546","0,762848648345606","3,93128620577579","0,12455850689016","0,714279123452765","0,0246686400082638","0,781512507577106","14,2592653977659","1,28343268070599","0,214294413387217","8,58114632414","3,42439243007598","1,33405823612886","0,171932612194178","6,51877202631954","0,131303676263237","0,242","0,0596892123718317","0,389","0,261769439181894","0,0117855010912442","0,14100744676811","0,104881545286496","0,668998766544799","0,304752592230439","1,00528917582091","0,116447480135617","0,922120701765277","0,61521891910638","0,8300395256917","4,31056666256557","1,838792","0,0509279064556214",0,"0,18279826084847","2,43092079939315","1,34169488005511","0,00374794476186411","0,122676315877729","0,0680599760676323","0,159736023096084","0,364036572976634","0,487977089868404","0,0268886369426752","55,5114180366274","1,05481879850883","1,26687621466736",0,0,"0,165696884829729",0,0,0,"3,36907587068726","0,0206617712514428",0,"1,588968035","15,912089549299",0,0,"8,45111750586229",0,"1,40930814399889","1,44052762550951",0,0,"21,3253313875",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00371445757607917",0,0,"12,5",0,"0,642332034884058","3,23471512731907","0,0325527866585725",0,0,"0,0316239100848017","0,0932952775655611",0,0,"0,86761612447333",0,0,0,0,0,"19,0303371733259","14,2191818995203",0,0,0,0,"4,61659723004166",0,0,0,"0,904107961796363","74,8221343873518","48,8137453958897",0,"0,908968182578119",0,"0,186299684720189","0,27968675",0,"18,6500246414652",0,0,0,0,0,0,"18,311886217406","2,45355998095668",0,"3,20833268",0,"24,800349208641","0,802092729532074","13,3319587628866","4,98672199798574","17,0553345408429",117,"15,9118987960643","0,023694763234301",0,"0,0148339261780194","0,0113293721343405","0,0733361852960949","0,318",
1857,"1,34776231815119","0,208478853901728",0,0,0,0,0,"0,095547914236113","0,301911011637759","0,977751464599949","0,0383181048496253","0,338972984083937","0,0139094371803011","3,1","1,39070111376459","1,93065163048162","0,000100128724502916","0,0606290480324835","0,594601022713759","0,199815305885582","0,0122162259182796","0,124","0,0668388237106652","0,574985193856584","0,00158384148245602","0,00000236651181294251","0,184479352989509","0,0184388921729077","0,67520168478741","2,26109114166841","0,155671403887774","0,135035848595114","1,58560272723669",0,0,0,"0,862356298309133","0,0528201128040266","0,28651057152165","2,1105090649346",0,"0,532086889792174",0,"0,169527603481018","0,0219752379764286","0,178966112585112","0,731485504122704","5,80010278904991","0,138866866721159","1,13675311164878","0,0336645129294019","0,854783726750656","15,0207908232214","1,27552062376108","0,211250440931011","7,47467517862","3,74544859468969","1,36008023431332","0,263265556601072","6,75039888720697","0,128620275769437","0,242337594524446","0,0603924335613766","0,741","0,266743034815694","0,0056539792825026","0,134782132777228","0,171275627117948","0,712690970357384","0,267765822525876","1,04709471705199","0,124936770279899","1,2183898504375","0,646679816914549","0,753161295437428","6,78700973864892","1,651165","0,0537328705010175",0,"0,221936767626016","2,82652600336601","1,36459820688631","0,00380400248540409","0,318971142917031","0,0965541284111394","0,169213966162161","0,476393024245002","0,857275042965651","0,0290875414012739","54,2077486396923","1,20390983483912","0,952524838186733",0,0,"0,170282222024075",0,0,0,"3,49914892429234","0,0219611455998442",0,"2,174223165","18,2767430344345",0,0,"8,72249839217631",0,"1,68179849478456","1,58494997714353",0,0,"23,59436349",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00332281327414164",0,0,10,0,"0,583570822640865","4,06440551568313","0,0360164288694236",0,0,"0,0276965542041191","0,0922660951869981",0,0,"0,915084018110802",0,0,0,0,0,"19,1038181597792","16,1554861216434",0,0,0,0,"3,73092142453363",0,0,0,"0,96908087716936","76,1049669005431","55,2311036741665",0,"0,860455043843262",0,"0,185557037874505","0,1929095",0,"15,7948759840222",0,0,0,0,0,0,"17,8307103360272","2,3076728011099",0,"2,99348768",0,"25,8010265947399","0,598826657938878","13,7997537956504","4,2454293174563","15,2593576004819","123,3","15,615873665262","0,0310243466677098",0,"0,0194225560998169","0,0161180961648102","0,0961420447571902","0,369",
1858,"1,55242417005016","0,258917286297308",0,0,0,0,0,"0,091619634333037","0,289498485744173","0,93755297927143","0,0475886140874379","0,348189951329604","0,0140967591631419","2,5","1,33352494953261","1,85127637608182","0,000267715253324275","0,0581363942384919","0,749781068386275","0,225416186704828","0,0151717644468956","0,154","0,0754023957169819","0,551345716222237","0,00126383556016584","0,00000638197504093884","0,176894817621314","0,0176808104278806","0,476520509954243","2,16813046364785","0,179686817593629","0,1677058119649","1,59222991800016",0,0,0,"0,972843734288539","0,0506485092764654","0,221603912061329","1,91990564057905",0,"0,680583351324009",0,"0,162557782286121","0,0272918278094355","0,140637647525192","0,847589005736752","4,0652780889942","0,0913139812655177","1,08017736311938","0,0260957038575872","0,79025196945608","12,2968848418219","1,26765734276369","0,182752064502274","6,60052697395","3,46268656716418","1,38971671929855","0,198455995882656","6,99948533196089","0,126274017934118","0,242675659999565","0,0612408520842544","0,474","0,198867730313947","0,00744692367430029","0,128996842995331","0,184598401878117","0,760210174349176","0,402058672156459","1,09308250382603","0,134345296818677","1,15382242771811","0,595205312056484","0,826407133190033","6,29832634508203","1,818856","0,0568193515182707",0,"0,180064134889884","3,29387545033453","1,391002282191","0,00386954957478606","0,131126264331878","0,0908444831230186","0,179484117506568","0,290077638426755","0,63962754081031","0,0330491464968153","54,4518785383428","1,37715263053744","1,50389183413943",0,0,"0,189927585561834",0,0,0,"3,79769828037022","0,0220176708568818",0,"1,770968","13,0141970421275",0,0,"8,86329582229858",0,"1,42049740192443","1,11728987311219",0,0,"22,8797268075",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00627846834061805",0,0,10,0,"0,597610751204426","3,13148987649829","0,0349255470893896",0,0,"0,0297869936686607","0,0967984457049309",0,0,"0,953130651922312",0,0,0,0,0,"15,9219800844176","16,0363945975391",0,0,0,0,"2,87129827722103",0,0,0,"0,91058337693118","77,7764509195128","55,0842427122563",0,"0,880903789670126",0,"0,183322035806779","0,24311875",0,"18,5900373216283",0,0,0,0,0,0,"20,9367801382135","1,92422822730943",0,"2,5858656",0,"22,7270715232186","0,448856613484303","8,25506072874494","3,23184644395449","13,6290561615095","116,7","14,5624292331446","0,0373848193640465",0,"0,0234044816207347","0,017835880150316","0,116109109624292","0,458",
1859,"1,63223058242764","0,200072448502465",0,0,0,0,0,"0,106161768528057","0,335448525379168","1,08636410844431","0,0367730199766566","0,357657535849203","0,0147366104593821","2,6","1,54518589873505","2,14511633395802","0,000712899020418463","0,0673639714143363","0,756399538198177","0,109389185371783","0,0117236361635102","0,119","0,0365910131083979","0,638856908026482","0,00114042496953146","0,0000167728997073792","0,204972076333152","0,0204871599597323","0,617042345752815","2,51226242165228","0,200793328730548","0,12959085470015","1,75166208845894",0,0,0,"0,472098233687256","0,0586875876250949","0,215592437447581","2,18079441008792",0,"0,652602396190153",0,"0,188359425150757","0,0210891396709274","0,127337139683521","0,74160809501436","5,16994890480271","0,147487542083511","0,901518575786824","0,0299002484074971","0,845343177378751","14,0605695580332","1,25984253702174","0,282210889630306","7,24406963787","3,70408246747934","1,40181708158989","0,281027570972756","11,6583490141536","0,122383219754565","0,243014197082342","0,0613060353376158","0,462","0,360181624805694","0,00679364223920704","0,150884679577975","0,130589249435168","0,805844181695131","0,365294935776814","1,1264793358616","0,142612624249682","0,947700540753553","0,53875772908299","0,871053783988216","6,47978939041133","1,557118","0,103512006243539",0,"0,191928891364491","3,47705146036161","1,39976200474769","0,00388582600177303","0,177804725764192","0,0983752667526574","0,185014398637492","0,282437521396782","0,669852363745019","0,0829562292993631","60,7461343369058","1,55515435819728","1,50489000802508",0,0,"0,200174397503696",0,0,0,"3,80012608468015","0,0225518027362203",0,"2,084885395","15,5832673583315",0,0,"8,64702388129401",0,"0,802972153896551","1,46319853598737",0,0,"30,0220035575",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,00614340102121456",0,0,"10,4",0,"0,491463366382362","3,14115904924495","0,0458281214538618",0,0,"0,0325702890339377","0,13298286854658",0,0,"1,00194653851557",0,0,0,0,0,"19,1773086380428","16,2213737362333",0,0,0,0,"3,51553640281243",0,0,0,"0,913339803643975","93,3118356622477","49,0183918233026",0,"0,87249406755194",0,"0,18315031753232","0,16226425",0,"15,4051451757048",0,0,0,0,0,0,"22,458062307429","2,11888931039907",0,"2,9550843","3,09464127032897","21,8416046219949","0,467499590935122","10,185414091471","4,29933022219574","14,9932365533277","131,3","16,9116828929068","0,0490568623654276",0,"0,0307116753038735","0,0335883402510735","0,151354004745153","0,561",
1860,"2,62602952293797","0,184940918783791",0,0,0,0,0,"0,0928875037176925","0,293504682337852","0,950527214844013","0,0339918672053128","0,367382552142158","0,0154687390375645","2,5","1,35197880464232","1,87689508387145","0,0018970949546875","0,0589409090668454","0,513030676799427","0,108156363177723","0,0108369746049254","0,11","0,0361786303585872","0,558975460207224","0,00115012376643604","0,000045397160337072","0,179342759322882","0,0179254846006231","1,09802439107503","2,19813392586214","0,218669455982301","0,119789865689214","1,75068634862531",0,0,0,"0,466777660375663","0,0513494037381988","0,299076319793999","2,24067472319358",0,"0,756185342034401",0,"0,164807322320835","0,0194941627210253","0,133780410096689","0,639998408445085","6,30654760946018","0,156364767476755","0,721828490354641","0,0225059861237045","1,05090165344068","15,5925939204696","1,46800745535883","0,151583494706768","8,98045873985","4,60478831996371","1,43496119722763","0,240240859505496","8,6610438620007","0,120437382715031","0,243353206430679","0,0618645990142907","0,632","0,286845524096261","0,00590273825841129","0,22105735951743","0,124815980736842","0,719770819241634","0,336543418637742","1,24547769781206","0,153630420885489","1,20870483564496","0,543871253563681","0,918155413201766","8,41467712568523","1,271712","0,191367826284206",0,"0,19903424339267","7,21753655166725","1,4420040005774","0,00395995298290475","0,171210347030568","0,102303363663206","0,190586082043528","0,384812724474089","0,582791424534019","0,0336950063694267","54,5357530515182","1,78216812597246","1,08967756090748",0,0,"0,235901261121994",0,0,0,"3,54727211352404","0,0231564480733129",0,"2,159618855","17,1119113939769",0,0,"8,1323628589065",0,"0,992809415497136","1,64137346140568",0,0,"31,444236055",0,"0,892794022467915",0,0,0,0,0,0,0,0,0,0,0,"0,00793156813839088",0,0,"11,1",0,"0,54701600682751","3,26888486728053","0,0479991372392082",0,0,"0,0346714972827726","0,138994522795157",0,0,"1,04555432032794",0,0,0,0,0,"27,1714220272453","17,8257632911625",0,0,0,0,"3,33861475780896",0,0,0,"1,07386884506049","95,400469502248","56,3417852793105",0,"0,916580472839332",0,"0,181310660932549","0,19378475",0,"21,6393651165796",0,0,0,0,0,0,"24,6023601847101","2,45856554832445",0,"3,23027208","4,61573926433856","27,2548367482943","0,508717959293094","11,4736842105263","4,71879286694101","15,8254135257687","136,4","15,1810055059493","0,0448553997349026",0,"0,0280813816020697","0,0326342894711226","0,139607778442249","0,589",
1861,"2,84304047384008","0,245467037658486",0,0,0,0,0,"0,0801607411561615","0,253290829523333","0,820292967098921","0,0451164782906879","0,377372","0,0154029387755102","3,4","1,16674061278393","1,61973672425039","0,00501287623918792","0,0508652592234138","0,552813425468904","0,135607468302684","0,0143836208392646","0,146","0,0453611079870072","0,482388753975986","0,0014119418417027","0,000120873674403706","0,154770533526298","0,0154694665445683","0,885692061595281","1,89696178285874","0,254414047383895","0,158993821732957","2,21125370187562",0,0,0,"0,585250233310652","0,0443138861185368","0,211566595171587","2,10093220385495",0,"0,661633370877027",0,"0,142226635192525","0,0258740705206336","0,159492560935167","0,833545193996584","5,10671701080502","0,193733904408858","0,791402861365089","0,0285604579521847","0,855122393328131","15,2833057161434","1,583619","0,140383556958854","9,19815374881","3,74693254696554","1,45690158763097","0,323345637514693","7,82497314580354","0,117421159201596","0,243692688703395","0,0627532152688931","0,552","0,472439321139134","0,0159663576647991","0,150701466178397","0,111848254542616","0,90471865745311","0,262305899820593","1,22200375601708","0,185478123449305","1,19779600419855","0,527072409095278","0,86365251727542","6,2900256352846","1,092551","0,0639267523147671",0,"0,22347260381263","7,62996721176252","1,44782361402479","0,00381005117468541","0,182750261344978","0,0930084126157767","0,198335274615996","0,294736842105263","0,528223921946996","0,0248715668789809","41,7374466515984","2,02565318705793","1,42350442331883",0,0,"0,231964137509071",0,0,0,"3,28707470675789","0,0221441864735641",0,"2,20433599","15,4577862521492",0,0,"8,45097611280766",0,"1,35828555667828","1,56069745248133",0,0,"31,257699745",0,"0,596894398304317",0,0,0,0,0,0,0,0,0,0,0,"0,00959756930826293",0,0,"12,3",0,"0,526373893362321","2,72211809167655","0,0477143924634686",0,0,"0,0334462514341358","0,10591682088455",0,0,"1,07407723171049",0,0,0,0,0,"43,0344002546972","17,6842095833805",0,0,0,0,"3,46020761245675",0,0,0,"1,26904573272877","81,5241855873643","55,8154741490257",0,"0,994731198317283",0,"0,177386594485992","0,22530525",0,"19,2950296795462",0,0,0,0,0,0,"28,7578947368421","2,63412707410645",0,"2,8987718","4,02853594685596","25,0162175702902","0,545054956385458","12,4448979591837","4,38957475994513","14,4489596080139","125,4","16,4162301775514","0,0385974880189676",0,"0,0241636636023236","0,0179968181872016","0,121048398737962","1,371",
1862,"2,02188392007612","0,246181320896556",0,0,0,0,0,"0,104402760469764","0,329890435423947","1,06836400117888","0,0452477624928813","0,302579","0,0124774845360825","4,5","1,51958351394888","2,10957362428273","0,0134006392291666","0,0662478090688954","0,625475737392959","0,153054280783729","0,0144254756616727","0,146424844629865","0,0511971194905571","0,628271605380383","0,00175804871170846","0,000321836102861308","0,201575867519056","0,0201477055595244","0,86925559437389","2,47063642101662","0,337674591499281","0,159456477016142","2,02188392007612",0,0,0,"0,660546610441355","0,057715185403602","0,266750503184978","2,09825101568654",0,"0,570981232786105",0,"0,185238473500371","0,0259493613419586","0,195025309194677","0,900701316297428","5,30173079956715","0,998222302629812","0,785325411365741","0,0387599364720465","0,953482646605831","16,7453633110328","1,365295","0,171002733869374","8,44526900672","4,1779225867651","1,47917744406082","0,309941641061596","11,34184315262","0,114480473731897","0,244032644560229","0,0636545955090465","0,458","0,55389437650795","0,00155408810999796","0,162020867367917","0,0873797395064534","0,908341262289883","0,323345637514693","1,19897223558731","0,223927878866634","1,09802388306971","0,519840333273648","0,876585791309864","4,89398169633596","1,171723","0,0639121674457309",0,"0,216991712651535","7,42088722720664","1,453666714162","0,00366582381568413","0,142445537790393","0,0849658562814695","0,208809070726292","0,306044376434583","0,644601642201963","0,0325066242038217","39,6010089651845","2,47623368321201","1,14442906621409",0,0,"0,215954805469073",0,0,0,"5,23597198799165","0,0238439635768957",0,"2,128758155","18,7136550390461",0,0,"11,9653466263197",0,"0,861278060751036","1,5207902525561",0,0,"36,1753242475",0,"2,14031222533469",0,0,0,0,0,0,0,0,0,0,0,"0,00892340057965719",0,0,"13,7",0,"0,547018510715874","3,16631746632282","0,0552210697754415",0,0,"0,0366483118254095","0,118545332014298",0,0,"1,13658006807751",0,0,0,0,0,"42,5579355471351","25,6241363634111",0,0,0,0,"3,40782122905028",0,0,0,"1,20081760866638","94,1801458928005","57,9363159829972",0,"0,994731198317283",0,"0,177430167597765","0,27587975",0,"19,7127574596891",0,0,0,0,0,0,"30,4599166879197","2,61781421370003",0,"3,0646","4,53091040707428","24,5491780602985","0,670383766729219","10,1484536082474","4,77366255144033","16,5544554455446","124,7","17,0385571113357","0,0518234227119272",0,"0,0324436593520451","0,0265525892107284","0,161879034087394","2,422",
1863,"2,61427552879664","0,246897682623652",0,0,0,0,0,"0,112814163476044","0,356468673276878","1,15443873838776","0,0453794287182821","0,319644","0,0131811958762887",9,"1,64201159228714","2,27953535561454","0,0356492117563178","0,071585187293899","0,554543293987166","0,136006847196741","0,0144674522772078","0,146850925512878","0,0454947014340921","0,678889478379895","0,00183352373088565","0,000856915102613763","0,217816203027564","0,0217709430136922","0,967920781333796","2,66968784959625","0,376836448155778","0,159920478577495","2,21817317594867",0,0,0,"0,586973859552269","0,0623651168980136","0,293580851584865","2,39552228067588",0,"0,743656009406998",0,"0,200162556406503","0,0260248712516474","0,20355851278386","0,744952490434895","7,32128037471399","3,33670257880417","0,206805428191316","0,0473913710445671","0,842415566349673","16,65869360645","1,679386","0,187438457784078","10,47559535893","3,69125440785268","1,50179389575387","0,30004330521931","12,2426215706294","0,111613434537627","0,244373074661838","0,0645689230752272","0,63","0,344998247169695","0,0183923731012934","0,0843729451985145","0,111863172549589","0,846708389447833","0,334275050007217","1,17637479805679","0,27034829769245","0,993968896729186","0,474114097508109","0,996435078824368","5,22507274163719","1,233853","0,0638975859042281",0,"0,226561153506589","7,44183341066468","1,45953339577618","0,0035270561027954","0,141465574349345","0,0808330502890533","0,210845282420978","0,263046245226983","0,630312283482867","0,0308283821656051","35,4491934062454","2,61996576825521","0,939394622228603",0,0,"0,212546648671271",0,0,0,"6,73207056624687","0,024998111052626",0,"3,06791256","21,3200403911364",0,0,"13,5939548223836",0,"0,753807302084837","1,60143294326382",0,0,"41,9516962425",0,"0,84046756185216",0,0,0,0,0,0,0,0,0,0,0,"0,00820122853159111",0,0,"15,8",0,"0,691510801083834","3,58274171736893","0,0640386117773448",0,0,"0,0358739730660053","0,118406949904971",0,0,"1,18066374781054",0,0,0,0,0,"35,4103126640184","30,2341920135524",0,0,0,0,"3,25513525648221",0,0,0,"1,68423797544396","111,170086350313","58,073497763367",0,"0,795784958653826",0,"0,182343697384667",0,0,"20,9844055190314",0,0,0,0,0,0,"34,7475604582096","2,69090337396946",0,"3,200962786","4,80658431763086","24,1476170312264","0,805105272925989","12,1525773195876","5,0480109739369","17,0525747169964","147,2","18,2454941950385","0,0633211872325982",0,"0,0396417473187981","0,0250543678974503","0,19796671684573","3,485",
