year,Algeria,Angola (Portuguess Africa),Basutoland ,Bechuanaland Protectorate,Belgium Congo (Zaire),British Bechuanaland,British Cameroon,British East Africa (Kenia & Uganda),British Somaliland,Cabo Verde (Portuguese Africa),Camerun,Canary Island (Spanish Africa),Ceuta Y Melilla,Egypt,Eritrea,Ethiopia,French Equatorial Africa-Congo-Final,French Somalia,French West Africa & Togo,Gambia,German South West Africa,Ghana-Gold Coast,Guinea Bissau (Portuguese Africa),Italia Somalia,Italian Libia Cyrenaica,Liberia,Madagascar,Malawi,Marocco,Mauritius,Mozambique (Portuguese Africa),Nigeria,Reunion,Rodhesia,Rwanda and Burundi,St. Helena,S.Tome e Principe (Portuguess Africa),Seychelles,Sierra Leone,South Africa,Spanish Guinea,Sudan (Anglo-Egyptian Sudan),Swaziland,Tanganica (German East Africa),Togo (German West Africa),Tunisia,Zanzibar Isl.,Argentina,Bahamas,Barbados,Bermuda,Bolivia,Brasil,British Guiana,British Honduras (Belize),Canada,Chile,Colombia,Costa Rica,Cuba,Danish Virgin Island,Dominican Republic,Duch Antilles,Ecuador,El Salvador,Falkland Islands,French Guiana (French Colonies),Granada (Winward Island),Guadalupe (French Colonies),Guatemala,Haiti,Honduras,Jamaica,"Leward Island (L.I Antigua, L.I Dominica, L.I St.Christopher, Montserrat, Nevis, Virgin Island)",Martinique (French Colonies),Mexico,New Foundland,Nicaragua,Panama,Paraguay,Peru,Puerto Rico,St. Barthelemy (Norvegian Colonies),St. Vicente (Winward Island),St.Lucia (Winward Island),St.Pierre e Michelon,Surinam (Duch Guayana),Trinidad & Tobago (Winward Island),Turk Island,United states,Uruguay,Venezuela,Abu Dhabi,Aden,Afghanistan,Ajman  ,Bahrain,Bhutan,British Malaya,Brunei,Bukhara,Ceylon (Sri Lanka),China,Danish India,Dubai,Dutch East Indies (Indonesia),Formosa (Taiwan),French India,French Indochina,Fujairah  ,Hong-Kong,India,Iraq,Japan,Khiva,Kiautchou,Kokand,Korea,Kuwait,Kwang-Chou-Wan,Kwantung (Port Arthur),Macao,Maldive,Manchukuo,Mongolia,Nepal,North Yemen ,Oman,Ottoman Empire/Turkey,Palestine ,Persia (Iran),Philippines,Portuguese India,Quatar,Ras al Khaimah  ,Sabah (British Borneo),Sarawak,Saudi Arabia,Sharjah  ,Siam (Thailand),Sikkim,Syria and Lebanon,Albania,Andorra,Austria,Austria-Hungary,Belgium,Bulgaria,Crete,Cyprus,Czechoslowakia,Denmark,Dodecanese Is.,Estonia,Faroe Is,Finland,France,Germany/Zollverein,Gibraltar,Greece,Hungary,Iceland,Ionian islands,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Russia/USSR,Serbia/Yugoslavia,Spain,Sweden,Switzerland,United Kingdom,Australia,British settlement Oceania,Dutch new Guinea,French Polinesia,German colonies Oceania,Hawai,New Zeland,US settlement Oceania
1882,"7,91173304842613","0,631050574890016",0,0,0,0,0,"0,282772755438731","0,294873909936773","0,271894409934628","0,130527138552005","0,362849757287376","0,0141461893679289","6,3","1,70359264033143","1,88565098012716","0,0706211882996302","0,0877250797379626","0,890527178651743","0,171601326262963","0,100409297810068","0,393","0,076747096568214","0,561583134541885","0,0615812451771264","0,00173677807702375","0,157407115283924","0,111590122956924","1,09970034649938","2,76756187709879","0,303571179190053","0,378996156486486","0,874663955102386",0,0,0,"0,377404900416546","0,0747522143808571","0,376357273166471","11,8741616311334",0,"1,48273635668098",0,"0,126186088337215","0,0678828112042877","0,91442140760704","0,825820547490412","12,1339685408025","0,215049208427831","0,847348651775815","0,272930874688673","0,863394320836825","16,621","2,099688","0,0942815768930912","22,0748285350528","8,06809314550906","2,36231467411393","0,936332825460832","12,9781211656183","0,195028605207515","0,410694484373075","0,0970856903036424","0,78698448075041","0,650950757731324","0,0353854676408212","0,331616911341318","0,137368010831076","1,07345121762566","0,462852683888455","1,65873832875615","0,370857119388887","1,29741755969208","0,459368468396659","1,11320867013031","7,78568626297534","1,739629","0,330814407162512",0,"0,293916204220529","1,49869761619785","3,01591168788458",0,"0,151399170043668","0,125841443417045","0,376887789138723","0,355342533674903","1,88879260039306","0,0266634331210191","144,969947667459","3,73198077949813","2,39106328802004",0,0,"0,405995104665034",0,0,0,"9,09822836805945","0,00678065796891474",0,"3,374108255","19,2468314920531",0,0,"12,4213385547378",0,"0,296161848672729","1,64595853369267",0,0,"54,1453628925",0,"7,097201117089",0,0,0,"0,213094656155245",0,0,0,0,0,0,0,"0,121584547579344",0,0,"15,2",0,"1,25029968892609","7,26216164962348","0,341984535317266",0,0,"0,110629708256075","0,260486332488305",0,0,"1,15305854896511",0,0,0,0,0,"55,382112464542","51,9021515977478","1,61993721578032",0,"0,343358180564263",0,"12,4128082605591",0,0,0,"6,02523659305994","194,934765375569","151,499046238024",0,"5,78488517418389",0,"0,284286263525018",0,0,"49,7435258361055",0,0,0,0,0,0,"49,0372696471366","8,35930339138405",0,"7,22603399","10,4631839122842","56,6841235386148","1,92021089161773","27,5750487329435","16,0971321832766","31,8178195481942","347,8","35,9858392541788","0,543813391154892",0,"0,558452696577944","0,492755321015949","1,02160252987802","8,609",0
1883,"7,49340560377598","0,614993308353375",0,0,0,0,0,"0,27784185720972","0,289731995758964","0,267340466078231","0,127205837316585","0,349073352595477","0,0136463390381344","7,9","1,67388595264106","1,85276961903558","0,0726985029405198","0,0861953586739636","0,66456144484977","0,210776963848628","0,0978543538454355","0,383","0,0942680359827557","0,551790432698109","0,0576086958584073","0,00179866305811989","0,15477071255033","0,109774241523267","1,04155444685689","2,72120814216748","0,300057882960764","0,46387730972973","1,11603913247727",0,0,0,"0,463564360391324","0,0735253525394627","0,413888579284818","8,43202931728523",0,"1,68140953937363",0,"0,124072604790847","0,0661555132092676","1,07618059203166","0,346663372604378","16,0032996494122","0,231747555445548","0,853615507571509","0,284970175984482","0,925801894687039","16,782","2,224717","0,106204122225974","21,5508352237575","8,65126830274283","2,04248298618272","0,446690039183337","12,5057249745815","0,200146332547307","0,639307073623428","0,0974435447154169","0,796981199395709","0,495153639925758","0,052847984681441","0,33246008585689","0,134207158755371","1,11603913247727","0,418643019179212","1,7018067995496","0,388739946380697","1,60506549199297","0,630506901087717","1,31533183470536","6,23751294918114","1,902388","0,382553103732728",0,"0,216643648279037","0,869053723310643","3,01284745566049",0,"0,14726509910917","0,17383738684963","0,40007355304055","0,430000826924667","2,01469371827946","0,024347898089172","154,784934571073","4,19117343782223","3,55557846978758",0,0,"0,371913804070592",0,0,0,"10,7609340876589","0,00671216466654147",0,"3,40295857","17,9749175087647",0,0,"11,4805708762877",0,"0,262256518537856","2,10980940203978",0,0,"57,7755281375",0,"6,79177459269953",0,0,0,"0,200721359060167",0,0,0,0,0,0,0,"0,0968767331696148",0,0,"15,3",0,"1,21226003051142","6,21111572207417","0,364912821473571",0,0,"0,114642383543341","0,267675915416667",0,0,"0,890574214517877",0,0,0,0,0,"52,8513704907107","51,398262953037","1,88076199163225",0,"0,342564271159875",0,"14,018691588785",0,0,0,"5,81065088757396","194,481776396299","158,80860888406",0,"4,79858441601097",0,"0,268993952721275",0,0,"52,3735781218224",0,0,0,0,0,0,"56,7270321673696","8,41579164565088",0,"6,7457481","13,9830313645786","55,3019560396711","1,97879727778923","32,7638780297107","18,0378354597448","32,7983585671878","361,3","35,4894782429367","0,809473356728807",0,"0,632909277716521","0,767195709047429","1,15982676840586","7,974",0
1884,"7,41624724924312","0,846217946481015",0,0,0,0,0,"0,199312939946365","0,207842462799469","0,189584744864071","0,175032575106632","0,33582","0,0131849234393404","8,2","1,20078066604623","1,32910484950634","0,0746728859524871","0,0618331971991944","1,11805908126896","0,182891570528617","0,134645546936148","0,527","0,0817965532700059","0,395832991039656","0,0611290546111387","0,00184322364352684","0,169975602277008","0,0772241425308536","1,03082973348553","1,92974733276589","0,291630960873984","0,480164229189189","1,03667972301248",0,0,0,"0,402235673030904","0,0518458927807606","0,452528220945304","6,93652436855909",0,"1,65208967329574",0,"0,0879862052646018","0,0910286043375562","1,11642431709036","0,620556706481648","18,6946310107545","0,180336640268776","0,807558448395049","0,229805348215823","0,898429533843733","18,187","1,999448","0,0937921613972951","19,4692817998269","8,39548395071903","1,83409873793732","0,72561704231736","11,600935836382","0,204318797472311","0,515060365074787","0,0972886754258202","0,807104901972862","0,545345914541184","0,0677646337320963","0,332574829601811","0,152256053996544","0,996807425973538","0,67596522312415","1,73681673282744","0,431769013940071","1,54808213806905","0,630764335882208","1,11642431709036","5,3896153400614","1,682457","0,399480819152005",0,"0,301336326718501","1,2665102312357","2,99396715663718",0,"0,121911071834061","0,141514384518555","0,423754810434938","0,43801652892562","2,42209327862962","0,0264062165605096","144,694465603663","5,05789278503441","3,55453459145412",0,0,"0,387285192657207",0,0,0,"10,7885223014676","0,00656738135756194",0,"3,43783482","17,6886769129342",0,0,"12,4097480108137",0,"0,365799988599458","3,31261818996857",0,0,"60,569187735",0,"6,84397971692282",0,0,0,"0,319511639052151",0,0,0,0,0,0,0,"0,106101693280459",0,0,15,0,"1,20375366406479","6,06317859726125","0,382557700522262",0,0,"0,1209552675","0,255484344166667",0,0,"0,950888192267503",0,0,0,0,0,"51,0039789974567","43,8307201402654","1,93779650477896",0,"0,30279927",0,"13,5246577601847",0,0,0,"5,40039447731756","175,621519537722","158,598412486598",0,"4,58138616686861",0,"0,276375831546539",0,0,"53,9597150760198",0,0,0,0,0,0,"55,4876033057851","8,31124765005273",0,"7,0546685","10,971472502216","54,1270234326109","2,02181198236433","27,5068708284256","17,6066024759285","34,5400028476527","327,1","36,9046466685896","0,746548937898506",0,"0,522127729724939","0,542313850421795","0,955539989286744","7,663",0
1885,"7,67197100646878","0,748268620607501",0,0,0,0,0,"0,229360495313277","0,239175892080293","0,220145230002587","0,154772637570571","0,419944","0,0163338778685336",9,"1,38180515726216","1,52947493869734","0,0764414520489092","0,0711549021364453","0,995249420150046","0,0960952810593332","0,119060388751888","0,466","0,0429777203697643","0,455507057949287","0,0622434251561366","0,00189091512278342","0,261602285977052","0,0902402276866583","1,06637434838948","2,24081674252439","0,288268179340974","0,490156007027027","0,834774047335982",0,0,0,"0,211343529613065","0,0604721325002127","0,31610024508737","5,91032428183091",0,"1,18514486314801",0,"0,102169314355532","0,080492086567934","1,03352977289217","0,706221267499912","18,3216639209226","0,233354764744483","0,623928999230458","0,23442858015311","0,680734112817948","15,381","1,467382","0,0968087841640303","18,6367380560132","6,36120263591433","1,64785831960461","0,73331960461285","9,79327659314948","0,208690127146965","0,432454695222405","0,0971861548411063","0,807001537127841","0,439456342668863","0,0482546355696926","0,33156430137283","0,137126074941189","0,795022902224745","0,639003294892916","1,77349768957242","0,479818143111171","1,46832556821601","0,687360825614774","0,874525192447219","5,11644963948086","1,395531","0,373970345963756",0,"0,307232123541844","1,24374502426152","2,97680106865198",0,"0,1002340109869","0,0896186980014919","0,447319635936753","0,397746105402718","1,69835517722078","0,0276614840764331","139,751645775624","5,20490115321252","2,41803953871499",0,0,"0,409067161013736",0,0,0,"10,5609378225771","0,0064436724504278",0,"3,47035722","20,377726523888",0,0,"10,1544737037743",0,"0,316511372917128","4,10571000195956",0,0,"61,20432969",0,"6,47824855848435",0,0,0,"0,250727193163097",0,0,0,0,0,0,0,"0,130359711551595",0,0,"15,8",0,"1,43366728860652","5,47988495111668","0,386569285535967",0,0,"0,14527654375","0,278858212604167",0,0,"0,949",0,0,0,0,0,"45,3132250580046","40,8055218206952","1,65586068076102",0,"0,29906184",0,"12,2514009449511",0,0,0,"4,26656151419558","164,259681828654","143,619988964676",0,"4,52385863998904",0,"0,242830458191407",0,0,"58,4280909460252",0,0,0,0,0,0,"51,5412661584355","7,62506871907642",0,"7,0661911","9,44191688715909","43,8053159485371","1,6085453047776","27,0517308440296","18,5317569425351","29,9794864493748","312,6","36,9548826194399","0,505907823431015",0,"0,502692981076706","0,530814193835441","0,788920922570016","7,479",0
1886,"8,23000011531589","0,60535894843139",0,0,0,0,0,"0,238915142918782","0,249139427262924","0,22985021632787","0,125213056575333","0,447568","0,0174150972762646","7,8","1,43936808377693","1,59318945954691","0,0988399042975316","0,0741190569460577","0,983445062323378","0,0683045189572722","0,0963213874666559","0,377","0,0305485605887803","0,474482467880196","0,0661008851606503","0,00242732030607472","0,18621374047324","0,0943702760916419","1,14393823996669","2,33960196645774","0,266737600755112","0,311610892162162","1,11864079237303",0,0,0,"0,150222965850313","0,0632099159485055","0,262398819513277","5,30190330874886",0,"1,36381216845611",0,"0,106673394678655","0,0651191344122556","1,1585922492435","0,774724746726518","18,9348747274448","0,187987409829271","0,670234037511902","0,275974880920954","0,749098412382634","15,306","1,436298","0,0825547977585265","19,0274406549554","7,00004114041223","1,51293865964537","0,727773892294401","8,82249171210249","0,213014715082941","0,432641833687941","0,0970198571609377","0,806898185520618","0,910848726704242","0,0785114126932647","0,322847722970231","0,119349213283199","0,679174766797913","0,665446167770601","1,80976165277485","0,532863510661281","1,30787801152682","0,489571495837425","0,958834964891171","5,54941366646266","1,254174","0,384045748138396",0,"0,398521770965923","1,44398383693757","2,95778577610427",0,"0,0907535146026201","0,118664813094424","0,555644862154434","0,381141768166377","1,88069952489741","0,0298981146496815","151,489111610147","4,15394742255317","2,56942444563295",0,0,"0,443760015266153",0,0,0,"10,1991972156135","0,00688166417397752",0,"3,112336135","19,2456041469536",0,0,"9,6396612078792",0,"0,221311816428385","3,23053504155964",0,0,"62,6303473225",0,"6,5667426050109",0,0,0,"0,346094746369359",0,0,0,0,0,0,0,"0,15462762691923",0,0,"16,5",0,"1,36582756084233","5,68752073448639","0,395576076724586",0,0,"0,129150275","0,212838926875",0,0,"0,9",0,0,0,0,0,"43,3506339144215","40,3429984239364","2,38325727800783",0,"0,33274344",0,"10,3598390918609",0,0,0,"3,84069400630915","169,945507235586","141,269851465417",0,"4,59919760606057",0,"0,198710530666226",0,0,"59,6410972599862",0,0,0,0,0,0,"48,7695749440716","7,06936150666054",0,"8,1470124","10,1634065290437","41,1016948236302","2,05227753322088","28,2412451361868","16,3094385365585","31,4854848601553","293,6","33,9824318097667","0,387589681801037",0,"0,476061560068467","0,469328557906494","1,00341465421484","6,759",0
1887,"8,06805796545289","0,584484501933756",0,0,"0,232909624073469",0,0,"0,232574464290909","0,242527401660413","0,224529357558178","0,120895364969287","0,43834","0,0172235756385069","8,1","1,40116803360452","1,55090707328672","0,116013109365305","0,0721519772768726","1,02587542957769","0,0776067866815347","0,0929999603126332","0,364","0,0347089132788483","0,4618899599017","0,0634093687730016","0,0028752686011821","0,182664011868086","0,0924066627473405","1,121428906395","2,28544194938358","0,299258333835644","0,372742018648649","0,715394302355429",0,0,0,"0,170681557287674","0,0618512883817016","0,332568192443388","8,03543804583886",0,"1,42062554711532",0,"0,104203986223719","0,0628736470187295","1,07309145353314","0,824815552607994","23,3356692361598","0,188272598705241","0,696727445460355","0,261278532624789","0,829101536060489","16,12","1,603176","0,0768113629696256","19,3742528546107","7,74764005111505","1,8201492229688","1,15441691743271","9,04836057695176","0,218101399633924","0,432829053134919","0,09715340075037","0,806794847149496","0,675007213817552","0,0667029398626054","0,321172297629679","0,141993810761516","0,794882558172699","0,771260150871842","1,85247894852685","0,593603486135044","1,30144168802571","0,523934872208851","0,914114941898604","7,21619136170277","1,12446","0,42109345410531",0,"0,545252183819313","1,63673101511355","2,94798157178632",0,"0,0791768928384279","0,111901685973146","0,552761330953295","0,422115543784142","1,45677818868961","0,0265602993630573","161,302504035681","5,07337482996002","3,01702460942331",0,0,"0,437909547572966",0,0,0,"11,3060457660125","0,00780624790667056",0,"3,15030058","21,8064223587122",0,0,"9,90449286324572",0,"0,251543139801225","3,48558328799732",0,0,"67,5155699575",0,"9,36831356403809",0,0,0,"0,383614586339091",0,0,0,0,0,0,0,"0,140072500591169",0,0,"16,6",0,"1,60214418209081","4,74776267829198","0,426431361526514",0,0,"0,163253125","0,227563476875",0,0,"0,99",0,0,0,0,0,"45,5284440587029","43,4960834867331","2,45410272209429",0,"0,34706405",0,"12,1722846441948",0,0,0,"4,13643533123028","161,997065355596","152,805157549413",0,"5,2100571871586",0,"0,185558493060145",0,0,"64,7022974077912",0,0,0,0,0,0,"55,4047343155107","7,01667355656608",0,"8,1559615","10,7695769827475","35,4071641967528","1,40794200128185","27,0962671905697","16,0374758886746","33,1358059607056","302,9","29,6577628921225","0,322144387263097",0,"0,482891154089915","0,479748865209673","1,01900325652335","6,245",0
1888,"7,91618932457341","0,693673914382919",0,0,"0,224615210971392",0,0,"0,258565207165562","0,26963040867295","0,249295160758212","0,143480213370143","0,476","0,0185792349726776","7,7","1,55775185374415","1,72422458295904","0,146053693038379","0,0802151302761431","1,02166339422944","0,0987880365526697","0,110373579272136","0,432","0,0441820302103829","0,513507248243264","0,0643623256849286","0,00360715700601415","0,105720708429678","0,102507109689233","1,10031975167816","2,53752838546966","0,454751283941302","0,398278911351351","0,910361772325942",0,0,0,"0,21726573977857","0,0686299384045143","0,298459383167788","9,90428953473818",0,"1,38292291372525",0,"0,115697785714091","0,0746192733848658","1,30617123855461","0,945002484558648","25,4378580374926","0,189255406387069","0,774360949418931","0,295819120731805","1,0278808808705","19,724","1,586056","0,0990586559873517","19,9166375787939","9,60515779315443","2,05059236597335","1,06810668747305","9,1548972650404","0,222021999556926","0,461909948058929","0,0967261926947725","0,806691522012783","0,838141387594193","0,0539416392318573","0,319853629659389","0,161183802167858","0,949942718948809","1,03525450177607","1,88527145157856","0,657454366260805","1,67028566485108","0,521306636916396","0,910361772325942","8,16275346838705","1,562469","0,459052893793396",0,"0,688568538598311","1,36684775107051","2,92126881551066",0,"0,0792769717292576","0,136654407394169","0,550491805630835","0,355166432642273","1,41999008907337","0,0281022229299363","166,967603362195","6,05239923618668","3,2427160544525",0,0,"0,442242008062653",0,0,0,"11,9755383283451","0,00805005754620005",0,"3,679022105","26,6694043488081",0,0,"10,2453987146702",0,"0,168253381607795","2,0520129538521",0,0,"70,1601890825",0,"11,3551565098659",0,0,0,"0,401478091698663",0,0,0,0,0,0,0,"0,14224413369746",0,0,16,0,"1,95124394055629","5,65559595121396","0,443134894280555",0,0,"0,1889976","0,22795603875",0,0,"1,1",0,0,0,0,0,"43,3976415851115","47,7862375483579","2,5996347975749",0,"0,25537743",0,"13,4941617096277",0,0,0,"4,38485804416404","165,210871203847","160,026038364455",0,"4,3172360158309",0,"0,219046045384446",0,0,"47,5565933729174",0,0,0,0,0,0,"57,3635087139671","8,26959276433589",0,"8,358999","11,1189018509649","36,4061214968784","1,34960869217575","26,3700234192037","17,8020282186949","32,6912968358414","323,6","36,992829189167","0,311775185185672",0,"0,486054024528807","0,466355978061538","0,932386095312404","5,942",0
1889,"8,31182862432171","0,708125454265896",0,0,"0,261326725526615",0,0,"0,280777830108983","0,292793612522328","0,271152005486919","0,146469384482021","0,517918","0,0199275875336668",7,"1,69157401391003","1,87234795559255","0,147147205310958","0,0871061906114204","0,914698843824877","0,136412060210773","0,112673028840306","0,441","0,0610090247322573","0,557621237936539","0,062708288051849","0,00361931015362073","0,106105065883686","0,111619051978068","1,15531208677831","2,76000508235865","0,50901882549764","0,424582168108108","0,835159813927061",0,0,0,"0,30001271622208","0,0747060706733389","0,313425560916608","15,3679609325916",0,"1,53746779884703",0,"0,125841538726051","0,0761738415803839","1,19308544846723","0,698787755389949","32,6103477314273","0,174281442593509","0,939137312264409","0,369378977963203","1,10229086062198","24,002","1,808777","0,0960065266062156","21,0528477827757","10,3004908907922","2,36490233532565","1,29521227432374","9,10094679904496","0,226949426089995","0,492944728572309","0,096699828098242","1,02696818452564","0,592766036108201","0,055647540576251","0,321377450302123","0,173514182200338","0,954468358773785","1,45398155565141","1,92659319961019","0,588989606895272","1,57464054814774","0,515882723326818","0,914698843824877","9,93775810909152","1,376472","0,63446608478156",0,"0,668462927382146","1,41115518313383","2,9067909746889",0,"0,0974676114672489","0,168169506682414","0,553114413909408","0,405629139072848","1,52801402336606","0,0271493503184713","173,973292082726","7,56320989175755","3,34257604699406",0,0,"0,449963191265687",0,0,0,"12,3634344067551","0,0076595408540687",0,"3,548296815","22,6820711894346",0,0,"11,936188721966",0,"0,268161615133086","2,19199063373846",0,0,"71,68988709",0,"11,4830904553577",0,0,0,"0,460155431634728",0,0,0,0,0,0,0,"0,137607320044444",0,0,"18,5",0,"2,35265866548343","6,66155639694845","0,452796535357913",0,0,"0,26626545","0,2619717478125",0,0,"1,2954128440367",0,0,0,0,0,"49,8445055861264","47,4955921828759","2,84576519685049",0,"0,22990294",0,"14,7366105795667",0,0,0,"5,2249408050513","174,508631595807","196,928059081443",0,"5,27362040702358",0,"0,256790938084241",0,0,"57,5529754212693",0,0,0,0,0,0,"59,2715231788079","10,0399064263107",0,"9,1887228","14,1584603821453","45,1304336751339","1,33595491205637","31,8468641785302","20,4913517682054","35,8005252583367",361,"37,360789122353","0,321638531537764",0,"0,506584081419186","0,505032018431584","1,117135991127","6,309",0
1890,"9,39380038788753","0,90241837935926",0,0,"0,514474017392956",0,0,"0,194182449686857","0,202492415124734","0,187929373996586","0,186657129430602","0,591136","0,0224681109844166","8,1","1,16987151628098","1,29489252246881","0,290570944201606","0,060241556355253","0,604984627523316","0,141994038043698","0,143587850812362","0,562","0,0635055123825251","0,385643901934517","0,0612128589312454","0,00716491548976291","0,102933761877446","0,0774748059800858","1,3057019844168","1,91289762516649","0,559082320691102","0,449791244594595","1,1941271679518",0,0,0,"0,312289228496431","0,0518311478303373","0,371944353099375","14,5969661739105",0,"1,66954741186926",0,"0,087217948298357","0,0970741473201264","1,23393140688353","0,727001985983389","28,2337208106162","0,220921686268415","0,876064258135622","0,302384074557829","1,1517071333917","24,019","1,887118","0,135330581874316","21,1912354696019","10,7622672564551","2,61331138771731","1,3609710935089","9,00453445307275","0,232301244727909","0,493776360456743","0,0968047525974694","1,06051623809438","0,493982100606933","0,0870748776387162","0,321658054807284","0,169418339517955","0,915497495429717","1,42577924081885","1,97149429071083","0,528371054430763","2,16168993182613","0,568187637611886","1,1941271679518","10,2869273201507","1,326139","0,878098961012242",0,"0,566512777190691","1,92836194820254","2,89631272502829",0,"0,0971677227510917","0,20181774875676","0,553597355062457","0,438632789870065","1,71274296017233","0,0418363375796178","181,583096213638","6,65857422075918","3,44059253163255",0,0,"0,400291577643076",0,0,0,"13,8852367095138","0,00815870077852528",0,"4,10349046","28,6373829852896",0,0,"12,0729154990658",0,"0,183464822390859","2,17695263339811",0,0,"65,67284768",0,"15,7677407159757",0,0,0,"0,706134142577924",0,0,0,0,0,0,0,"0,114238859937706",0,0,"19,4",0,"3,12413216582778","5,44214990503399","0,414792645150363",0,0,"0,428834829166667","0,332401708333333",0,0,"1,636",0,0,0,0,0,"52,9893535146229","51,4736427796622","3,34922380153531",0,"0,25221253",0,"14,7382314122305",0,0,0,"5,52403467297084","179,119075192771","204,567115976526",0,"4,78741503327451",0,"0,270952485701716",0,0,"52,850395986956",0,0,0,0,0,0,"64,4624679301498","10,9223434491611",0,"9,6540595","14,3707730035553","46,8860024638647","1,45791446311341","32,1094640820981","20,6945896857284","37,6927373601041",356,"35,0918524843123","0,351179833663693",0,"0,508140914202425","0,430371675567603","1,43236292562494","6,26",0
1891,"10,3826023040579","1,06941395134033",0,0,"0,191180561207742",0,0,"0,188488206463841","0,196554488888889","0,182853512536161","0,22119866227897","0,665302","0,0247140416047548","9,2","1,13556598061529","1,25692084695183","0,107406230731633","0,0584750214568981","0,724315795985768","0,159512165341501","0,170159268044543","0,666","0,0713403318253451","0,374335206536815","0,0700336936748342","0,00264938309419638","0,127296273459713","0,0755048926924469","1,44314163299646","1,86123138945872","0,498990979723499","0,588205232972973","0,875161880035528",0,0,0,"0,35081706060759","0,0466153939788917","0,449709606157856","12,2299655519777",0,"1,15463819269238",0,"0,084862242997955","0,115038046468335","1,91692275796146","1,07150407225211","13,3385447738166","0,198459109862657","0,852320633958967","0,320660344646321","1,0802388366296","25,565","1,70777","0,130613480169247","21,0857624817428","10,094423072967","2,93575528172636","1,71792392668326","9,16634869350534","0,219181567845022","0,555429840982494","0,0969933856565075","0,763477444649476","0,658287218942215","0,067743659535239","0,438257201470519","0,175626461598289","0,795601709123207","1,60580938470716","1,9059903324488","0,473134621775213","1,73604522026117","0,407668800923928","1,35252290550945","9,20169357628576","1,431137","0,876628642162625",0,"0,383377499668051","2,144798317086","2,74455532486445",0,"0,0972349033013101","0,217693947783925","0,538144996050938","0,488936769702494","1,59065713834158","0,0267226560509554","179,828824140052","3,88348316224723","2,74320627018576",0,0,"0,378753987564829",0,0,0,"12,3618310199458","0,00808843399513805",0,"4,15595525","28,4192466725638",0,0,"13,6592684151402",0,"0,178206618509538","2,41068338385013",0,0,"62,44822656",0,"11,446159305507",0,0,0,"0,746481506243443",0,0,0,0,0,0,0,"0,100058782679633",0,0,"18,7",0,"2,96811112228002","5,78275220021162","0,394425793837779",0,0,"0,179157575","0,3479951375",0,0,"1,29428303655108",0,0,0,0,0,"53,3546825464827","54,0385030474952","3,21046477205643",0,"0,30988045",0,"16,1947780103558",0,0,0,"5,76786419265693","193,01297463329","204,081728580049",0,"5,56523011183032",0,"0,302798281370497",0,0,"43,8920260972492",0,0,0,0,0,0,"70,1914311759344","11,6694973605692",0,"8,17653145695364","17,3290651969953","39,4122267687893","1,63855501625691","27,5482912332838","20,2777165527882","37,0613209417258","373,6","37,4943414042089","0,421848514013057",0,"0,599963248849811","0,532810403033997","1,53031206928473","6,504",0
1892,"10,0654653890459","1,07487693937895",0,0,"0,226903326305235",0,0,"0,227244481498427","0,2259868","0,222193014435684","0,22097076493435","0,575017","0,0198145072363887","9,1","1,30560702835527","1,44513372175643","0,125738549544476","0,0672311431485336","1,4434593487959","0,168425745458592","0,152530154688577","0,597","0,0753268475995099","0,430388621144211","0,0572346223624401","0,00308599037763355","0,230749799432672","0,0922390467447928","1,39906082627665","2,26166075373786","0,654666796479722","0,472340417027027","0,994611204451173",0,0,0,"0,370420806625792","0,0360284534477453","0,409887940050322","12,7839996601936",0,"1,12077936191557",0,"0,103119690302697","0,103119690302697","1,56456320904987","0,850462158245948","18,1116742935708","0,196028109202614","0,836577705252449","0,324554919841151","1,31979789894204","26,302","1,780319","0,110651085770129","21,3416511050461","12,3330118405122","2,3939586710718","1,10607211015575","11,4916582873325","0,206319065000916","0,492499640885679","0,0969550418825335","0,888530279948389","1,18158872175822","0,0700518199608208","0,407909947169515","0,152255200231136","0,835473411738986","1,23330118405122","1,83835213034675","0,422681538357382","1,91711411515808","0,413763844543794","1,31288678987555","9,2089755270222","1,50258977853904","0,873113470797458",0,"0,45394537606887","1,81236620085698","2,59466543619572",0,"0,102210580157205","0,168335563995773","0,419208730452081","0,430392319152458","1,52708581418855","0,0252138853503185","176,76199449098","3,77665141285834","2,91785516406394",0,0,"0,383740848163551",0,0,0,"11,4208427270759","0,00803299840194288",0,"3,91527384","25,6720075516612",0,0,"13,17350959944",0,"0,130489316426063","2,46373132042706",0,0,"49,28502219",0,"11,3001718618539",0,0,0,"0,575049249964089",0,0,0,0,0,0,0,"0,0956398720188577",0,0,"19,4",0,"2,35504028689104","6,05007164635053","0,311286405914604",0,0,"0,230288333333333","0,298819583333333",0,0,"1,23636363636364",0,0,0,0,0,"52,8955629970699","46,9427878834029","2,97205911870533",0,"0,306821",0,"15,4355016538037",0,0,0,"5,7306477093207","169,28282699759","196,827908395479",0,"4,73710453163561",0,"0,259206174200661",0,0,"44,7567070710515",0,0,0,0,0,0,"62,7958947194173","10,4745715992098",0,"5,37558849171752","15,0712025316456","39,92585082178","1,40755833501073","22,1881461061337","19,7741668961719","34,3775709708747","359,2","30,1402762102153","0,430680643639474",0,"0,675579714511415","0,949131500901281","0,961195132461883","6,943",0
