put x to remove,new_slug_nb,nb_flows,new_slug,slug,author,name,author_editor,country,volume_number,volume_date,edition_date,pages,shelf_number,source_category,URL,type,notes,flow_date
,1,9,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_19141951_Volii_30,"Currency_Schneider et al (1997), vol II, London on Paris, p. 30.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.II,1914-1951,1997,30,,book,,estimation,,
,1,9,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_19141951_Volii_33,"Currency_Schneider et al (1997), vol II, p. 33.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.II,1914-1951,1997,33,,book,,estimation,,
,1,9,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_19141951_Volii_37,"Currency_Schneider et al (1997), vol II, p. 37.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.II,1914-1951,1997,37,,book,,estimation,,
,1,36,SchneiderJSchwarzerOFZellfelder_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_17771914_Volii_362363,"Currency_Schneider et al. (1991), vol I, I, New York on Bremen, 60 Tage, p. 362-363 and US dollar constant exchange rate.","Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.I(I),1777-1914,1991,362-363,,book,,estimation,,
,1,71,SchneiderJSchwarzerOFZellfelder_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_17771914_Voliii_3539,"Currency_Schneider et al. (1991), vol I, II, London on Antwerpen, drei Monate, p. 35-39.","Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.I(II),1777-1914,1991,35-39,,book,,estimation,,
,1,47,SchneiderJSchwarzerOFZellfelder_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_17771914_Voliii_339341,"Currency_Schneider et al. (1991), vol I, II, Paris on Berlin, 90 Tage, pp. 339-341 & Schneider et al. (1991), pp. 203-207.","Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.I(II),1777-1914,1991,339-341,,book,,estimation,,
,1,15,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_19141951_Volii_6768,"Currency_Schneider et al. (1997), II, pp. 67-68. London on St. Petersburg.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.II,1914-1951,1997,67-68,,book,,estimation,"Tscherwonetz,New Rubel",
,1,3,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_212,"Currency_Schneider et al. (1997), vo. VII, p. 212.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,212,,book,,estimation,Buenos Aires sur London 60 Tage,
,1,6,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_19141951_Volii_35,"Currency_Schneider et al. (1997), vol II, p. 35.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.II,1914-1951,1997,35,,book,,estimation,,
,1,9,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_19141951_Volii_41,"Currency_Schneider et al. (1997), vol II, p. 41.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.II,1914-1951,1997,41,,book,,estimation,,
,1,18,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_EuropäischeUndNordamerikanischeDevisenkurze_19141951_Volii_50,"Currency_Schneider et al. (1997), vol II, p. 50.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Europäische und Nordamerikanische Devisenkurze,vol.II,1914-1951,1997,50,,book,,estimation,,
,1,22,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_4950,"Currency_Schneider et al. (1997), vol VII, p. 49-50.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,49-50,,book,,estimation,1 Peso = 5 Bolivares,
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_212213,"Currency_Schneider et al. (1997), FC VII, p. 212-213.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,212-213,,book,,estimation,Buenos Aires sur London 60 Tage,
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_214,"Currency_Schneider et al. (1997), FC VII, p. 214.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,214,,book,,estimation,Buenos Aires on London 60 Tage,
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_215216,"Currency_Schneider et al. (1997), FC VII, p. 215-216.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,215-216,,book,,estimation,"Buenos Aires on London, 90 Tage. Cf. Statistical Abstract for principal and other Foreign Countries : 1 peso nacional = 1 peso gold = 4 s",
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Currency_Schneider et al. (1997), FC VII, p. 217-218.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,217-218,,book,,estimation,"Buenos Aires on London, 90 Tage",
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_40,"Currency_Schneider et al. (1997), FC VII, p. 40.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,40,,book,,estimation,"In 1826, a British consular report indicated 48 pence for 1 peso.,In Lima 1850, 1 peso was reported between 45 1/2 and 46 1/2 pence.",
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,"Currency_Schneider et al. (1997), FC VII, p. 41.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,41,,book,,estimation,"Soles de Oro was introduced in 1863. 1 peso = 4/5 Sol.,In Lima 1873, 1 Sol = 44 Pence Sterling.",
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,"Currency_Schneider et al. (1997), FC VII, p. 45.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,45,,book,,estimation,,
,1,0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_47,"Currency_Schneider et al. (1997), FC VII, p. 47.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,47,,book,,estimation,,
,1,42,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_90,"Currency_Schneider et al. (1997), p. 90.","Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,vol.VII,19th-20th,1997,90,,book,,estimation,,
,1,124,StatesmansYearbook,Currency_Statesman's Yearbook,,Statesman's Yearbook,,,,,,,,statistical series,,secondary,Venezuela same as Colombia. 1 Peso = 5 Bolivares. 1 Venezolano = 4s. 1 Venezolano = 5 Bolivares,
,1,1,StatesmansYearbook_1880,Currency_Statesman's Yearbook 1880,,Statesman's Yearbook,,,,1880,,,,statistical series,,secondary,,
,1,2,StatesmansYearbook_1881,Currency_Statesman's Yearbook 1881,,Statesman's Yearbook,,,,1881,,,,statistical series,,secondary,Same as Honduran Gold Peso,
,1,2,StatesmansYearbook_1882,Currency_Statesman's Yearbook 1882,,Statesman's Yearbook,,,,1882,,,,statistical series,,secondary,Same as Honduran Gold Peso,
,1,1,StatesmansYearbook_1883,Currency_Statesman's Yearbook 1883,,Statesman's Yearbook,,,,1883,,,,statistical series,,secondary,,
,1,1,StatesmansYearbook_1884,Currency_Statesman's Yearbook 1884,,Statesman's Yearbook,,,,1884,,,,statistical series,,secondary,,
,1,1,StatesmansYearbook_1885,Currency_Statesman's Yearbook 1885,,Statesman's Yearbook,,,,1885,,,,statistical series,,secondary,,
,1,1,StatesmansYearbook_1886,Currency_Statesman's Yearbook 1886,,Statesman's Yearbook,,,,1886,,,,statistical series,,secondary,,
,1,1,StatesmansYearbook_1887,Currency_Statesman's Yearbook 1887,,Statesman's Yearbook,,,,1887,,,,statistical series,,secondary,,
,1,1,StatesmansYearbook_1888,Currency_Statesman's Yearbook 1888,,Statesman's Yearbook,,,,1888,,,,statistical series,,secondary,,
,1,1,StatesmansYearbook_1889,Currency_Statesman's Yearbook 1889,,Statesman's Yearbook,,,,1889,,,,statistical series,,secondary,,
,1,1,StatesmansYearbook_1890,Currency_Statesman's Yearbook 1890,,Statesman's Yearbook,,,,1890,,,,statistical series,,secondary,,
,1,2,StatesmansYearbook_1895,Currency_Statesman's Yearbook 1895,,Statesman's Yearbook,,,,1895,,,,statistical series,,secondary,Same as Honduran Gold Peso,
,1,2,StatesmansYearbook_1896,Currency_Statesman's Yearbook 1896,,Statesman's Yearbook,,,,1896,,,,statistical series,,secondary,Same as Honduran Gold Peso,
,1,62,ValérioNEd_PortugueseHistoricalStatistics_745,"Currency_Valério (2001), p. 745.","Valério N., ed.",Portuguese Historical Statistics,,,,,2001,745,,book,,estimation,,
,2,114,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc3,"Département de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 218. Faits Commerciaux N° 3. Paris, septembre 1844. Cote BNF: LC5-138 (AJ)1843-1847 (N 1-13)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC3,,sept. 1844,,BNF: LC5-138 (AJ) 1843-1847 (N 1-13),statistical series,,secondary,,
,1,66,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Espagne_Fc2,"Département de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 282. Faits Commerciaux N° 2. Paris, août 1845. Cote BNF: LC5-138 (BK)1844/05-1859/10 (N 1-14)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Espagne,FC2,,août 1845,,BNF: LC5-138 (BK) 1844/05-1859/10 (N 1-14),statistical series,,secondary,,
,1,1878,DepoidPHUlmer_BulletinDeLaStatistiqueGénéraleDeLaFrance_Volxxiiiiii,"Depoid Pierre, (Avril 1934), Le commerce des territoires français d'outre-mer, Bulletin de la Statistique Générale de la France, Archive INSEE, Paris",Depoid P. & H. Ulmer,Bulletin de la Statistique Générale de la France,,,vol.XXIII(III),,Avril-Juin 1934,,,article,,estimation,Le commerce des territoires français d'outre-mer,
,1,32,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Algérie_Fc1,Documents sur le commerce extérieur. Algérie. Faits commerciaux n°1 (août 1844). 3ème série des Avis divers. BNF : LC5-138 (AB),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Algérie,FC1,,août 1844,,BNF: LC5-138 (AB),statistical series,,secondary,,
,1,20,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_BolivieEquateurPérou_Fc2,Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 2 [BNF : LC5-138 (An)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics","Bolivie, Equateur, Pérou",FC2,,,,BNF: LC5-138 (AN),statistical series,,secondary,,
,1,56,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_BolivieEquateurPérou_Fc4,Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 4  [BNF : LC5-138 (An)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics","Bolivie, Equateur, Pérou",FC4,,,,BNF: LC5-138 (AN),statistical series,,secondary,,
,1,10,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_BolivieEquateurPérou_Fc6,Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 6  [BNF : LC5-138 (An)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics","Bolivie, Equateur, Pérou",FC6,,,,BNF: LC5-138 (AN),statistical series,,secondary,,
,1,4,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_BolivieEquateurPérou_Fc1,Documents sur le commerce extérieur. Amérique Latine. Pérou Faits commerciaux. N° 1 [BNF : LC5-138 (An)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics","Bolivie, Equateur, Pérou",FC1,,,,BNF: LC5-138 (AN),statistical series,,secondary,,
,1,18,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_BolivieEquateurPérou_Fc3,Documents sur le commerce extérieur. Amérique Latine. Pérou Faits commerciaux. N° 3 [BNF : LC5-138 (An)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics","Bolivie, Equateur, Pérou",FC3,,,,BNF: LC5-138 (AN),statistical series,,secondary,,
,1,98,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc4,Documents sur le commerce extérieur. Association allemande. Faits commerciaux n° 4.  BNF [LC5-138(AH)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC4,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,104,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc1,Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 1 [BNF : LC5-138 (AH)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC1,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,68,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc10,Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 10. BNF : LC5-138 (AH),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC10,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,22,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc5,Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 5 [BNF : LC5-138 (AH)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC5,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,26,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc6,Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 6 [BNF : LC5-138 (AH)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC6,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,102,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc9,Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 9 [BNF : LC5-138 (AH)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC9,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,2,86,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc1,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 1 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC1,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,51,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc10,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 10 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC10,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,26,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc11,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 11  [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC11,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,19,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc12,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 12 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC12,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,49,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc13,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 13  [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC13,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,2,212,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc15,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 15  [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC15,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,2,94,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc16,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 16 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC16,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,54,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc17,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 17 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC17,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,10,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc18,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 18 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC18,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,10,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc19,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 19 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC19,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,34,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc2,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 2 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC2,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,2,72,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc20,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 20 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC20,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,2,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc4,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 4 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC4,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,100,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc5,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 5 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC5,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,23,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc6,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 6 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC6,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,189,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Brésil_Fc7,Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 7 [BNF : LC5-138 (AP)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Brésil,FC7,,,,BNF: LC5-138 (AP),statistical series,,secondary,,
,1,6,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Colombie_Fc13,Documents sur le commerce extérieur. Colombie Faits commerciaux. N° 13 [BNF : LC5-138 (D)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colombie,FC13,,,,BNF: LC5-138 (D),statistical series,,secondary,,
,1,20,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc11,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 11 [BNF : LC5-138 (AV)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC11,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,2,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc12,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 12 [BNF : LC5-138 (AV)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC12,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,2,32,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc16,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 16 [BNF : LC5-138 (AV)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC16,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,152,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc17,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 17 [BNF : LC5-138 (AV)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC17,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,48,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc18,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 18 [BNF : LC5-138 (AV)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC18,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,2,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc4,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 4 [BNF : LC5-138 (AV)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC4,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,36,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc7,Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 7 [BNF : LC5-138 (AV)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC7,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
