slug,acronym,source_category,author,name,edition_date,country,pages,volume_number,volume_date,flow_date,notes,shelf_number
CE-COL_1917_VII_1885-86,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1885-86,,
CE-COL_1917_VII_1886-87,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1886-87,,
CE-COL_1917_VII_1888,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1888,,
CE-COL_1917_VII_1889,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1889,,
CE-COL_1917_VII_1890,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1890,,
CE-COL_1917_VII_1891,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1891,,
CE-COL_1917_VII_1892,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1892,,
CE-COL_1917_VII_1893,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1893,,
CE-COL_1917_VII_1894,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1894,,
CE-COL_1917_VII_1895,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1895,,
CE-COL_1917_VII_1896,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1896,,
CE-COL_1917_VII_1897,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1897,,
CE-COL_1917_VII_1898,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1898,,
CE-COL_1917_VII_1899,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1899,,
CE-COL_1917_VII_1900,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1900,,
CE-COL_1917_VII_1901,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1901,,
CE-COL_1917_VII_1902,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1902,,
CE-COL_1917_VII_1903,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1903,,
CE-COL_1917_VII_1904,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1904,,
CE-COL_1917_VII_1905,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1905,,
CE-COL_1917_VII_1906,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1906,,
CE-COL_1917_VII_1907,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1907,,
CE-COL_1917_VII_1908,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1908,,
CE-COL_1917_VII_1909,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1909,,
CE-COL_1917_VII_1910,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1910,,
CE-COL_1917_VII_1911,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1911,,
CE-COL_1917_VII_1912,CE-COL,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Comercio Exterior de la Republica de Colombia,,,VII,,1917,1912,,
CE-COL_1897-98_66_1897,CE-COL,statistical series,Contraloria general de la Republica. Estadistica Nacional,Anuario de Comercio Exterior Colombia,,,66,,1897-98,1897,,
CE-ARG_1938_LXI_1910,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1910,,
CE-ARG_1938_LXI_1911,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1911,,
CE-ARG_1938_LXI_1912,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1912,,
CE-ARG_1938_LXI_1913,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1913,,
CE-ARG_1938_LXI_1914,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1914,,
CE-ARG_1938_LXI_1915,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1915,,
CE-ARG_1938_LXI_1916,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1916,,
CE-ARG_1938_LXI_1917,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1917,,
CE-ARG_1938_LXI_1918,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1918,,
CE-ARG_1938_LXI_1919,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1919,,
CE-ARG_1938_LXI_1920,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1920,,
CE-ARG_1938_LXI_1921,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1921,,
CE-ARG_1938_LXI_1922,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1922,,
CE-ARG_1938_LXI_1923,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1923,,
CE-ARG_1938_LXI_1924,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1924,,
CE-ARG_1938_LXI_1925,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1925,,
CE-ARG_1938_LXI_1926,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1926,,
CE-ARG_1938_LXI_1927,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1927,,
CE-ARG_1938_LXI_1928,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1928,,
CE-ARG_1938_LXI_1929,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1929,,
CE-ARG_1938_LXI_1930,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1930,,
CE-ARG_1938_LXI_1931,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1931,,
CE-ARG_1938_LXI_1932,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1932,,
CE-ARG_1938_LXI_1933,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1933,,
CE-ARG_1938_LXI_1934,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1934,,
CE-ARG_1938_LXI_1935,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1935,,
CE-ARG_1938_LXI_1936,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1936,,
CE-ARG_1938_LXI_1937,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1937,,
CE-ARG_1938_LXI_1938,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXI,,1938,1938,,
CE-ARG_1938_LXIV-LXXIII_1910,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1910,,
CE-ARG_1938_LXIV-LXXIII_1911,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1911,,
CE-ARG_1938_LXIV-LXXIII_1912,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1912,,
CE-ARG_1938_LXIV-LXXIII_1913,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1913,,
CE-ARG_1938_LXIV-LXXIII_1914,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1914,,
CE-ARG_1938_LXIV-LXXIII_1915,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1915,,
CE-ARG_1938_LXIV-LXXIII_1916,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1916,,
CE-ARG_1938_LXIV-LXXIII_1917,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1917,,
CE-ARG_1938_LXIV-LXXIII_1918,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1918,,
CE-ARG_1938_LXIV-LXXIII_1919,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1919,,
CE-ARG_1938_LXIV-LXXIII_1920,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1920,,
CE-ARG_1938_LXIV-LXXIII_1921,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1921,,
CE-ARG_1938_LXIV-LXXIII_1922,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1922,,
CE-ARG_1938_LXIV-LXXIII_1923,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1923,,
CE-ARG_1938_LXIV-LXXIII_1924,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1924,,
CE-ARG_1938_LXIV-LXXIII_1925,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1925,,
CE-ARG_1938_LXIV-LXXIII_1926,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1926,,
CE-ARG_1938_LXIV-LXXIII_1927,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1927,,
CE-ARG_1938_LXIV-LXXIII_1928,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1928,,
CE-ARG_1938_LXIV-LXXIII_1929,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1929,,
CE-ARG_1938_LXIV-LXXIII_1930,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1930,,
CE-ARG_1938_LXIV-LXXIII_1931,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1931,,
CE-ARG_1938_LXIV-LXXIII_1932,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1932,,
CE-ARG_1938_LXIV-LXXIII_1933,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1933,,
CE-ARG_1938_LXIV-LXXIII_1934,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1934,,
CE-ARG_1938_LXIV-LXXIII_1935,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1935,,
CE-ARG_1938_LXIV-LXXIII_1936,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1936,,
CE-ARG_1938_LXIV-LXXIII_1937,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1937,,
CE-ARG_1938_LXIV-LXXIII_1938,CE-ARG,statistical series,Ministerio de Hacienda - Dirección General de Estadística,Anuario del Comercio Exterior de la República Argentina,,,LXIV-LXXIII,,1938,1938,,
CE-ARG_1892_III_1873,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1873,,
CE-ARG_1892_III_1874,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1874,,
CE-ARG_1892_III_1875,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1875,,
CE-ARG_1892_III_1876,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1876,,
CE-ARG_1892_III_1877,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1877,,
CE-ARG_1892_III_1878,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1878,,
CE-ARG_1892_III_1879,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1879,,
CE-ARG_1892_III_1880,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1880,,
CE-ARG_1892_III_1881,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1881,,
CE-ARG_1892_III_1882,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1882,,
CE-ARG_1892_III_1883,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1883,,
CE-ARG_1892_III_1884,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1884,,
CE-ARG_1892_III_1885,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1885,,
CE-ARG_1892_III_1886,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1886,,
CE-ARG_1892_III_1887,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1887,,
CE-ARG_1892_III_1888,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1888,,
CE-ARG_1892_III_1889,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1889,,
CE-ARG_1892_III_1890,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1890,,
CE-ARG_1892_III_1891,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1891,,
CE-ARG_1892_III_1892,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,III,,1892,1892,,
CE-ARG_1892_260_1883,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1883,,
CE-ARG_1892_260_1884,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1884,,
CE-ARG_1892_260_1885,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1885,,
CE-ARG_1892_260_1886,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1886,,
CE-ARG_1892_260_1887,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1887,,
CE-ARG_1892_260_1888,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1888,,
CE-ARG_1892_260_1889,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1889,,
CE-ARG_1892_260_1890,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1890,,
CE-ARG_1892_260_1891,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1891,,
CE-ARG_1892_260_1892,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,260,,1892,1892,,
CE-ARG_1892_261_1883,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1883,,
CE-ARG_1892_261_1884,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1884,,
CE-ARG_1892_261_1885,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1885,,
CE-ARG_1892_261_1886,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1886,,
CE-ARG_1892_261_1887,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1887,,
CE-ARG_1892_261_1888,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1888,,
CE-ARG_1892_261_1889,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1889,,
CE-ARG_1892_261_1890,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1890,,
CE-ARG_1892_261_1891,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1891,,
CE-ARG_1892_261_1892,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,261,,1892,1892,,
CE-ARG_1883_XI_1876,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,XI,,1883,1876,,
CE-ARG_1883_XI_1877,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,XI,,1883,1877,,
CE-ARG_1883_XI_1878,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,XI,,1883,1878,,
CE-ARG_1883_XI_1879,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,XI,,1883,1879,,
CE-ARG_1883_XI_1880,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,XI,,1883,1880,,
CE-ARG_1883_XI_1881,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,XI,,1883,1881,,
CE-ARG_1883_XI_1882,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,XI,,1883,1882,,
CE-ARG_1874_2_1874,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,2,,1874,1874,,
CE-ARG_1873_2_1873,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,2,,1873,1873,,
CE-ARG_1872_16-19_1870,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,16-19,,1872,1870,,
CE-ARG_1872_16-19_1871,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,16-19,,1872,1871,,
CE-ARG_1872_16-19_1872,CE-ARG,statistical series,,Estadistica general del Comercio Esterior de la República Argentina,,,16-19,,1872,1872,,
T-CHN_1938_I_142-145_1937,T-CHN,statistical series,The maritime customs,The Trade of China,,,142-145,vol.1,1938,1937,,
T-CHN_1938_I_142-145_1938,T-CHN,statistical series,The maritime customs,The Trade of China,,,142-145,vol.1,1938,1938,,
T-CHN_1936_I_108-111_1935,T-CHN,statistical series,The maritime customs,The Trade of China,,,108-111,vol.1,1936,1935,,
T-CHN_1936_I_108-111_1936,T-CHN,statistical series,The maritime customs,The Trade of China,,,108-111,vol.1,1936,1936,,
T-CHN_1934_I_84-85_1934,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-85,vol.1,1934,1934,,
T-CHN_1933_I_72-73_1933,T-CHN,statistical series,The maritime customs,The Trade of China,,,72-73,vol.1,1933,1933,,
T-CHN_1932_I_82-83_1932,T-CHN,statistical series,The maritime customs,The Trade of China,,,82-83,vol.1,1932,1932,,
T-CHN_1931_I_84-91_1924,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1924,,
T-CHN_1931_I_84-91_1925,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1925,,
T-CHN_1931_I_84-91_1926,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1926,,
T-CHN_1931_I_84-91_1927,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1927,,
T-CHN_1931_I_84-91_1928,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1928,,
T-CHN_1931_I_84-91_1929,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1929,,
T-CHN_1931_I_84-91_1930,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1930,,
T-CHN_1931_I_84-91_1931,T-CHN,statistical series,The maritime customs,The Trade of China,,,84-91,vol.1,1931,1931,,
T-CHN_1923_I_98-103_1916,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1916,,
T-CHN_1923_I_98-103_1917,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1917,,
T-CHN_1923_I_98-103_1918,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1918,,
T-CHN_1923_I_98-103_1919,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1919,,
T-CHN_1923_I_98-103_1920,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1920,,
T-CHN_1923_I_98-103_1921,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1921,,
T-CHN_1923_I_98-103_1922,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1922,,
T-CHN_1923_I_98-103_1923,T-CHN,statistical series,The maritime customs,The Trade of China,,,98-103,vol.1,1923,1923,,
T-CHN_1915_I_38-43_1908,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1908,,
T-CHN_1915_I_38-43_1909,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1909,,
T-CHN_1915_I_38-43_1910,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1910,,
T-CHN_1915_I_38-43_1911,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1911,,
T-CHN_1915_I_38-43_1912,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1912,,
T-CHN_1915_I_38-43_1913,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1913,,
T-CHN_1915_I_38-43_1914,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1914,,
T-CHN_1915_I_38-43_1915,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,38-43,vol.1,1915,1915,,
T-CHN_1907_I_6-9_1900,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1900,,
T-CHN_1907_I_6-9_1901,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1901,,
T-CHN_1907_I_6-9_1902,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1902,,
T-CHN_1907_I_6-9_1903,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1903,,
T-CHN_1907_I_6-9_1904,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1904,,
T-CHN_1907_I_6-9_1905,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1905,,
T-CHN_1907_I_6-9_1906,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1906,,
T-CHN_1907_I_6-9_1907,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,6-9,vol.1,1907,1907,,
T-CHN_1899_I_8-9_1892,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,8-9,vol.1,1899,1892,,
T-CHN_1899_I_8-9_1893,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,8-9,vol.1,1899,1893,,
T-CHN_1899_I_8-9_1894,T-CHN,statistical series,The maritime customs,Returns of trade and Trade reports. China,,,8-9,vol.1,1899,1894,,
