source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
TGC-FR_1899_1899_45,algérie,france,260400,1000,Franc,1899,Imp,Spe,NS,,,,,France's exports to Algeria
TGC-FR_1899_1899_721,algérie,russie (mer baltique),363.234,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,russie (mer noire),1424.177,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,suède,1268.433,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,norvège,119.58,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,danemark,18.601,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,angleterre,6845.861,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,allemagne,1091.408,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,pays-bas,724.208,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,belgique,637.941,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,suisse,1286.987,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,portugal,1893.418,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,espagne,5641.322,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,autriche,2671.991,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,italie,2885.556,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,grèce,62.775,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,roumanie,1260.079,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,turquie,891.998,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,possessions anglaises dans la méditerranée,42.831,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,egypte,175.224,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,régence de tripoli,68.547,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,maroc,4424.047,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,possessions anglaises en afrique orientale,0.181,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,autres pays d'afrique,3.854,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,indes anglaises,138.584,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,indes néerlandaises,30.577,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,philippines,12.74,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,chine,147.929,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,japon,0.215,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,australie,0.273,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,etats-unis (côte atlantique),4989.747,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,mexique,2.46,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,guatemala & costa-rica & honduras,3.966,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,république de colombie (nouvelle-grenade),4.03,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,vénézuela,66.137,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,brésil,5604.797,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,argentine,8.927,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,chili,25.624,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,possessions anglaises en amérique du nord - canada,457.386,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,haiti & république dominicaine,93.884,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,cuba & porto-rico,119.873,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,saint-thomas,0.248,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,tunisie,3947.942,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,sénégal,5.111,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,etablissements français de la côte occidentale d'afrique,0.049,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,madagascar et dépendances,0.04,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,ile de la réunion,0.625,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,etablissements français dans l'inde,2.806,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,indochine française,1.639,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,nouvelle calédonie ,0.022,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,guyane française,1.834,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,martinique,15.369,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,guadeloupe,3.983,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,saint-pierre et miquelon et grande pêche,,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,zone franche,12.704,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,epaves et sauvetages,23.925,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,provisions de bord,,1000,Franc,1899,Imp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,total étranger,40525.789,1000,Franc,1899,Imp,Spe,NS,,,1,,
TGC-FR_1899_1899_43,algérie,france,271500,1000,Franc,1899,Exp,Spe,NS,,,,,France's imports from Algeria
TGC-FR_1899_1899_721,algérie,russie (mer baltique),930.504,1000,Franc,1899,Exp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,russie (mer noire),1382.498,1000,Franc,1899,Exp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,suède,3.645,1000,Franc,1899,Exp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,norvège,2.811,1000,Franc,1899,Exp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,danemark,88.862,1000,Franc,1899,Exp,Spe,NS,,,,,
TGC-FR_1899_1899_721,algérie,angleterre,15466.362,1000,Franc,1899,Exp,Spe,NS,,,,,
