id,name,type,continent,lat,long,wikidata
OntarioUpperCanada_QuebecLowerCanada,Ontario (Upper Canada) & Quebec (Lower Canada),group,America,51.0,-78.5,
"SaudiArabiaKingdomofHejazandNedj_YemenArabRepublicNorthYemen,KingdomofYemen","Saudi Arabia (Kingdom of Hejaz and Nedj) & Yemen Arab Republic (North Yemen, Kingdom of Yemen)",group,Asia,19.535694611100002,44.16166683335,
PuertoRico_St.Thomas,Puerto Rico & St. Thomas,group,America,18.25,-66.5,
FernandoPoBioko,Fernando Po (Bioko),country,Africa,3.5,8.7,Q205022
Newfoundland,Newfoundland,country,America,53,-60,Q2003
BritishCameroons_Nigeria,British Cameroons & Nigeria,group,Africa,6.583333500000001,8.616666500000001,
Chile_PatagoniaPacificCoast,Chile & Patagonia (Pacific Coast),group,America,-33.0,-71.0,
Aruba_Bonaire,Aruba & Bonaire,group,America,12.347197931650001,-69.11211194000002,
Australia_CapeColony_Mauritius,Australia & Cape Colony & Mauritius,group,World,-27.06666666666667,70.83333333333333,
Nicaragua,Nicaragua,country,America,13,-85,Q811
Tuscany,Tuscany,country,Europe,43.35,11.0166666667,Q1273
IonianIs.,Ionian Is.,country,Europe,38.5,20.5,Q170295
Lucca_PapalStates,Lucca & Papal States,group,Europe,42.877,11.484833333350002,
Canada_Newfoundland,Canada & Newfoundland,group,America,54.5,-84.49999999999999,
IndonesiaDutchEastIndies,Indonesia (Dutch East Indies),country,Asia,-2,118,Q252
BritishColumbia_Rupert'sLand,British Columbia & Rupert's Land,group,America,55.75,-108.39999999999999,
JakartaBatavia_Singapore,Jakarta (Batavia) & Singapore,group,Asia,1.3,103.8,
FaeroeIs._Greenland,Faeroe Is. & Greenland,group,World,66.9849722222,-23.4222402778,
PanamaCanalZone,Panama Canal Zone,country,America,9.1176694444,-79.7201666667,Q498979
Trengganu,Trengganu,country,Asia,4.75,103,Q189701
Albania_Fiume_YugoslaviaSerbia,Albania & Fiume & Yugoslavia/Serbia,group,Europe,43.71675925926666,18.298148148133333,
Chafarinas,Chafarinas,country,Africa,35.1833333333,-2.4333333333,Q130574
Zanzibar,Zanzibar,country,Africa,-6.1333333333,39.3166666667,Q1774
LeewardIs.,Leeward Is.,country,America,17.0833333333,-61.8,Q1796551
Australia_NewZealand,Australia & New Zealand,group,Oceania,-34.6,155.5,
ChinaPeople'sRepublicofChina_India_Japan,China (People's Republic of China) & India & Japan,group,Asia,30.666666666666668,105.33333333333333,
Australia_Tasmania,Australia & Tasmania,group,Oceania,-35.0,142.0,
Ukraine,Ukraine,country,Europe,49,32,Q212
PortugueseAfrica_PortugueseIndiaincl.GoaDiuDaman,Portuguese Africa & Portuguese India (incl. Goa Diu Daman),group,World,14.701000000000002,71.169,
Mexico_Venezuela,Mexico & Venezuela,group,America,15.5,-84.5,
Rupert'sLand,Rupert's Land,country,America,57,-92.3,Q738395
Morocco_Tangier,Morocco & Tangier,group,Africa,33.8923611111,-5.90625,
KerguelenIs.,Kerguelen Is.,country,Antarctic,-49.25,69.1666666667,Q46772
Antillesother_Cuba,Antilles (other) & Cuba,group,America,22.0,-79.5,
Czechoslovakia,Czechoslovakia,country,Europe,50.0833333333,14.4166666667,Q33946
Tahiti,Tahiti,country,Oceania,-17.6666666667,-149.4666666667,Q42000
IonianIs._UnitedKingdom,Ionian Is. & United Kingdom,group,Europe,46.55,9.25,
Gambia,Gambia,country,Africa,13.5,-15.5,Q1005
Kniphausen_Oldenburg,Kniphausen & Oldenburg,group,Europe,53.1438888889,8.2138888889,
EgyptUnitedArabRepublic_LibyaTripolitaniaCyrenaicaFezzan_Morocco_Tunisia,Egypt/United Arab Republic & Libya (Tripolitania Cyrenaica Fezzan) & Morocco & Tunisia,group,Africa,30.333333333333332,11.666666666666668,
Cyprus_Malta_YugoslaviaSerbia,Cyprus & Malta & Yugoslavia/Serbia,group,Europe,38.56796296296667,22.654074074066664,
Turkey_DodecaneseIs.AegeanIs.,Turkey & Dodecanese Is. (Aegean Is.),group,World,37.686499999999995,31.609,
ChinaPeople'sRepublicofChina_CochinChina,China (People's Republic of China) & Cochin China,group,Asia,24.977499999999996,106.96999999999998,
Johore_Kedah_Kelantan_Perlis_Trengganu,Johore & Kedah & Kelantan & Perlis & Trengganu,group,Asia,4.286833200571591,102.26507979928432,
Algeria_France_FrenchColoniesother,Algeria & France & French Colonies (other),group,World,37.5,1.5000000000000002,
Tasmania,Tasmania,country,Oceania,-42,147,Q34366
SaudiArabiaKingdomofHejazandNedj,Saudi Arabia (Kingdom of Hejaz and Nedj),country,Asia,23.716667,44.116667,Q851
Georgia,Georgia,country,Europe,42.0166694444,43.7333305556,Q230
Beirut_EgyptUnitedArabRepublic,Beirut & Egypt/United Arab Republic,group,World,27.0,29.000000000000004,
Macao_PortugueseTimor,Macao & Portuguese Timor,group,Asia,6.808333333349999,119.56666650000001,
Aden_Algeria_EgyptUnitedArabRepublic_IranPersia_AsianTurkey,Aden & Algeria & Egypt/United Arab Republic & Iran (Persia) & Asian Turkey,group,World,24.266666666666666,33.01111111109999,
Philippines_SuluSultanate,Philippines & Sulu Sultanate,group,Asia,9.0259722222,122.0009722222,
Hamburg_Lüneburg,Hamburg & Lüneburg,group,Europe,53.55,10.0,
PuertoRico,Puerto Rico,country,America,18.25,-66.5,Q1183
Senegal_Goree,Senegal & Goree,group,Africa,14.516805722200003,-15.840833166649999,
Sweden_SwedishDependencies,Sweden & Swedish Dependencies,group,World,61.0,14.999999999999998,
Nepal,Nepal,country,Asia,28,84,Q837
ChinaPeople'sRepublicofChina,China (People's Republic of China),country,Asia,35,103,Q148
Liechtenstein,Liechtenstein,country,Europe,47.145,9.553889,Q347
GuineaFrenchGuineaRivieresduSud,Guinea (French Guinea) (Rivieres du Sud),country,Africa,9.5091666667,-13.7122222222,Q797433
Bahrain,Bahrain,country,Asia,26.0675,50.551111,Q398
France_FrenchMediterranean,France & French Mediterranean,group,Europe,47.0,2.0,
Khiva,Khiva,country,Asia,41.3783333333,60.3638888889,Q486195
PuertoRico_VirginIslandsDanishWestIndies,Puerto Rico & Virgin Islands (Danish West Indies),group,America,18.2875,-65.66749999999999,
CanaryIs._CapeColony_MalagasyRepublicMadagascar,Canary Is. & Cape Colony & Malagasy Republic (Madagascar),group,Africa,-8.154666666666666,16.417,
Ajman,Ajman,country,Asia,25.4,55.5,Q159477
Cuba_Philippines_PuertoRico,Cuba & Philippines & Puerto Rico,group,America,17.416666666666668,-7.666666666666661,
MalagasyRepublicMadagascar_Mayotte_NossiBe,Malagasy Republic (Madagascar) & Mayotte & Nossi Be,group,Africa,-15.386574074100002,46.796111111100004,
HanseTowns_GermanPorts,Hanse Towns & German Ports,group,Europe,53.869,10.223,
Morocco_Tunisia,Morocco & Tunisia,group,Africa,33.0,1.9999999999999996,
Samoa,Samoa,country,Oceania,-14,-172,Q683
LibyaTripolitaniaCyrenaicaFezzan_Tunisia,Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,group,Africa,30.5,13.5,
Dubai,Dubai,country,Asia,25.2644444444,55.3116666667,Q613
Assam,Assam,country,Asia,26,93,Q1164
ChinaPeople'sRepublicofChina_Japan,China (People's Republic of China) & Japan,group,Asia,35.0,119.5,
OregonCountry,Oregon Country,country,America,48,-122,Q388164
NorfolkI.,Norfolk I.,country,Oceania,-29.0333333333,167.9497222222,Q31057
ChinaPeople'sRepublicofChina_HongKong,China (People's Republic of China) & Hong Kong,group,Asia,28.63916666665,108.57930555555001,
Mozambique,Mozambique,country,Africa,-19,35,Q1029
EuropeanTurkey_Montenegro_Romania_YugoslaviaSerbia,European Turkey & Montenegro & Romania & Yugoslavia/Serbia,group,Europe,44.529074185199995,21.55962974073333,
Denmark_Iceland,Denmark & Iceland,group,Europe,60.5,-4.5,
Riau,Riau,country,Asia,0.5333333333,101.45,Q2175
ChinaPeople'sRepublicofChina_FrenchIndochina,China (People's Republic of China) & French Indochina,group,Asia,28.016666666650003,104.425,
Finland_RussiaUSSR,Finland & Russia/USSR,group,Europe,63.50000000000001,63.50000000000001,
Bhutan_Nepal,Bhutan & Nepal,group,Asia,27.725,87.25,
Cuba_Spain,Cuba & Spain,group,World,31.0,-41.25,
Lebanon,Lebanon,country,Asia,33.833333,35.766667,Q822
Austria-Hungary_Cracow,Austria-Hungary & Cracow,group,Europe,49.13069444445,18.1436111111,
Mongolia,Mongolia,country,Asia,47,104,Q711
Algeria_Morocco_LibyaTripolitaniaCyrenaicaFezzan_Tunisia,Algeria & Morocco & Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,group,Africa,30.37704918032787,6.065573770491804,
BritishCameroons,British Cameroons,country,Africa,4.166667,9.233333,Q1028835
India_StraitsSettlements,India & Straits Settlements,group,Asia,11.68333333335,90.40000000000002,
RussiaUSSR_Poland,Russia/USSR & Poland,group,Europe,56.99999999999999,59.5,
Curacao_Jamaica_TrinidadandTobago,Curacao & Jamaica & Trinidad and Tobago,group,America,13.671111111133332,-69.29444444446666,
CostaRica_Guatemala_Honduras,Costa Rica & Guatemala & Honduras,group,America,13.377777666666667,-87.02222233333332,
Paraguay,Paraguay,country,America,-23.5,-58,Q733
Denmark_Greenland_Iceland,Denmark & Greenland & Iceland,group,World,64.33333333333333,-16.333333333333332,
Uganda,Uganda,country,Africa,1.28,32.39,Q1036
Angola,Angola,country,Africa,-12.35,17.35,Q916
Cyrenaica_Tripolitania,Cyrenaica & Tripolitania,group,Africa,32.715158,17.1989665,
Cyprus_Palestine,Cyprus & Palestine,group,World,33.3895138889,34.11855555555,
NewCaledoniaandDependencies,New Caledonia and Dependencies,country,Oceania,-21.25,165.3,Q33788
MacquarieI.,Macquarie I.,country,Oceania,17.0833333333,-61.8,Q29971
CostaRica_Guatemala_Honduras_Nicaragua,Costa Rica & Guatemala & Honduras & Nicaragua,group,America,13.193753145428671,-86.63577083873352,
Palau,Palau,country,Oceania,7.466667,134.55,Q695
DemeraraandEssequibo,Demerara and Essequibo,country,America,6.8121,-58.1701,Q5255160
Japan_RepublicofChinaTaiwanFormosa_KwangtungTerritoryLeased,Japan & Republic of China (Taiwan) (Formosa) & Kwangtung Territory (Leased),group,Asia,27.46666666666667,123.5,
Monaco,Monaco,country,Europe,43.7333333333,7.4166666667,Q235
FrenchWestAfrica,French West Africa,country,Africa,14.492626,-5.660918,Q210682
Hamburg_GermanyZollverein,Hamburg & Germany (Zollverein),group,Europe,52.241,10.6325,
FaeroeIs.,Faeroe Is.,country,Europe,61.9699444444,-6.8444805556,Q4628
UnitedKingdom_ChannelIs.,United Kingdom & Channel Is.,group,Europe,54.6,-2.0,
NicobarIs._TranquebarandSerampore,Nicobar Is. & Tranquebar and Serampore,group,Asia,9.44958333335,86.67652778,
Japan_KoreaChosen,Japan & Korea (Chosen),group,Asia,36.65833333335,131.61666666665,
Paraguay_Uruguay,Paraguay & Uruguay,group,America,-28.116666666650005,-57.32500000000001,
Fujairah,Fujairah,country,Asia,25.133333,56.333333,Q4091
Bremen_Hamburg,Bremen & Hamburg,group,Europe,53.44863333335,9.29565,
Rotterdam,Rotterdam,country,Europe,51.9225,4.47917,Q34370
DavisStrait_Greenland,Davis Strait & Greenland,group,America,72.0,-40.0,
Serbia,Serbia,country,Europe,43.95,20.9333333333,Q403
CapeColony_EastIndies_Mauritius,Cape Colony & East Indies & Mauritius,group,World,-26.6,37.75,
IraqMesopotamia_Kuwait,Iraq (Mesopotamia) & Kuwait,group,Asia,31.083333500000002,45.300000000000004,
St.PierreandMiquelon_FrenchGuyana,St. Pierre and Miquelon & French Guyana,group,America,25.41193,-54.63747,
TrinidadandTobago,Trinidad and Tobago,country,America,10.6666666667,-61.5166666667,Q754
Comoros,Comoros,country,Africa,-12.183333,44.233333,Q970
SaxeAltenburg,Saxe Altenburg,country,Europe,50.9785,12.4339,Q158151
Gibraltar_Malta,Gibraltar & Malta,group,Europe,36.01054166665,4.577319444450001,
SouthWestAfricaGermanWestAfricaNamibia_Kamerun_GermanTogoland,South West Africa (German West Africa) (Namibia) & Kamerun & German Togoland,group,Africa,-4.230366666666667,9.290933333333333,
ChinaPeople'sRepublicofChina_EastIndiaCompany_SriLankaCeylon,China (People's Republic of China) & East India Company & Sri Lanka (Ceylon),group,Asia,21.0,92.0,
St.MariedeMadagascar_Mayotte_NossiBe,St. Marie de Madagascar & Mayotte & Nossi Be,group,Africa,-14.331018518533334,47.76833333333334,
Transvaal,Transvaal,country,Africa,-25,30,Q190959
EgyptUnitedArabRepublic,Egypt/United Arab Republic,country,Africa,27,29,Q79
EgyptUnitedArabRepublic_LibyaTripolitaniaCyrenaicaFezzan,Egypt/United Arab Republic & Libya (Tripolitania Cyrenaica Fezzan),group,Africa,27.0,22.999999999999996,
ZambiaNorthernRhodesia_ZimbabweRhodesiaSouthernRhodesia,Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),group,Africa,-16.5666666667,28.825,
Argentina_Uruguay,Argentina & Uruguay,group,America,-33.366666666650005,-60.325,
Cyprus_AsianTurkey,Cyprus & Asian Turkey,group,World,35.0,33.0,
WesternAnatolia,Western Anatolia,country,Asia,39,32,Q51614
ElSalvador,El Salvador,country,America,13.668889,-88.866111,Q792
CanaryIs._AzoresWesternIsles,Canary Is. & Azores (Western Isles),group,World,33.518,-21.874499999999998,
Schleswig,Schleswig,country,Europe,55.1666666667,9.25,Q26167
TanzaniaTanganyikaGermanEastAfrica,Tanzania (Tanganyika) (German East Africa),country,Africa,-6.8324,39.2672,Q153963
Mexico,Mexico,country,America,23,-102,Q96
MalaysiaMalaya_Sumatra,Malaysia (Malaya) & Sumatra,group,Asia,3.0000000000000004,108.0,
India_Mauritius,India & Mauritius,group,World,0.9000000000000002,67.25,
QuebecLowerCanada,Quebec (Lower Canada),country,America,52,-72,Q176
BritishSouthAfrica_CapeColony,British South Africa & Cape Colony,group,Africa,-33.0,18.0,
KerguelenIs._MalagasyRepublicMadagascar,Kerguelen Is. & Malagasy Republic (Madagascar),group,World,-34.625,58.08333333334999,
CochinChina_ThailandSiam,Cochin China & Thailand (Siam),group,Asia,14.477500000000003,105.97,
BritishEastAfrica_CapeColony_MalagasyRepublicMadagascar,British East Africa & Cape Colony & Malagasy Republic (Madagascar),group,Africa,-26.5,32.5,
Hawaii_UnitedStatesofAmerica,Hawaii & United States of America,group,America,30.103194444450004,-117.4165277778,
WestIrianDutchNewGuinea,West Irian (Dutch New Guinea),country,Oceania,-5,136,Q3845
Venezuela,Venezuela,country,America,8,-67,Q717
DominicanRepublicSantoDomingo_Haiti,Dominican Republic (Santo Domingo) & Haiti,group,America,18.9,-71.5,
Aden_StraitsSettlements,Aden & Straits Settlements,group,Asia,7.083333333350001,74.41666666665,
CapeBretonI._NovaScotia,Cape Breton I. & Nova Scotia,group,America,45.58333333335,-61.87499999999999,
Greece_IonianIs.,Greece & Ionian Is.,group,Europe,38.5,21.75,
MalagasyRepublicMadagascar_MalagasyRepublicMadagascarDependencies,Malagasy Republic (Madagascar) & Malagasy Republic (Madagascar) Dependencies,group,Africa,-20.0,47.0,
NorthernNigeria,Northern Nigeria,country,Africa,9.8,6.15,Q585408
Honduras,Honduras,country,America,14.633333,-86.816667,Q783
Rwanda-Urundi_ZaireKinshasaBelgianCongo,Rwanda-Urundi & Zaire (Kinshasa) (Belgian Congo),group,Africa,-2.8121,26.777650000000005,
Haiti_Venezuela,Haiti & Venezuela,group,America,13.5,-69.9,
Denmark_FaeroeIs._Iceland,Denmark & Faeroe Is. & Iceland,group,Europe,60.989981481466664,-5.281493518533333,
Dardanelles-Istanbul_Greece_Levant,Dardanelles-Istanbul & Greece & Levant,group,World,39.754999999999995,25.980138888899997,
ThailandSiam_BurmaMyanmar,Thailand (Siam) & Burma (Myanmar),group,Asia,18.0,98.5,
DodecaneseIs.AegeanIs._IzmirSmyrna,Dodecanese Is. (Aegean Is.) & Izmir (Smyrna),group,World,36.373,27.218,
SocietyIs.,Society Is.,country,Oceania,-17.5333333333,-149.8333333333,Q118920
MecklenburgSchwerin_Oldenburg,Mecklenburg Schwerin & Oldenburg,group,Europe,53.38635944445001,9.813879444449999,
Singapore,Singapore,country,Asia,1.3,103.8,Q334
FrenchEquatorialAfrica_FrenchWestAfrica,French Equatorial Africa & French West Africa,group,Africa,5.112979665000001,4.8112076649999995,
Palestine,Palestine,country,Asia,31.7790277778,35.2371111111,Q219060
Argentina_PatagoniaAtlanticCoast,Argentina & Patagonia (Atlantic Coast),group,America,-34.0,-64.0,
NossiBe,Nossi Be,country,Africa,-13.3166666667,48.25,Q1330558
Portugal_PortugueseEastAfrica,Portugal & Portuguese East Africa,group,World,38.7,-9.1833333333,
Greece_Turkey_Romania,Greece & Turkey & Romania,group,World,41.16666666666667,28.0,
Aden_Algeria_EgyptUnitedArabRepublic_IranPersia_Morocco_AsianTurkey,Aden & Algeria & Egypt/United Arab Republic & Iran (Persia) & Morocco & Asian Turkey,group,World,25.522681745943885,29.672640475037202,
NewBrunswick_NovaScotia_OntarioUpperCanada_PrinceEdwardIs._QuebecLowerCanada,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),group,America,48.88305613305613,-72.64726264726265,
IraqMesopotamia,Iraq (Mesopotamia),country,Asia,33,43,Q796
Guatemala_Mexico_Texas,Guatemala & Mexico & Texas,group,America,23.166666666666664,-97.41666666666666,
Denmark_RussiaUSSR,Denmark & Russia/USSR,group,Europe,59.00000000000001,55.00000000000001,
Fiume,Fiume,country,Europe,45.3297222222,14.4322222222,Q1647
CanaryIs.,Canary Is.,country,Africa,28.536,-15.749,Q5813
PhuketProvince_ThailandSiam,Phuket Province & Thailand (Siam),group,Asia,14.0,101.0,
Bahamas,Bahamas,country,America,23.7,-76.4,Q778
SvalbardIs.,Svalbard Is.,country,Arctic,78,16,Q25231
St.Lucia_Tobago,St. Lucia & Tobago,group,America,12.5666665,-60.83350000000001,
CochinChina_Annam_Tonkin,Cochin China & Annam & Tonkin,group,Asia,17.4829,108.11972333333334,
WalvisBay,Walvis Bay,country,Africa,-22.9494444444,14.5069444444,Q220843
VirginIslandsDanishWestIndies,Virgin Islands (Danish West Indies),country,America,18.325,-64.835,Q829655
Fiume_Trieste,Fiume & Trieste,group,Europe,45.48291666665,14.118194444450001,
Obock_Tadjoura,Obock & Tadjoura,group,Africa,11.877500166650002,43.08833316665001,
BurmaMyanmar_Malacca_Singapore,Burma (Myanmar) & Malacca & Singapore,group,Asia,8.500000000000002,100.68366666666665,
Nauru_WesternSamoa,Nauru & Western Samoa,group,Oceania,-7.266666666650001,-2.5333333333500008,
PortugueseIndiaincl.GoaDiuDaman,Portuguese India (incl. Goa Diu Daman),country,Asia,14.701,71.169,Q323904
Gibraltar_Spain,Gibraltar & Spain,group,Europe,38.068875,-4.17268055555,
MalawiNyasaland,Malawi (Nyasaland),country,Africa,-13,34,Q1020
Guadeloupe,Guadeloupe,country,America,16.25,-61.5833333333,Q17012
ClippertonI.,Clipperton I.,country,America,10.2938888889,-109.2172222222,Q161258
St.Barthelemy,St. Barthelemy,country,America,17.897728,-62.8342438,Q25362
Barbados,Barbados,country,America,13.17,-59.5525,Q244
St.MariedeMadagascar,St. Marie de Madagascar,country,Africa,-16.8333333333,49.9166666667,Q1321311
HanseTowns_Prussia,Hanse Towns & Prussia,group,Europe,53.19315,11.805949999999998,
Qatar,Qatar,country,Asia,25.269535,51.212767,Q846
SabahNorthBorneo_Sarawak,Sabah (North Borneo) & Sarawak,group,Asia,4.14402778,115.390555555,
Portugal_Spain,Portugal & Spain,group,Europe,39.35,-6.09166666665,
Algeria_Morocco,Algeria & Morocco,group,Africa,29.999999999999996,-2.5000000000000004,
AscensionI._St.Helena,Ascension I. & St. Helena,group,Atlantic,-11.946250000000001,-10.04236111115,
IonianIs._Malta,Ionian Is. & Malta,group,Europe,37.19166666665,17.5,
BritishAfrica_Gibraltar,British Africa & Gibraltar,group,World,36.13775,-5.3453611111,
CapeVerde,Cape Verde,country,Africa,15.9166666667,-24.0833333333,Q1011
ChristmasI.,Christmas I.,country,Asia,-10.4833333333,105.6333333333,Q31063
BritishEastAfrica_CapeColony_EgyptUnitedArabRepublic_MalagasyRepublicMadagascar,British East Africa & Cape Colony & Egypt/United Arab Republic & Malagasy Republic (Madagascar),group,Africa,-8.666666666666666,31.333333333333336,
Aden_AdenDependencies,Aden & Aden Dependencies,group,Asia,12.8,45.0333333333,
SouthAfrica,South Africa,country,Africa,-29,24,Q258
FrenchEquatorialAfrica,French Equatorial Africa,country,Africa,-4.26666667,15.28333333,Q271894
Chile,Chile,country,America,-33,-71,Q298
Haiti,Haiti,country,America,19,-72.8,Q790
Netherlands_NetherlandsDependencies,Netherlands & Netherlands Dependencies,group,World,52.3166666667,5.55,
Afghanistan,Afghanistan,country,Asia,34,66,Q889
UnitedStatesofAmerica,United States of America,country,America,38.895,-77.0366666667,Q30
ChinaPeople'sRepublicofChina_HongKong_Singapore,China (People's Republic of China) & Hong Kong & Singapore,group,Asia,19.526111111099997,106.9862037037,
Guatemala_Mexico,Guatemala & Mexico,group,America,19.25,-96.125,
Tonkin,Tonkin,country,Asia,21.0245,105.84117,Q1858
Hanover,Hanover,country,Europe,52.3744444444,9.7386111111,Q1715
UnitedKingdom_BritishDependencies,United Kingdom & British Dependencies,group,World,54.6,-2.0,
KuriaMuriaIs.,Kuria Muria Is.,country,Asia,17.5,56,Q521176
LabuanI.,Labuan I.,country,Asia,5.315894,115.219033,Q214504
ZaireKinshasaBelgianCongo,Zaire (Kinshasa) (Belgian Congo),country,Africa,-2.88,23.656,Q974
ChinaPeople'sRepublicofChina_FrenchIndochina_Japan,China (People's Republic of China) & French Indochina & Japan,group,Asia,30.344444444433332,114.95,
Baden,Baden,country,Europe,49.01666667,8.4,Q6877935
MarianaIs._Philippines,Mariana Is. & Philippines,group,World,14.066666665000001,134.375,
ChinaPeople'sRepublicofChina_India_PacificIslands,China (People's Republic of China) & India & Pacific Islands,group,World,28.500000000000004,90.0,
Honduras_MexicanEastCoast,Honduras & Mexican East Coast,group,America,14.633333000000002,-86.816667,
MecklenburgSchwerin,Mecklenburg Schwerin,country,Europe,53.62883,11.41387,Q158445
Algeria_France_Morocco_Tunisia,Algeria & France & Morocco & Tunisia,group,World,36.030905077262695,1.9139072847682115,
BritishAntilles_UnitedKingdom,British Antilles & United Kingdom,group,World,54.6,-2.0,
Curacao_DutchWindwardIs._SintEustatius,Curacao & Dutch Windward Is. & Sint Eustatius,group,America,15.8889,-64.98887777779998,
Somalia,Somalia,country,Africa,6,47,Q1045
Gibraltar_Newfoundland_UnitedKingdom,Gibraltar & Newfoundland & United Kingdom,group,Europe,47.91258333333334,-22.448453703699997,
SouthAfrica_BotswanaBechuanaland,South Africa & Botswana (Bechuanaland),group,Africa,-25.6,23.85,
