year,modified_currency,rate_to_pounds,source,notes
1927,peruvian libra,1.29834401709,StatisticalYearbookOfTheLeagueOfNations,
1928,peruvian libra,1.22569269521,StatisticalYearbookOfTheLeagueOfNations,
1929,peruvian libra,1.21420672,StatisticalYearbookOfTheLeagueOfNations,
1930,peruvian libra,1.32978485777,StatisticalYearbookOfTheLeagueOfNations,
1931,peruvian libra,1.62684143472,StatisticalYearbookOfTheLeagueOfNations,
1932,peruvian libra,1.51292020725,StatisticalYearbookOfTheLeagueOfNations,
1933,peruvian libra,2.2153257754,StatisticalYearbookOfTheLeagueOfNations,
1934,peruvian libra,2.16058482759,StatisticalYearbookOfTheLeagueOfNations,
1935,peruvian libra,2.02097422222,StatisticalYearbookOfTheLeagueOfNations,
1936,peruvian libra,1.98400862534,StatisticalYearbookOfTheLeagueOfNations,
1937,peruvian libra,1.93629708223,StatisticalYearbookOfTheLeagueOfNations,
1938,peruvian libra,2.13451928994,StatisticalYearbookOfTheLeagueOfNations,
1939,peruvian libra,2.33768685714,StatisticalYearbookOfTheLeagueOfNations,
1863,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Soles de Oro was introduced in 1863. 1 peso = 4/5 Sol.
1864,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1865,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1866,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1867,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1868,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1869,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1870,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1871,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1872,peruvian sol,4.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1863.
1873,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,"In Lima 1873, 1 Sol = 44 Pence Sterling."
1874,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1873.
1875,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1873.
1876,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1873.
1877,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1873.
1878,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1873.
1879,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1873.
1880,peruvian sol,5.45,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1873.
1881,peruvian sol,6.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1882,peruvian sol,5.963,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1883,peruvian sol,5.926,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1884,peruvian sol,6.076,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1885,peruvian sol,6.316,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1886,peruvian sol,6.667,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1887,peruvian sol,6.956,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1888,peruvian sol,7.218,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1889,peruvian sol,7.385,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1890,peruvian sol,6.621,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1891,peruvian sol,6.991,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1892,peruvian sol,7.913,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1893,peruvian sol,8.889,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1894,peruvian sol,10.909,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1895,peruvian sol,10.55,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1896,peruvian sol,10.323,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1897,peruvian sol,11.429,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1898,peruvian sol,10.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,
1899,peruvian sol,10.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_41,Use exchange rate in 1898.
1900,peruvian sol,9.7456,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1901,peruvian sol,9.7458,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1902,peruvian sol,9.7558,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1903,peruvian sol,9.737,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1904,peruvian sol,9.7384,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1905,peruvian sol,9.7386,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1906,peruvian sol,9.7136,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1907,peruvian sol,9.7316,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1908,peruvian sol,9.7358,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1909,peruvian sol,9.7518,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1910,peruvian sol,9.734,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1911,peruvian sol,9.7312,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1912,peruvian sol,9.74,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1913,peruvian sol,9.7402,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1924,peruvian sol,10.7861328125,StatisticalYearbookOfTheLeagueOfNations,
1925,peruvian sol,11.8970189702,StatisticalYearbookOfTheLeagueOfNations,
1926,peruvian sol,12.9512130099,StatisticalYearbookOfTheLeagueOfNations,
1927,peruvian sol,12.9834401709,StatisticalYearbookOfTheLeagueOfNations,
1928,peruvian sol,12.2569269521,StatisticalYearbookOfTheLeagueOfNations,
1929,peruvian sol,12.1420672,StatisticalYearbookOfTheLeagueOfNations,
1930,peruvian sol,13.2978485777,StatisticalYearbookOfTheLeagueOfNations,
1931,peruvian sol,16.2684143472,StatisticalYearbookOfTheLeagueOfNations,
1932,peruvian sol,15.1292020725,StatisticalYearbookOfTheLeagueOfNations,
1933,peruvian sol,22.153257754,StatisticalYearbookOfTheLeagueOfNations,
1934,peruvian sol,21.6058482759,StatisticalYearbookOfTheLeagueOfNations,
1935,peruvian sol,20.2097422222,StatisticalYearbookOfTheLeagueOfNations,
1936,peruvian sol,19.8400862534,StatisticalYearbookOfTheLeagueOfNations,
1937,peruvian sol,19.3629708223,StatisticalYearbookOfTheLeagueOfNations,
1938,peruvian sol,21.3451928994,StatisticalYearbookOfTheLeagueOfNations,
1939,peruvian sol,23.3768685714,StatisticalYearbookOfTheLeagueOfNations,
1824,argentine peso fuerte,5.867,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_212,Buenos Aires on London 60 Tage.
1825,argentine peso fuerte,5.304,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_212,Buenos Aires on London 60 Tage.
1826,argentine peso fuerte,5.333,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_212,Buenos Aires on London 60 Tage.
1861,argentine peso fuerte,4.68981481481,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_LaPlata_Fc9,
1862,argentine peso fuerte,4.67111111111,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_LaPlata_Fc9,
1863,argentine peso fuerte,4.67518518519,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_LaPlata_Fc9,
1864,argentine peso fuerte,4.67537037037,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_LaPlata_Fc9,
1865,argentine peso fuerte,4.66537037037,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_LaPlata_Fc9,
1866,argentine peso fuerte,5.0376,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc10,
1867,argentine peso fuerte,5.0302,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc10,
1868,argentine peso fuerte,5.0344,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc10,
1869,argentine peso fuerte,5.034,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc10,
1870,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,1 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1871,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1872,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1873,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1874,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1875,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1876,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1877,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1878,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,2 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1879,argentine peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,10 peso fuerte = 4s 2d & peso fuerte = piastre forte.
1880,argentine peso fuerte,5.0552,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc15,
1881,argentine peso fuerte,5.0526,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc15,
1882,argentine peso fuerte,5.0392,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc15,
1883,argentine peso fuerte,5.0462,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc15,
1884,argentine peso fuerte,5.0384,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Fc15,
1844,chilean peso fuerte,5.0994,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1845,chilean peso fuerte,5.1224,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1846,chilean peso fuerte,5.1206,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1847,chilean peso fuerte,5.0822,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1848,chilean peso fuerte,5.0926,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1849,chilean peso fuerte,5.067,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1850,chilean peso fuerte,5.0612,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1851,chilean peso fuerte,5.0078,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc9,
1852,chilean peso fuerte,4.67833333333,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1853,chilean peso fuerte,4.65092592593,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1854,chilean peso fuerte,4.63166666667,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1855,chilean peso fuerte,4.66574074074,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1856,chilean peso fuerte,4.68518518519,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1857,chilean peso fuerte,4.67166666667,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1858,chilean peso fuerte,4.65222222222,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1859,chilean peso fuerte,4.65166666667,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chili_Fc16,
1860,chilean peso fuerte,4.65425925926,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ChiliParaguayPlataUruguay_Fc17,
1861,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1862,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1863,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1864,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1865,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1866,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1867,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1868,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1869,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1870,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1871,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1872,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1873,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1874,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1875,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1876,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1877,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1878,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1879,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1880,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1881,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1882,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1883,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1884,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1885,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1886,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1887,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1888,chilean peso fuerte,4.8,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1889,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1890,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1891,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1892,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1893,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1894,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1895,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1896,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1897,chilean peso fuerte,6.31578947,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1898,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1899,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1900,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1901,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1902,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1903,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1904,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
1905,chilean peso fuerte,13.3333333,StatisticalAbstractForThePrincipalAndOtherForeignCountries,
