slug,author,name,editor,country,volume_number,volume_date,edition_date,pages,shelf_number,notes,source_category,URL,type
EstadísticaGeneralDelComercioExteriorDeEspaña_1870_529,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1870,,529,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1871,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1871,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1872,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1872,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1873,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1873,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1874,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1874,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1875,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1875,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1876,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1876,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1877,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1877,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1878,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1878,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1879,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1879,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1880,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1880,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1881_567,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1881,,567,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1882,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1882,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1883,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1883,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1884,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1884,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1885,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1885,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1886,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1886,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1887,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1887,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1888,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1888,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1889,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1889,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1890,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1890,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1891,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1891,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1892,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1892,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1893,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1893,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1894,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1894,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1895,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1895,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1896,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1896,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1897,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1897,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1898,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1898,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1899,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1899,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1900,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1900,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1901,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1901,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1902,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1902,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1903,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1903,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1904,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1904,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1905,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1905,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1906,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1906,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1907,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1907,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1908,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1908,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1909,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1909,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1910,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1910,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1911,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1911,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1912,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1912,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1913,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1913,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1914,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1914,,,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1915_Vol1_Xiixv,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.1,1915,,XII-XV,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1916_Vol1_975977,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.1,1916,,975-977,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1917_943945,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1917,,943-945,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1918_16231625,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1918,,1623-1625,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1919_16811683,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1919,,1681-1683,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1921_Vol1_Xiixv,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.1,1921,,XII-XV,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1921_Vol2_Viiixi,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.2,1921,,VIII-XI,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1922_Vol2_Xviixix,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.2,1922,,XVII-XIX,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1924_1213,,Estadística general del comercio exterior de España,Dirección general de aduanas,,,1924,,12-13,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1927_Vol2_Xivxviii,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.2,1927,,XIV-XVIII,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1928_Vol2_Xivxviii,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.2,1928,,XIV-XVIII,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1930_Vol2_1822,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.2,1930,,18-22,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1931_Vol2_1822,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.2,1931,,18-22,,,statistical series,,primary
EstadísticaGeneralDelComercioExteriorDeEspaña_1934_Vol2_1822,,Estadística general del comercio exterior de España,Dirección general de aduanas,,vol.2,1934,,18-22,,,statistical series,,primary
ExtractoEstadísticoDelPerú,,Extracto Estadístico del Perú,Dirección de Estadistíca,,,,,,,,statistical series,,primary
ExtraitsDavisDivers1eSérieAvisDivers_Fc20,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC20,,dec. 1834,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc21,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC21,,avril 1835,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc22,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC22,,juin 1835,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc23,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC23,,août 1835,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc24,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC24,,dec. 1835,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc25,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC25,,mars 1836,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc26,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC26,,juin 1836,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc27,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC27,,sept. 1836,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc28,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC28,,dec. 1836,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc29,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC29,,mars 1837,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc31,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC31,,sept. 1837,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc32,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC32,,dec. 1837,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc33,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC33,,mars 1838,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc34,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC34,,juin 1838,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc35,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC35,,sept. 1838,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc36,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC36,,dec. 1838,,,,statistical series,,secondary
ExtraitsDavisDivers1eSérieAvisDivers_Fc40,,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,FC40,,dec. 1839,,,,statistical series,,secondary
FlandreauMFZumer_LesOriginesDeLaMondialisationFinancière,Flandreau M. & F. Zumer,Les origines de la mondialisation financière,,,,,2004,,,,book,,estimation
ForeignCommerceAndNavigationOfTheUnitedStates_184950,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1849-50,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185051,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1850-51,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185152,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1851-52,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185253,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1852-53,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185354,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1853-54,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185455,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1854-55,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185556,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1855-56,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185657,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1856-57,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185758,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1857-58,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185859,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1858-59,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_185960,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1859-60,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186061,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1860-61,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186162,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1861-62,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186263,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1862-63,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186364,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1863-64,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186465,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1864-65,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186566,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1865-66,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186667,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1866-67,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186768,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1867-68,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186869_Vol1,,Foreign Commerce and Navigation of the United States,Department of commerce,,vol.1,1868-69,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186869_Volii,,Foreign Commerce and Navigation of the United States,Department of commerce,,vol.II,1868-69,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_186970,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1869-70,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_187071,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1870-71,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_187172,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1871-72,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_187273,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1872-73,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_187374,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1873-74,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_187475,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1874-75,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_187576,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1875-76,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_187879,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1878-79,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190102,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1901-02,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190203,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1902-03,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190304,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1903-04,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190504,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1905-04,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190506,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1905-06,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190607,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1906-07,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190708,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1907-08,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190809,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1908-09,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_190910,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1909-10,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_191011,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1910-11,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_191112,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1911-12,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_191213,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1912-13,,,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1918_Xiixiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1918,,XII-XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1918_Xivxv,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1918,,XIV-XV,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1919_Xiixiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1919,,XII-XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1919_Xivxv,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1919,,XIV-XV,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1920_Xiixiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1920,,XII-XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1921_Xiixiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1921,,XII-XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1922_Xiixiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1922,,XII-XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1923_Xiixiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1923,,XII-XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1924_Xii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1924,,XII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1924_Xxi,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1924,,X-XI,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1925_Xliiixliv,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1925,,XLIII-XLIV,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1925_Xlviixlviii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1925,,XLVII-XLVIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1926_Xii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1926,,XII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1927_Xii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1927,,XII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1928_Xiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1928,,XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1929_Xiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1929,,XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1930_Xiii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1930,,XIII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1930_Xixii,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1930,,XI-XII,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1931_S5,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1931,,s5,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1932_S3,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1932,,s3,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1933_S3,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1933,,s3,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1934_487,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1934,,487,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1935_701702,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1935,,701-702,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1935_703,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1935,,703,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1936_514,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1936,,514,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1937_788,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1937,,788,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1938_Xvi,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1938,,XVI,,,statistical series,,primary
ForeignCommerceAndNavigationOfTheUnitedStates_1939_Xivxv,,Foreign Commerce and Navigation of the United States,Department of commerce,,,1939,,XIV-XV,,,statistical series,,primary
HistoricalStatisticsOfCanada_SeriesJ560567,,Historical Statistics of Canada,,,,,1983,series J560-567,,,book,http://www.statcan.gc.ca/pub/11-516-x/3000140-eng.htm,estimation
HorlingsE_Nehajaarboek_Vol65,Horlings E.,NEHA-Jaarboek,,,vol.65,,2002,,,"The International Trade of a Small and Open Economy. Revised Estimates of the Imports and Exports of Belgium, 1835-1990",article,,estimation
YoshikoNagano_ReexaminingTheForeignTradeStructureOfTheColonialPhilippinesWithSpecialReferenceToTheIntraasianTrade,Yoshiko NAGANO,"Re-examining the Foreign Trade Structure of the Colonial Philippines: With Special Reference to the ""Intra-Asian Trade""","Institute of Economic Research, Hitotsubashi University",,,,1997,,DP97.28,,article,http://www.ier.hit-u.ac.jp/COE/Japanese/discussionpapers/DP97.28/97_28.html,estimation
InstituteForMonetaryAndEconomicStudiesBankOfJapan_ForeignExchangeRates,,Foreign Exchange Rates,"Institute for Monetary and Economic Studies, Bank of Japan",,,,,,,,website,http://www.imes.boj.or.jp/english/hstat/data/ferdd/index.html,estimation
InstitutoDePesquisaEconômicaAplicada_TaxaDeCâmbioMédiaMensalDaLibraEsterlinaRéisPorPenceNaPraçaDoRioDeJaneiroRj,,Taxa de câmbio média mensal da libra esterlina (réis por pence) na praça do Rio de Janeiro (RJ),Instituto de Pesquisa Econômica Aplicada,,,,2007,,,,website,http://www.ipeadata.gov.br,estimation
LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,,MOxLAD Database,"Latin American Centre, Oxford School of Global and Area Studies",,,,,,,,website,https://www.lac.ox.ac.uk/research-projects/moxlad-database,estimation
StatsNz_LongtermDataSeriesHOverseasTradeAndPayments,,"Long-term data series, H Overseas Trade and Payments",Stats NZ,,,,,,,,website,http://archive.stats.govt.nz/browse_for_stats/economic_indicators/NationalAccounts/long-term-data-series/overseas-trade-and-payments.aspx,estimation
ImportsAndExportsIn18812015ByCountries2922016,,Imports and exports in 1881-2015 by countries (29.2.2016),Finnish Customs,,,,2016,,,,statistical series,http://www.tulli.fi/en/finnish_customs/statistics/statistics/time_series/index.jsp,estimation
JobstC_Jobst2007,Jobst C.,Jobst (2007),,,,,2007,,,,book,,estimation
JobstCTScheiber_AustriahungaryFrom1863To1914_93,Jobst C. & T. Scheiber,Austria-Hungary: from 1863 to 1914,"The South-Eastern European Monetary History Network (SEEMHN), central banks of Albania, Bulgaria, Greece, Romania, Serbia, Turkey and Austria.",,,,2014,93,,,book,https://www.oenb.at/en/Publications/Economics/south-east-european-monetary-history-network-data-volume/download.html,estimation
JoustelaKE_SuomenVenäjänKauppaAutonomianAjanAlkupuoliskollaVv180965DerHandelFinnlandsMitRusslandIj18091865_Vol62_352353,Joustela K. E.,Suomen Venäjän kauppa autonomian ajan alkupuoliskolla vv. 1809-65 (Der Handel Finnlands mit Russland i.J. 1809-1865),,,vol.62,,1963,352-353,,,article,,estimation
KimNNKjPark_KyongJeHakYonGu_Vol573,Kim N. N. & K.-J. Park,Kyong Je Hak Yon Gu,,,vol.57(3),,2009,,,"Long-term Trade Statistics and Indices in Korea, 1877-1963",article,,estimation
KostelenosGEtAl_GrossDomesticProduct18301939,Kostelenos G. et al.,Gross Domestic Product 1830-1939,,,,,2007,,,,book,,estimation
LazaretouS_GreeceFrom1833To1949_161,Lazaretou S.,Greece: from 1833 to 1949,"The South-Eastern European Monetary History Network (SEEMHN), central banks of Albania, Bulgaria, Greece, Romania, Serbia, Turkey and Austria.",,,,2014,161,,,book,https://www.oenb.at/en/Publications/Economics/south-east-european-monetary-history-network-data-volume/download.html,estimation
LeCommerceExtérieurDeLegypte_18741878,,Le commerce extérieur de l'Egypte,Direction générale des douanes,,,1874-1878,,,BNF: 4-03B-486 (1874-1878),,statistical series,,primary
LeCommerceExtérieurNationalDansSesAspectsDiversRussie_1832,,Le commerce extérieur national dans ses aspects divers. Russie,,,,1832,,,,,statistical series,,primary
LeCommerceExtérieurNationalDansSesAspectsDiversRussie_1833,,Le commerce extérieur national dans ses aspects divers. Russie,,,,1833,,,,,statistical series,,primary
LeCommerceExtérieurNationalDansSesAspectsDiversRussie_1834,,Le commerce extérieur national dans ses aspects divers. Russie,,,,1834,,,,,statistical series,,primary
LeCommerceExtérieurNationalDansSesAspectsDiversRussie_1835,,Le commerce extérieur national dans ses aspects divers. Russie,,,,1835,,,,,statistical series,,primary
