id,RICname_group,RICname_part
1731,Manitoba & North-Western Territory & Ontario (Upper Canada) & Quebec (Lower Canada) & Rupert's Land,North-Western Territory
1732,Manitoba & North-Western Territory & Ontario (Upper Canada) & Quebec (Lower Canada) & Rupert's Land,Ontario (Upper Canada)
1733,Manitoba & North-Western Territory & Ontario (Upper Canada) & Quebec (Lower Canada) & Rupert's Land,Quebec (Lower Canada)
1734,Manitoba & North-Western Territory & Ontario (Upper Canada) & Quebec (Lower Canada) & Rupert's Land,Rupert's Land
1735,Manitoba & Northwest Territories & Ontario (Upper Canada) & Quebec (Lower Canada),Manitoba
1736,Manitoba & Northwest Territories & Ontario (Upper Canada) & Quebec (Lower Canada),Northwest Territories
1737,Manitoba & Northwest Territories & Ontario (Upper Canada) & Quebec (Lower Canada),Ontario (Upper Canada)
1738,Manitoba & Northwest Territories & Ontario (Upper Canada) & Quebec (Lower Canada),Quebec (Lower Canada)
1739,Mariana Is. & Philippines,Mariana Is.
1740,Mariana Is. & Philippines,Philippines
1741,Marshall Is. & Samoa,Marshall Is.
1742,Marshall Is. & Samoa,Samoa
1743,Mauritius & Mauritius Dependencies,Mauritius
1744,Mauritius & Mauritius Dependencies,Mauritius Dependencies
1745,Mauritius & Mauritius Dependencies & Seychelles,Mauritius
1746,Mauritius & Mauritius Dependencies & Seychelles,Mauritius Dependencies
1747,Mauritius & Mauritius Dependencies & Seychelles,Seychelles
1748,Mauritius & Reunion (Bourbon I.),Mauritius
1749,Mauritius & Reunion (Bourbon I.),Reunion (Bourbon I.)
1750,Mauritius & Reunion (Bourbon I.) & West Indies,Mauritius
1751,Mauritius & Reunion (Bourbon I.) & West Indies,Reunion (Bourbon I.)
1752,Mauritius & Reunion (Bourbon I.) & West Indies,West Indies
1753,Mauritius & South Africa,Mauritius
1754,Mauritius & South Africa,South Africa
1755,Mawlamyine & Rangoon,Mawlamyine
1756,Mawlamyine & Rangoon,Rangoon
1757,Mayotte & Nossi Be,Mayotte
1758,Mayotte & Nossi Be,Nossi Be
1759,Mayotte & Nossi Be & St. Marie de Madagascar,Mayotte
1760,Mayotte & Nossi Be & St. Marie de Madagascar,Nossi Be
1761,Mayotte & Nossi Be & St. Marie de Madagascar,St. Marie de Madagascar
1762,Mecca & Persian Gulf,Mecca
1763,Mecca & Persian Gulf,Persian Gulf
1764,Mecklenburg Schwerin & Lübeck,Mecklenburg Schwerin
1765,Mecklenburg Schwerin & Lübeck,Lübeck
1766,Mecklenburg Schwerin & Oldenburg,Mecklenburg Schwerin
1767,Mecklenburg Schwerin & Oldenburg,Oldenburg
1768,Mexico & Northern America (other),Mexico
1769,Mexico & Northern America (other),Northern America (other)
1770,Mexico & Texas,Mexico
1771,Mexico & Texas,Texas
1772,Mexico & Venezuela,Mexico
1773,Mexico & Venezuela,Venezuela
1774,Mexico & West Indies,Mexico
1775,Mexico & West Indies,West Indies
1776,Milan & Papal States & Tuscany,Milan
1777,Milan & Papal States & Tuscany,Papal States
1778,Milan & Papal States & Tuscany,Tuscany
1779,Modena & Monaco & Parma & Tuscany,Modena
1780,Modena & Monaco & Parma & Tuscany,Monaco
1781,Modena & Monaco & Parma & Tuscany,Parma
1782,Modena & Monaco & Parma & Tuscany,Tuscany
1783,Modena & Parma & Tuscany,Modena
1784,Modena & Parma & Tuscany,Parma
1785,Modena & Parma & Tuscany,Tuscany
1786,Moldavia & Wallachia,Moldavia
1787,Moldavia & Wallachia,Wallachia
1788,Mongolia & People's Republic of China (China),Mongolia
1789,Mongolia & People's Republic of China (China),People's Republic of China (China)
1790,Mongolia & People's Republic of China (China) & Tibet,Mongolia
1791,Mongolia & People's Republic of China (China) & Tibet,People's Republic of China (China)
1792,Mongolia & People's Republic of China (China) & Tibet,Tibet
1793,Montenegro & Turkey (Ottoman Empire),Montenegro
1794,Montenegro & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1795,Morant Cays & Pedro Bank,Morant Cays
1796,Morant Cays & Pedro Bank,Pedro Bank
1797,Morocco & Tangier,Morocco
1798,Morocco & Tangier,Tangier
1799,Morocco & Tripolitania (Regency of Tripoli),Morocco
1800,Morocco & Tripolitania (Regency of Tripoli),Tripolitania (Regency of Tripoli)
1801,Morocco & Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis),Morocco
1802,Morocco & Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis),Tripolitania (Regency of Tripoli)
1803,Morocco & Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis),Tunisia (Regency of Tunis)
1804,Morocco & Tunisia (Regency of Tunis),Morocco
1805,Morocco & Tunisia (Regency of Tunis),Tunisia (Regency of Tunis)
1806,Mozambique (Portuguese East Africa) & Portugal,Mozambique (Portuguese East Africa)
1807,Mozambique (Portuguese East Africa) & Portugal,Portugal
1808,Mozambique (Portuguese East Africa) & Zambia (Northern Rhodesia),Mozambique (Portuguese East Africa)
1809,Mozambique (Portuguese East Africa) & Zambia (Northern Rhodesia),Zambia (Northern Rhodesia)
1810,Mozambique (Portuguese East Africa) & Zanzibar,Mozambique (Portuguese East Africa)
1811,Mozambique (Portuguese East Africa) & Zanzibar,Zanzibar
1812,Mumbai (Bombay) & Sindh,Mumbai (Bombay)
1813,Mumbai (Bombay) & Sindh,Sindh
1814,Myanmar (Burma) & Straits Settlements,Myanmar (Burma)
1815,Myanmar (Burma) & Straits Settlements,Straits Settlements
1816,Myanmar (Burma) & Thailand (Siam),Myanmar (Burma)
1817,Myanmar (Burma) & Thailand (Siam),Thailand (Siam)
1818,Namibia (South West Africa) (German South West Africa) & South Africa,Namibia (South West Africa) (German South West Africa)
1819,Namibia (South West Africa) (German South West Africa) & South Africa,South Africa
1820,Namibia (South West Africa) (German South West Africa) & Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),Namibia (South West Africa) (German South West Africa)
1821,Namibia (South West Africa) (German South West Africa) & Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),Zambia (Northern Rhodesia)
1822,Namibia (South West Africa) (German South West Africa) & Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),Zimbabwe (Rhodesia) (Southern Rhodesia)
1823,Nauru & New Zealand & Samoa (Western Samoa) (German Samoa),Nauru
1824,Nauru & New Zealand & Samoa (Western Samoa) (German Samoa),New Zealand
1825,Nauru & New Zealand & Samoa (Western Samoa) (German Samoa),Samoa (Western Samoa) (German Samoa)
1826,Nauru & Samoa (Western Samoa) (German Samoa),Nauru
1827,Nauru & Samoa (Western Samoa) (German Samoa),Samoa (Western Samoa) (German Samoa)
1828,Netherlands Antilles & Surinam (Dutch Guiana),Netherlands Antilles
1829,Netherlands Antilles & Surinam (Dutch Guiana),Surinam (Dutch Guiana)
1830,Netherlands Antilles & West Irian (Dutch New Guinea),Netherlands Antilles
1831,Netherlands Antilles & West Irian (Dutch New Guinea),West Irian (Dutch New Guinea)
1832,New Brunswick & Nova Scotia,New Brunswick
1833,New Brunswick & Nova Scotia,Nova Scotia
1834,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),New Brunswick
1835,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Nova Scotia
1836,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Ontario (Upper Canada)
1837,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Prince Edward Is.
1838,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Quebec (Lower Canada)
1839,New Brunswick & Nova Scotia & Prince Edward Is.,New Brunswick
1840,New Brunswick & Nova Scotia & Prince Edward Is.,Nova Scotia
1841,New Brunswick & Nova Scotia & Prince Edward Is.,Prince Edward Is.
1842,New Guinea (German New Guinea) (Kaiser Wilhelmsland) & Nauru & Samoa (Western Samoa) (German Samoa),New Guinea (German New Guinea) (Kaiser Wilhelmsland)
1843,New Guinea (German New Guinea) (Kaiser Wilhelmsland) & Nauru & Samoa (Western Samoa) (German Samoa),Nauru
1844,New Guinea (German New Guinea) (Kaiser Wilhelmsland) & Nauru & Samoa (Western Samoa) (German Samoa),Samoa (Western Samoa) (German Samoa)
1845,New Guinea (German New Guinea) (Kaiser Wilhelmsland) & New Guinea (German New Guinea) (Kaiser Wilhelmsland) Dependencies,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
1846,New Guinea (German New Guinea) (Kaiser Wilhelmsland) & New Guinea (German New Guinea) (Kaiser Wilhelmsland) Dependencies,New Guinea (German New Guinea) (Kaiser Wilhelmsland) Dependencies
1847,New South Wales & Queensland,New South Wales
1848,New South Wales & Queensland,Queensland
1849,New South Wales & South Australia & Tasmania & Victoria,New South Wales
1850,New South Wales & South Australia & Tasmania & Victoria,South Australia
1851,New South Wales & South Australia & Tasmania & Victoria,Tasmania
1852,New South Wales & South Australia & Tasmania & Victoria,Victoria
1853,New South Wales & Tasmania,New South Wales
1854,New South Wales & Tasmania,Tasmania
1855,New South Wales & Western Australia,New South Wales
1856,New South Wales & Western Australia,Western Australia
1857,New Zealand & Pacific Islands,New Zealand
1858,New Zealand & Pacific Islands,Pacific Islands
1859,Newfoundland and Labrador (Newfoundland) & Prince Edward Is.,Newfoundland and Labrador (Newfoundland)
1860,Newfoundland and Labrador (Newfoundland) & Prince Edward Is.,Prince Edward Is.
1861,North Germany & Prussia,North Germany
1862,North Germany & Prussia,Prussia
1863,Northern America & Southern America,Northern America
1864,Northern America & Southern America,Southern America
1865,Norway & Spain & Sweden & Switzerland & United States of America,Norway
1866,Norway & Spain & Sweden & Switzerland & United States of America,Spain
1867,Norway & Spain & Sweden & Switzerland & United States of America,Sweden
1868,Norway & Spain & Sweden & Switzerland & United States of America,Switzerland
1869,Norway & Spain & Sweden & Switzerland & United States of America,United States of America
1870,Norway & Sweden,Norway
1871,Norway & Sweden,Sweden
1872,Obock & Tadjoura,Obock
1873,Obock & Tadjoura,Tadjoura
1874,Oldenburg & Prussia,Oldenburg
1875,Oldenburg & Prussia,Prussia
1876,Oldenburg & Wilhelmshaven,Oldenburg
1877,Oldenburg & Wilhelmshaven,Wilhelmshaven
1878,Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman),Oman (Sultanate of Muscat and Oman)
1879,Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman),United Arab Emirates (Trucial Oman)
1880,Oman (Sultanate of Muscat and Oman) & Zanzibar,Oman (Sultanate of Muscat and Oman)
1881,Oman (Sultanate of Muscat and Oman) & Zanzibar,Zanzibar
1882,Ontario (Upper Canada) & Quebec (Lower Canada),Ontario (Upper Canada)
1883,Ontario (Upper Canada) & Quebec (Lower Canada),Quebec (Lower Canada)
1884,Parma & Piacenza & World (other),World (other)
1885,Parma & Piacenza & World (other),Parma
1886,Parma & Piacenza & World (other),Piacenza
1887,Prussia & World (other),World (other)
1888,Prussia & World (other),Prussia
1889,Tunisia (Regency of Tunis) & World (other),World (other)
1890,Tunisia (Regency of Tunis) & World (other),Tunisia (Regency of Tunis)
1891,West Indies & World (other),World (other)
1892,West Indies & World (other),West Indies
1893,Zimbabwe (Rhodesia) (Southern Rhodesia) & World (other),World (other)
1894,Zimbabwe (Rhodesia) (Southern Rhodesia) & World (other),Zimbabwe (Rhodesia) (Southern Rhodesia)
1895,Pacific Islands & Peru,Pacific Islands
1896,Pacific Islands & Peru,Peru
1897,Pacific Islands & Vanuatu (New Hebrides),Pacific Islands
1898,Pacific Islands & Vanuatu (New Hebrides),Vanuatu (New Hebrides)
1899,Palestine & Syria,Palestine
1900,Palestine & Syria,Syria
1901,Panama & Panama Canal Zone,Panama
1902,Panama & Panama Canal Zone,Panama Canal Zone
1903,Papal States & Tuscany,Papal States
1904,Papal States & Tuscany,Tuscany
1905,Paraguay & Uruguay,Paraguay
1906,Paraguay & Uruguay,Uruguay
1907,Patras & Pylos,Patras
1908,Patras & Pylos,Pylos
1909,Pays de Gex & Savoy,Pays de Gex
1910,Pays de Gex & Savoy,Savoy
1911,Pemba Island & Zanzibar,Pemba Island
1912,Pemba Island & Zanzibar,Zanzibar
1913,People's Republic of China (China) & East Indies & Pacific Islands,People's Republic of China (China)
1914,People's Republic of China (China) & East Indies & Pacific Islands,East Indies
1915,People's Republic of China (China) & East Indies & Pacific Islands,Pacific Islands
1916,People's Republic of China (China) & Philippines,People's Republic of China (China)
1917,People's Republic of China (China) & Philippines,Philippines
1918,People's Republic of China (China) & Philippines & Thailand (Siam),People's Republic of China (China)
1919,People's Republic of China (China) & Philippines & Thailand (Siam),Philippines
1920,People's Republic of China (China) & Philippines & Thailand (Siam),Thailand (Siam)
1921,Philippines & Sulu Sultanate,Philippines
1922,Philippines & Sulu Sultanate,Sulu Sultanate
1923,Phuket Province & Thailand (Siam),Phuket Province
1924,Phuket Province & Thailand (Siam),Thailand (Siam)
1925,Piedmont & Sardinia,Piedmont
1926,Piedmont & Sardinia,Sardinia
1927,Piedmont & Tuscany,Piedmont
1928,Piedmont & Tuscany,Tuscany
1929,Poland & Russia (USSR),Poland
1930,Poland & Russia (USSR),Russia (USSR)
1931,Port Sudan & Suakin,Port Sudan
1932,Port Sudan & Suakin,Suakin
1933,Portugal & Portuguese Colonies,Portugal
1934,Portugal & Portuguese Colonies,Portuguese Colonies
1935,Portugal & Portuguese Eastern Africa,Portugal
1936,Portugal & Portuguese Eastern Africa,Portuguese Eastern Africa
1937,Portugal & Spain,Portugal
1938,Portugal & Spain,Spain
1939,Portuguese Africa & Portuguese Asia,Portuguese Africa
1940,Portuguese Africa & Portuguese Asia,Portuguese Asia
1941,Portuguese Africa & Portuguese India,Portuguese Africa
1942,Portuguese Africa & Portuguese India,Portuguese India
1943,Portuguese Asia & Asia (other),Portuguese Asia
1944,Portuguese Asia & Asia (other),Asia (other)
1945,Prince Edward Is. & St. Thomas,Prince Edward Is.
1946,Prince Edward Is. & St. Thomas,St. Thomas
1947,Puerto Rico & Spanish West Indies (other),Puerto Rico
1948,Puerto Rico & Spanish West Indies (other),Spanish West Indies (other)
1949,Puerto Rico & St. Croix & St. Thomas,Puerto Rico
1950,Puerto Rico & St. Croix & St. Thomas,St. Croix
1951,Puerto Rico & St. Croix & St. Thomas,St. Thomas
1952,Puerto Rico & St. Thomas,Puerto Rico
1953,Puerto Rico & St. Thomas,St. Thomas
1954,Puerto Rico & Virgin Islands (Danish West Indies),Puerto Rico
1955,Puerto Rico & Virgin Islands (Danish West Indies),Virgin Islands (Danish West Indies)
1956,Republic of St. Mark & Trieste,Republic of St. Mark
1957,Republic of St. Mark & Trieste,Trieste
1958,Ruanda-Urundi & Tanzania (Tanganyika),Ruanda-Urundi
1959,Ruanda-Urundi & Tanzania (Tanganyika),Tanzania (Tanganyika)
1960,Russia (Baltic Sea) & Russia (North Sea),Russia (Baltic Sea)
1961,Russia (Baltic Sea) & Russia (North Sea),Russia (North Sea)
1962,Russia (Baltic Sea) & Russia (White Sea),Russia (Baltic Sea)
1963,Russia (Baltic Sea) & Russia (White Sea),Russia (White Sea)
1964,Russia (Baltic Sea) & Sitka (Arkhangelsk),Russia (Baltic Sea)
1965,Russia (Baltic Sea) & Sitka (Arkhangelsk),Sitka (Arkhangelsk)
1966,Russia (Black Sea) & Russia (Asov Sea),Russia (Black Sea)
1967,Russia (Black Sea) & Russia (Asov Sea),Russia (Asov Sea)
1968,Russia (USSR) & Russian Colonies,Russia (USSR)
1969,Russia (USSR) & Russian Colonies,Russian Colonies
1970,Samoa & Tonga (Haʻapai),Samoa
1971,Samoa & Tonga (Haʻapai),Tonga (Haʻapai)
1972,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah) & Yemen Arab Republic (North Yemen) (Kingdom of Yemen),Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)
1973,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah) & Yemen Arab Republic (North Yemen) (Kingdom of Yemen),Yemen Arab Republic (North Yemen) (Kingdom of Yemen)
1974,Saxe Altenburg & Saxe Coburg and Gotha & Saxe Meiningen & Saxe Weimar,Saxe Altenburg
1975,Saxe Altenburg & Saxe Coburg and Gotha & Saxe Meiningen & Saxe Weimar,Saxe Coburg and Gotha
1976,Saxe Altenburg & Saxe Coburg and Gotha & Saxe Meiningen & Saxe Weimar,Saxe Meiningen
1977,Saxe Altenburg & Saxe Coburg and Gotha & Saxe Meiningen & Saxe Weimar,Saxe Weimar
1978,Senegal & Senegal Dependencies,Senegal
1979,Senegal & Senegal Dependencies,Senegal Dependencies
1980,Seychelles & Seychelles Dependencies,Seychelles
1981,Seychelles & Seychelles Dependencies,Seychelles Dependencies
1982,Singapore & Straits Settlements,Singapore
1983,Singapore & Straits Settlements,Straits Settlements
1984,South Africa & Northeastern Rhodesia,South Africa
1985,South Africa & Northeastern Rhodesia,Northeastern Rhodesia
1986,South Africa & Zambia (Northern Rhodesia),South Africa
1987,South Africa & Zambia (Northern Rhodesia),Zambia (Northern Rhodesia)
1988,South Africa & Zimbabwe (Rhodesia) (Southern Rhodesia),South Africa
1989,South Africa & Zimbabwe (Rhodesia) (Southern Rhodesia),Zimbabwe (Rhodesia) (Southern Rhodesia)
1990,Southern America & United States of America,Southern America
1991,Southern America & United States of America,United States of America
1992,Southern America & West Indies,Southern America
1993,Southern America & West Indies,West Indies
1994,Spain & Italy & Europe (other),Spain
1995,Spain & Italy & Europe (other),Italy
1996,Spain & Italy & Europe (other),Europe (other)
1997,Spain & Spanish Colonies,Spain
1998,Spain & Spanish Colonies,Spanish Colonies
1999,Spain & Spanish West Indies,Spain
2000,Spain & Spanish West Indies,Spanish West Indies
2001,Spanish Africa & Africa (other),Spanish Africa
2002,Spanish Africa & Africa (other),Africa (other)
2003,Spanish America & West Indies (other),Spanish America
2004,Spanish America & West Indies (other),West Indies (other)
2005,Spanish Morocco & Tangier,Spanish Morocco
2006,Spanish Morocco & Tangier,Tangier
2007,Sri Lanka (Ceylon) & Sri Lanka (Ceylon) Dependencies,Sri Lanka (Ceylon)
2008,Sri Lanka (Ceylon) & Sri Lanka (Ceylon) Dependencies,Sri Lanka (Ceylon) Dependencies
2009,Sri Lanka (Ceylon) & Thailand (Siam),Sri Lanka (Ceylon)
2010,Sri Lanka (Ceylon) & Thailand (Siam),Thailand (Siam)
2011,St. Croix & St. John & St. Thomas,St. Croix
2012,St. Croix & St. John & St. Thomas,St. John
2013,St. Croix & St. John & St. Thomas,St. Thomas
2014,St. Croix & St. Thomas,St. Croix
2015,St. Croix & St. Thomas,St. Thomas
2016,Straits Settlements & Straits Settlements Dependencies,Straits Settlements
2017,Straits Settlements & Straits Settlements Dependencies,Straits Settlements Dependencies
2018,Sweden & Swedish Colonies,Sweden
2019,Sweden & Swedish Colonies,Swedish Colonies
2020,Syria & Turkey (Ottoman Empire),Syria
2021,Syria & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
2022,Syria & Western Anatolia,Syria
2023,Syria & Western Anatolia,Western Anatolia
2024,Tortola & Virgin Gorda,Tortola
2025,Tortola & Virgin Gorda,Virgin Gorda
2026,Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis),Tripolitania (Regency of Tripoli)
2027,Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis),Tunisia (Regency of Tunis)
2028,Turkey (Ottoman Empire) & Western Anatolia,Turkey (Ottoman Empire)
2029,Turkey (Ottoman Empire) & Western Anatolia,Western Anatolia
2030,West Irian (Dutch New Guinea) & Dutch Oceania (other),West Irian (Dutch New Guinea)
2031,West Irian (Dutch New Guinea) & Dutch Oceania (other),Dutch Oceania (other)
2032,Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),Zambia (Northern Rhodesia)
2033,Zambia (Northern Rhodesia) & Zimbabwe (Rhodesia) (Southern Rhodesia),Zimbabwe (Rhodesia) (Southern Rhodesia)
