currency,year,reporting,modified_currency
us dollar,1878,mexico,us dollar
us dollar,1878,guadalupe (french colonies),us dollar
us dollar,1878,trinidad & tobago (winward island),us dollar
us dollar,1878,romania,us dollar
us dollar,1878,french india,us dollar
us dollar,1878,reunion,us dollar
us dollar,1878,ottoman empire/turkey,us dollar
us dollar,1878,sweden,us dollar
us dollar,1878,british guiana,us dollar
us dollar,1878,danish virgin island,us dollar
us dollar,1878,dutch east indies (indonesia),us dollar
us dollar,1878,nicaragua,us dollar
us dollar,1878,afghanistan,us dollar
us dollar,1878,india,us dollar
us dollar,1878,netherlands,us dollar
us dollar,1878,honduras,us dollar
us dollar,1878,tanganica (german east africa),us dollar
us dollar,1878,uruguay,us dollar
us dollar,1878,malawi,us dollar
us dollar,1878,guatemala,us dollar
us dollar,1878,dominican republic,us dollar
us dollar,1878,greece,us dollar
us dollar,1878,new foundland,us dollar
us dollar,1878,france,us dollar
us dollar,1878,denmark,us dollar
us dollar,1879,philippines,us dollar
us dollar,1879,sudan (anglo-egyptian sudan),us dollar
us dollar,1879,austria-hungary,us dollar
us dollar,1879,madagascar,us dollar
us dollar,1879,st.pierre e michelon,us dollar
us dollar,1879,british settlement oceania,us dollar
us dollar,1879,bolivia,us dollar
us dollar,1879,barbados,us dollar
us dollar,1879,persia (iran),us dollar
us dollar,1879,finland,us dollar
us dollar,1879,british east africa (kenia & uganda),us dollar
us dollar,1879,guinea bissau (portuguese africa),us dollar
us dollar,1879,british honduras (belize),us dollar
us dollar,1879,martinique (french colonies),us dollar
us dollar,1879,french indochina,us dollar
us dollar,1879,cyprus,us dollar
us dollar,1879,venezuela,us dollar
us dollar,1879,marocco,us dollar
us dollar,1879,el salvador,us dollar
us dollar,1879,siam (thailand),us dollar
us dollar,1879,ceylon (sri lanka),us dollar
us dollar,1879,paraguay,us dollar
us dollar,1879,japan,us dollar
us dollar,1879,st.lucia (winward island),us dollar
us dollar,1879,sierra leone,us dollar
us dollar,1879,cabo verde (portuguese africa),us dollar
us dollar,1879,eritrea,us dollar
us dollar,1879,russia/ussr,us dollar
us dollar,1879,brasil,us dollar
us dollar,1879,tunisia,us dollar
us dollar,1879,british somaliland,us dollar
us dollar,1879,cuba,us dollar
us dollar,1879,sarawak,us dollar
us dollar,1879,egypt,us dollar
us dollar,1879,french somalia,us dollar
us dollar,1879,zanzibar isl.,us dollar
us dollar,1879,mozambique (portuguese africa),us dollar
us dollar,1879,italy,us dollar
us dollar,1879,canary island (spanish africa),us dollar
us dollar,1879,germany/zollverein,us dollar
us dollar,1879,s.tome e principe (portuguess africa),us dollar
us dollar,1879,french equatorial africa-congo-final,us dollar
us dollar,1879,st. vicente (winward island),us dollar
us dollar,1879,gambia,us dollar
us dollar,1879,norway,us dollar
us dollar,1879,argentina,us dollar
us dollar,1879,brunei,us dollar
us dollar,1879,mauritius,us dollar
us dollar,1879,peru,us dollar
us dollar,1879,haiti,us dollar
us dollar,1879,french west africa & togo,us dollar
us dollar,1879,angola (portuguess africa),us dollar
us dollar,1879,algeria,us dollar
us dollar,1879,french guiana (french colonies),us dollar
us dollar,1879,"leward island (l.i antigua, l.i dominica, l.i st.christopher, montserrat, nevis, virgin island)",us dollar
us dollar,1879,portuguese india,us dollar
us dollar,1879,british malaya,us dollar
us dollar,1879,liberia,us dollar
us dollar,1879,turk island,us dollar
us dollar,1879,duch antilles,us dollar
us dollar,1879,sabah (british borneo),us dollar
us dollar,1879,surinam (duch guayana),us dollar
us dollar,1879,german south west africa,us dollar
us dollar,1879,puerto rico,us dollar
us dollar,1879,china,us dollar
us dollar,1879,ethiopia,us dollar
us dollar,1879,camerun,us dollar
us dollar,1879,falkland islands,us dollar
us dollar,1879,iceland,us dollar
us dollar,1879,nepal,us dollar
us dollar,1879,italia somalia,us dollar
us dollar,1879,korea,us dollar
us dollar,1879,canada,us dollar
us dollar,1879,seychelles,us dollar
us dollar,1879,german colonies oceania,us dollar
us dollar,1879,united kingdom,us dollar
us dollar,1879,togo (german west africa),us dollar
us dollar,1879,ghana-gold coast,us dollar
us dollar,1879,serbia/yugoslavia,us dollar
us dollar,1879,south africa,us dollar
us dollar,1879,french polinesia,us dollar
us dollar,1879,italian libia cyrenaica,us dollar
us dollar,1879,belgium,us dollar
us dollar,1879,granada (winward island),us dollar
us dollar,1879,colombia,us dollar
us dollar,1879,spain,us dollar
us dollar,1879,hawai,us dollar
us dollar,1879,bermuda,us dollar
us dollar,1879,ceuta y melilla,us dollar
us dollar,1879,switzerland,us dollar
us dollar,1879,costa rica,us dollar
us dollar,1879,portugal,us dollar
us dollar,1879,bahamas,us dollar
us dollar,1879,australia,us dollar
us dollar,1879,chile,us dollar
us dollar,1879,united states,us dollar
us dollar,1879,ecuador,us dollar
us dollar,1879,new zeland,us dollar
us dollar,1879,jamaica,us dollar
us dollar,1879,nigeria,us dollar
us dollar,1879,mexico,us dollar
us dollar,1879,guadalupe (french colonies),us dollar
us dollar,1879,trinidad & tobago (winward island),us dollar
us dollar,1879,romania,us dollar
us dollar,1879,french india,us dollar
us dollar,1879,reunion,us dollar
us dollar,1879,ottoman empire/turkey,us dollar
us dollar,1879,sweden,us dollar
us dollar,1879,british guiana,us dollar
us dollar,1879,danish virgin island,us dollar
us dollar,1879,dutch east indies (indonesia),us dollar
us dollar,1879,nicaragua,us dollar
us dollar,1879,afghanistan,us dollar
us dollar,1879,india,us dollar
us dollar,1879,netherlands,us dollar
us dollar,1879,honduras,us dollar
us dollar,1879,tanganica (german east africa),us dollar
us dollar,1879,uruguay,us dollar
us dollar,1879,malawi,us dollar
us dollar,1879,guatemala,us dollar
us dollar,1879,bulgaria,us dollar
us dollar,1879,dominican republic,us dollar
us dollar,1879,greece,us dollar
us dollar,1879,new foundland,us dollar
us dollar,1879,france,us dollar
us dollar,1879,denmark,us dollar
us dollar,1880,philippines,us dollar
us dollar,1880,sudan (anglo-egyptian sudan),us dollar
us dollar,1880,austria-hungary,us dollar
us dollar,1880,madagascar,us dollar
us dollar,1880,st.pierre e michelon,us dollar
us dollar,1880,british settlement oceania,us dollar
us dollar,1880,bolivia,us dollar
us dollar,1880,barbados,us dollar
us dollar,1880,persia (iran),us dollar
us dollar,1880,finland,us dollar
us dollar,1880,british east africa (kenia & uganda),us dollar
us dollar,1880,guinea bissau (portuguese africa),us dollar
us dollar,1880,british honduras (belize),us dollar
us dollar,1880,martinique (french colonies),us dollar
us dollar,1880,french indochina,us dollar
us dollar,1880,cyprus,us dollar
us dollar,1880,venezuela,us dollar
us dollar,1880,marocco,us dollar
us dollar,1880,el salvador,us dollar
us dollar,1880,siam (thailand),us dollar
us dollar,1880,ceylon (sri lanka),us dollar
us dollar,1880,paraguay,us dollar
us dollar,1880,japan,us dollar
us dollar,1880,st.lucia (winward island),us dollar
us dollar,1880,sierra leone,us dollar
us dollar,1880,cabo verde (portuguese africa),us dollar
us dollar,1880,eritrea,us dollar
us dollar,1880,russia/ussr,us dollar
us dollar,1880,brasil,us dollar
us dollar,1880,tunisia,us dollar
us dollar,1880,british somaliland,us dollar
us dollar,1880,cuba,us dollar
us dollar,1880,sarawak,us dollar
us dollar,1880,egypt,us dollar
us dollar,1880,french somalia,us dollar
us dollar,1880,zanzibar isl.,us dollar
us dollar,1880,mozambique (portuguese africa),us dollar
us dollar,1880,italy,us dollar
us dollar,1880,canary island (spanish africa),us dollar
us dollar,1880,germany/zollverein,us dollar
us dollar,1880,s.tome e principe (portuguess africa),us dollar
us dollar,1880,french equatorial africa-congo-final,us dollar
us dollar,1880,st. vicente (winward island),us dollar
us dollar,1880,gambia,us dollar
us dollar,1880,norway,us dollar
us dollar,1880,argentina,us dollar
us dollar,1880,brunei,us dollar
us dollar,1880,mauritius,us dollar
us dollar,1880,peru,us dollar
us dollar,1880,haiti,us dollar
us dollar,1880,french west africa & togo,us dollar
us dollar,1880,angola (portuguess africa),us dollar
us dollar,1880,algeria,us dollar
us dollar,1880,french guiana (french colonies),us dollar
us dollar,1880,"leward island (l.i antigua, l.i dominica, l.i st.christopher, montserrat, nevis, virgin island)",us dollar
us dollar,1880,portuguese india,us dollar
us dollar,1880,british malaya,us dollar
us dollar,1880,liberia,us dollar
us dollar,1880,turk island,us dollar
us dollar,1880,duch antilles,us dollar
us dollar,1880,sabah (british borneo),us dollar
us dollar,1880,surinam (duch guayana),us dollar
us dollar,1880,german south west africa,us dollar
us dollar,1880,puerto rico,us dollar
us dollar,1880,china,us dollar
us dollar,1880,ethiopia,us dollar
us dollar,1880,camerun,us dollar
us dollar,1880,falkland islands,us dollar
us dollar,1880,iceland,us dollar
us dollar,1880,nepal,us dollar
us dollar,1880,italia somalia,us dollar
us dollar,1880,korea,us dollar
us dollar,1880,canada,us dollar
us dollar,1880,seychelles,us dollar
us dollar,1880,german colonies oceania,us dollar
us dollar,1880,united kingdom,us dollar
us dollar,1880,togo (german west africa),us dollar
us dollar,1880,ghana-gold coast,us dollar
us dollar,1880,serbia/yugoslavia,us dollar
us dollar,1880,south africa,us dollar
us dollar,1880,french polinesia,us dollar
us dollar,1880,italian libia cyrenaica,us dollar
us dollar,1880,belgium,us dollar
us dollar,1880,granada (winward island),us dollar
us dollar,1880,colombia,us dollar
us dollar,1880,spain,us dollar
us dollar,1880,hawai,us dollar
us dollar,1880,bermuda,us dollar
us dollar,1880,ceuta y melilla,us dollar
us dollar,1880,switzerland,us dollar
us dollar,1880,costa rica,us dollar
us dollar,1880,portugal,us dollar
us dollar,1880,bahamas,us dollar
us dollar,1880,australia,us dollar
us dollar,1880,chile,us dollar
us dollar,1880,united states,us dollar
us dollar,1880,ecuador,us dollar
us dollar,1880,new zeland,us dollar
us dollar,1880,jamaica,us dollar
us dollar,1880,nigeria,us dollar
us dollar,1880,mexico,us dollar
us dollar,1880,guadalupe (french colonies),us dollar
us dollar,1880,trinidad & tobago (winward island),us dollar
us dollar,1880,romania,us dollar
us dollar,1880,french india,us dollar
us dollar,1880,reunion,us dollar
us dollar,1880,ottoman empire/turkey,us dollar
us dollar,1880,sweden,us dollar
us dollar,1880,british guiana,us dollar
us dollar,1880,danish virgin island,us dollar
us dollar,1880,dutch east indies (indonesia),us dollar
us dollar,1880,nicaragua,us dollar
us dollar,1880,afghanistan,us dollar
us dollar,1880,india,us dollar
us dollar,1880,netherlands,us dollar
us dollar,1880,honduras,us dollar
us dollar,1880,tanganica (german east africa),us dollar
us dollar,1880,uruguay,us dollar
us dollar,1880,malawi,us dollar
us dollar,1880,guatemala,us dollar
us dollar,1880,bulgaria,us dollar
us dollar,1880,dominican republic,us dollar
us dollar,1880,greece,us dollar
us dollar,1880,new foundland,us dollar
us dollar,1880,france,us dollar
us dollar,1880,denmark,us dollar
us dollar,1881,philippines,us dollar
us dollar,1881,sudan (anglo-egyptian sudan),us dollar
us dollar,1881,austria-hungary,us dollar
us dollar,1881,madagascar,us dollar
us dollar,1881,st.pierre e michelon,us dollar
us dollar,1881,british settlement oceania,us dollar
us dollar,1881,bolivia,us dollar
us dollar,1881,barbados,us dollar
us dollar,1881,persia (iran),us dollar
us dollar,1881,finland,us dollar
us dollar,1881,british east africa (kenia & uganda),us dollar
us dollar,1881,guinea bissau (portuguese africa),us dollar
us dollar,1881,british honduras (belize),us dollar
us dollar,1881,martinique (french colonies),us dollar
us dollar,1881,french indochina,us dollar
us dollar,1881,cyprus,us dollar
us dollar,1881,venezuela,us dollar
us dollar,1881,marocco,us dollar
us dollar,1881,el salvador,us dollar
us dollar,1881,siam (thailand),us dollar
us dollar,1881,ceylon (sri lanka),us dollar
us dollar,1881,paraguay,us dollar
us dollar,1881,japan,us dollar
us dollar,1881,st.lucia (winward island),us dollar
us dollar,1881,sierra leone,us dollar
us dollar,1881,cabo verde (portuguese africa),us dollar
us dollar,1881,eritrea,us dollar
us dollar,1881,russia/ussr,us dollar
us dollar,1881,brasil,us dollar
us dollar,1881,tunisia,us dollar
us dollar,1881,british somaliland,us dollar
us dollar,1881,cuba,us dollar
us dollar,1881,sarawak,us dollar
us dollar,1881,egypt,us dollar
us dollar,1881,french somalia,us dollar
us dollar,1881,zanzibar isl.,us dollar
us dollar,1881,mozambique (portuguese africa),us dollar
us dollar,1881,italy,us dollar
us dollar,1881,canary island (spanish africa),us dollar
us dollar,1881,germany/zollverein,us dollar
us dollar,1881,s.tome e principe (portuguess africa),us dollar
us dollar,1881,french equatorial africa-congo-final,us dollar
us dollar,1881,st. vicente (winward island),us dollar
us dollar,1881,gambia,us dollar
us dollar,1881,norway,us dollar
us dollar,1881,argentina,us dollar
us dollar,1881,brunei,us dollar
us dollar,1881,mauritius,us dollar
us dollar,1881,peru,us dollar
us dollar,1881,haiti,us dollar
us dollar,1881,french west africa & togo,us dollar
us dollar,1881,angola (portuguess africa),us dollar
us dollar,1881,algeria,us dollar
us dollar,1881,french guiana (french colonies),us dollar
us dollar,1881,"leward island (l.i antigua, l.i dominica, l.i st.christopher, montserrat, nevis, virgin island)",us dollar
us dollar,1881,portuguese india,us dollar
us dollar,1881,british malaya,us dollar
us dollar,1881,liberia,us dollar
us dollar,1881,turk island,us dollar
us dollar,1881,duch antilles,us dollar
us dollar,1881,sabah (british borneo),us dollar
us dollar,1881,surinam (duch guayana),us dollar
us dollar,1881,german south west africa,us dollar
us dollar,1881,puerto rico,us dollar
us dollar,1881,china,us dollar
us dollar,1881,ethiopia,us dollar
us dollar,1881,camerun,us dollar
us dollar,1881,falkland islands,us dollar
us dollar,1881,iceland,us dollar
us dollar,1881,nepal,us dollar
us dollar,1881,italia somalia,us dollar
us dollar,1881,korea,us dollar
us dollar,1881,canada,us dollar
us dollar,1881,seychelles,us dollar
us dollar,1881,german colonies oceania,us dollar
us dollar,1881,united kingdom,us dollar
us dollar,1881,togo (german west africa),us dollar
us dollar,1881,ghana-gold coast,us dollar
us dollar,1881,serbia/yugoslavia,us dollar
us dollar,1881,south africa,us dollar
us dollar,1881,french polinesia,us dollar
us dollar,1881,italian libia cyrenaica,us dollar
us dollar,1881,belgium,us dollar
us dollar,1881,granada (winward island),us dollar
us dollar,1881,colombia,us dollar
us dollar,1881,spain,us dollar
us dollar,1881,hawai,us dollar
us dollar,1881,bermuda,us dollar
us dollar,1881,ceuta y melilla,us dollar
us dollar,1881,switzerland,us dollar
us dollar,1881,costa rica,us dollar
us dollar,1881,portugal,us dollar
us dollar,1881,bahamas,us dollar
us dollar,1881,australia,us dollar
us dollar,1881,chile,us dollar
us dollar,1881,united states,us dollar
us dollar,1881,ecuador,us dollar
us dollar,1881,new zeland,us dollar
us dollar,1881,jamaica,us dollar
us dollar,1881,nigeria,us dollar
us dollar,1881,mexico,us dollar
us dollar,1881,guadalupe (french colonies),us dollar
us dollar,1881,trinidad & tobago (winward island),us dollar
us dollar,1881,romania,us dollar
us dollar,1881,french india,us dollar
us dollar,1881,reunion,us dollar
us dollar,1881,ottoman empire/turkey,us dollar
us dollar,1881,sweden,us dollar
us dollar,1881,british guiana,us dollar
us dollar,1881,danish virgin island,us dollar
us dollar,1881,dutch east indies (indonesia),us dollar
us dollar,1881,nicaragua,us dollar
us dollar,1881,afghanistan,us dollar
us dollar,1881,india,us dollar
us dollar,1881,netherlands,us dollar
us dollar,1881,honduras,us dollar
us dollar,1881,tanganica (german east africa),us dollar
us dollar,1881,uruguay,us dollar
us dollar,1881,malawi,us dollar
us dollar,1881,guatemala,us dollar
us dollar,1881,dominican republic,us dollar
us dollar,1881,greece,us dollar
us dollar,1881,new foundland,us dollar
us dollar,1881,france,us dollar
us dollar,1881,denmark,us dollar
us dollar,1882,philippines,us dollar
us dollar,1882,sudan (anglo-egyptian sudan),us dollar
us dollar,1882,austria-hungary,us dollar
us dollar,1882,madagascar,us dollar
us dollar,1882,st.pierre e michelon,us dollar
us dollar,1882,british settlement oceania,us dollar
us dollar,1882,bolivia,us dollar
us dollar,1882,barbados,us dollar
us dollar,1882,persia (iran),us dollar
us dollar,1882,finland,us dollar
us dollar,1882,british east africa (kenia & uganda),us dollar
us dollar,1882,guinea bissau (portuguese africa),us dollar
us dollar,1882,british honduras (belize),us dollar
us dollar,1882,martinique (french colonies),us dollar
us dollar,1882,french indochina,us dollar
us dollar,1882,cyprus,us dollar
us dollar,1882,venezuela,us dollar
us dollar,1882,marocco,us dollar
us dollar,1882,el salvador,us dollar
us dollar,1882,siam (thailand),us dollar
us dollar,1882,ceylon (sri lanka),us dollar
us dollar,1882,paraguay,us dollar
us dollar,1882,japan,us dollar
us dollar,1882,st.lucia (winward island),us dollar
us dollar,1882,sierra leone,us dollar
us dollar,1882,cabo verde (portuguese africa),us dollar
us dollar,1882,eritrea,us dollar
us dollar,1882,russia/ussr,us dollar
us dollar,1882,brasil,us dollar
us dollar,1882,tunisia,us dollar
us dollar,1882,british somaliland,us dollar
us dollar,1882,cuba,us dollar
us dollar,1882,sarawak,us dollar
us dollar,1882,egypt,us dollar
us dollar,1882,french somalia,us dollar
us dollar,1882,zanzibar isl.,us dollar
us dollar,1882,mozambique (portuguese africa),us dollar
us dollar,1882,italy,us dollar
us dollar,1882,canary island (spanish africa),us dollar
us dollar,1882,germany/zollverein,us dollar
us dollar,1882,s.tome e principe (portuguess africa),us dollar
us dollar,1882,french equatorial africa-congo-final,us dollar
us dollar,1882,st. vicente (winward island),us dollar
us dollar,1882,gambia,us dollar
us dollar,1882,norway,us dollar
us dollar,1882,argentina,us dollar
us dollar,1882,brunei,us dollar
us dollar,1882,mauritius,us dollar
us dollar,1882,peru,us dollar
us dollar,1882,haiti,us dollar
us dollar,1882,french west africa & togo,us dollar
us dollar,1882,angola (portuguess africa),us dollar
us dollar,1882,algeria,us dollar
us dollar,1882,french guiana (french colonies),us dollar
us dollar,1882,"leward island (l.i antigua, l.i dominica, l.i st.christopher, montserrat, nevis, virgin island)",us dollar
us dollar,1882,portuguese india,us dollar
us dollar,1882,british malaya,us dollar
us dollar,1882,liberia,us dollar
us dollar,1882,turk island,us dollar
us dollar,1882,duch antilles,us dollar
us dollar,1882,sabah (british borneo),us dollar
us dollar,1882,surinam (duch guayana),us dollar
us dollar,1882,german south west africa,us dollar
us dollar,1882,puerto rico,us dollar
us dollar,1882,china,us dollar
us dollar,1882,ethiopia,us dollar
us dollar,1882,camerun,us dollar
us dollar,1882,falkland islands,us dollar
us dollar,1882,iceland,us dollar
us dollar,1882,nepal,us dollar
us dollar,1882,italia somalia,us dollar
us dollar,1882,korea,us dollar
us dollar,1882,canada,us dollar
us dollar,1882,seychelles,us dollar
us dollar,1882,german colonies oceania,us dollar
us dollar,1882,united kingdom,us dollar
us dollar,1882,togo (german west africa),us dollar
us dollar,1882,ghana-gold coast,us dollar
us dollar,1882,serbia/yugoslavia,us dollar
us dollar,1882,south africa,us dollar
us dollar,1882,french polinesia,us dollar
us dollar,1882,italian libia cyrenaica,us dollar
us dollar,1882,belgium,us dollar
us dollar,1882,granada (winward island),us dollar
us dollar,1882,colombia,us dollar
us dollar,1882,spain,us dollar
us dollar,1882,hawai,us dollar
us dollar,1882,bermuda,us dollar
us dollar,1882,ceuta y melilla,us dollar
us dollar,1882,switzerland,us dollar
us dollar,1882,costa rica,us dollar
us dollar,1882,portugal,us dollar
us dollar,1882,bahamas,us dollar
us dollar,1882,australia,us dollar
us dollar,1882,chile,us dollar
us dollar,1882,united states,us dollar
us dollar,1882,ecuador,us dollar
us dollar,1882,new zeland,us dollar
us dollar,1882,jamaica,us dollar
us dollar,1882,nigeria,us dollar
us dollar,1882,mexico,us dollar
us dollar,1882,guadalupe (french colonies),us dollar
us dollar,1882,trinidad & tobago (winward island),us dollar
us dollar,1882,romania,us dollar
us dollar,1882,french india,us dollar
us dollar,1882,reunion,us dollar
us dollar,1882,ottoman empire/turkey,us dollar
us dollar,1882,sweden,us dollar
us dollar,1882,british guiana,us dollar
us dollar,1882,danish virgin island,us dollar
us dollar,1882,dutch east indies (indonesia),us dollar
us dollar,1882,nicaragua,us dollar
us dollar,1882,afghanistan,us dollar
us dollar,1882,india,us dollar
us dollar,1882,netherlands,us dollar
us dollar,1882,honduras,us dollar
us dollar,1882,tanganica (german east africa),us dollar
us dollar,1882,uruguay,us dollar
us dollar,1882,malawi,us dollar
us dollar,1882,guatemala,us dollar
us dollar,1882,bulgaria,us dollar
us dollar,1882,dominican republic,us dollar
us dollar,1882,greece,us dollar
us dollar,1882,new foundland,us dollar
us dollar,1882,france,us dollar
us dollar,1882,denmark,us dollar
us dollar,1883,philippines,us dollar
us dollar,1883,sudan (anglo-egyptian sudan),us dollar
us dollar,1883,austria-hungary,us dollar
us dollar,1883,madagascar,us dollar
us dollar,1883,st.pierre e michelon,us dollar
us dollar,1883,british settlement oceania,us dollar
us dollar,1883,bolivia,us dollar
us dollar,1883,barbados,us dollar
us dollar,1883,persia (iran),us dollar
us dollar,1883,finland,us dollar
us dollar,1883,british east africa (kenia & uganda),us dollar
us dollar,1883,guinea bissau (portuguese africa),us dollar
us dollar,1883,british honduras (belize),us dollar
us dollar,1883,martinique (french colonies),us dollar
us dollar,1883,french indochina,us dollar
us dollar,1883,cyprus,us dollar
us dollar,1883,venezuela,us dollar
us dollar,1883,marocco,us dollar
us dollar,1883,el salvador,us dollar
us dollar,1883,siam (thailand),us dollar
us dollar,1883,ceylon (sri lanka),us dollar
us dollar,1883,paraguay,us dollar
us dollar,1883,japan,us dollar
us dollar,1883,st.lucia (winward island),us dollar
us dollar,1883,sierra leone,us dollar
us dollar,1883,cabo verde (portuguese africa),us dollar
us dollar,1883,eritrea,us dollar
us dollar,1883,russia/ussr,us dollar
us dollar,1883,brasil,us dollar
us dollar,1883,tunisia,us dollar
us dollar,1883,british somaliland,us dollar
us dollar,1883,cuba,us dollar
us dollar,1883,sarawak,us dollar
us dollar,1883,egypt,us dollar
us dollar,1883,french somalia,us dollar
us dollar,1883,zanzibar isl.,us dollar
us dollar,1883,mozambique (portuguese africa),us dollar
us dollar,1883,italy,us dollar
us dollar,1883,canary island (spanish africa),us dollar
us dollar,1883,germany/zollverein,us dollar
us dollar,1883,s.tome e principe (portuguess africa),us dollar
us dollar,1883,french equatorial africa-congo-final,us dollar
us dollar,1883,st. vicente (winward island),us dollar
us dollar,1883,gambia,us dollar
us dollar,1883,norway,us dollar
us dollar,1883,argentina,us dollar
us dollar,1883,brunei,us dollar
us dollar,1883,mauritius,us dollar
us dollar,1883,peru,us dollar
us dollar,1883,haiti,us dollar
us dollar,1883,french west africa & togo,us dollar
us dollar,1883,angola (portuguess africa),us dollar
us dollar,1883,algeria,us dollar
us dollar,1883,french guiana (french colonies),us dollar
us dollar,1883,"leward island (l.i antigua, l.i dominica, l.i st.christopher, montserrat, nevis, virgin island)",us dollar
us dollar,1883,portuguese india,us dollar
us dollar,1883,british malaya,us dollar
us dollar,1883,liberia,us dollar
us dollar,1883,turk island,us dollar
us dollar,1883,duch antilles,us dollar
us dollar,1883,sabah (british borneo),us dollar
us dollar,1883,surinam (duch guayana),us dollar
us dollar,1883,german south west africa,us dollar
us dollar,1883,puerto rico,us dollar
us dollar,1883,china,us dollar
us dollar,1883,ethiopia,us dollar
us dollar,1883,camerun,us dollar
us dollar,1883,falkland islands,us dollar
us dollar,1883,iceland,us dollar
us dollar,1883,nepal,us dollar
us dollar,1883,italia somalia,us dollar
us dollar,1883,korea,us dollar
us dollar,1883,canada,us dollar
us dollar,1883,seychelles,us dollar
us dollar,1883,german colonies oceania,us dollar
us dollar,1883,united kingdom,us dollar
us dollar,1883,togo (german west africa),us dollar
us dollar,1883,ghana-gold coast,us dollar
us dollar,1883,serbia/yugoslavia,us dollar
us dollar,1883,south africa,us dollar
us dollar,1883,french polinesia,us dollar
us dollar,1883,italian libia cyrenaica,us dollar
us dollar,1883,belgium,us dollar
us dollar,1883,granada (winward island),us dollar
us dollar,1883,colombia,us dollar
us dollar,1883,spain,us dollar
us dollar,1883,hawai,us dollar
us dollar,1883,bermuda,us dollar
us dollar,1883,ceuta y melilla,us dollar
us dollar,1883,switzerland,us dollar
us dollar,1883,costa rica,us dollar
us dollar,1883,portugal,us dollar
us dollar,1883,bahamas,us dollar
us dollar,1883,australia,us dollar
us dollar,1883,chile,us dollar
us dollar,1883,united states,us dollar
us dollar,1883,ecuador,us dollar
us dollar,1883,new zeland,us dollar
us dollar,1883,jamaica,us dollar
us dollar,1883,nigeria,us dollar
us dollar,1883,mexico,us dollar
us dollar,1883,guadalupe (french colonies),us dollar
us dollar,1883,trinidad & tobago (winward island),us dollar
us dollar,1883,romania,us dollar
us dollar,1883,french india,us dollar
us dollar,1883,reunion,us dollar
us dollar,1883,ottoman empire/turkey,us dollar
us dollar,1883,sweden,us dollar
us dollar,1883,british guiana,us dollar
us dollar,1883,danish virgin island,us dollar
us dollar,1883,dutch east indies (indonesia),us dollar
us dollar,1883,nicaragua,us dollar
us dollar,1883,afghanistan,us dollar
us dollar,1883,india,us dollar
us dollar,1883,netherlands,us dollar
us dollar,1883,honduras,us dollar
us dollar,1883,tanganica (german east africa),us dollar
us dollar,1883,uruguay,us dollar
us dollar,1883,malawi,us dollar
us dollar,1883,guatemala,us dollar
us dollar,1883,bulgaria,us dollar
us dollar,1883,dominican republic,us dollar
us dollar,1883,greece,us dollar
us dollar,1883,new foundland,us dollar
us dollar,1883,france,us dollar
us dollar,1883,denmark,us dollar
us dollar,1884,philippines,us dollar
us dollar,1884,sudan (anglo-egyptian sudan),us dollar
us dollar,1884,austria-hungary,us dollar
us dollar,1884,madagascar,us dollar
us dollar,1884,st.pierre e michelon,us dollar
us dollar,1884,british settlement oceania,us dollar
us dollar,1884,bolivia,us dollar
us dollar,1884,barbados,us dollar
us dollar,1884,persia (iran),us dollar
us dollar,1884,finland,us dollar
us dollar,1884,british east africa (kenia & uganda),us dollar
us dollar,1884,guinea bissau (portuguese africa),us dollar
us dollar,1884,british honduras (belize),us dollar
us dollar,1884,martinique (french colonies),us dollar
us dollar,1884,french indochina,us dollar
us dollar,1884,cyprus,us dollar
us dollar,1884,venezuela,us dollar
us dollar,1884,marocco,us dollar
us dollar,1884,el salvador,us dollar
us dollar,1884,siam (thailand),us dollar
us dollar,1884,ceylon (sri lanka),us dollar
us dollar,1884,paraguay,us dollar
us dollar,1884,japan,us dollar
us dollar,1884,st.lucia (winward island),us dollar
us dollar,1884,sierra leone,us dollar
us dollar,1884,cabo verde (portuguese africa),us dollar
us dollar,1884,eritrea,us dollar
us dollar,1884,russia/ussr,us dollar
us dollar,1884,brasil,us dollar
us dollar,1884,tunisia,us dollar
us dollar,1884,british somaliland,us dollar
us dollar,1884,cuba,us dollar
us dollar,1884,sarawak,us dollar
us dollar,1884,egypt,us dollar
us dollar,1884,french somalia,us dollar
us dollar,1884,zanzibar isl.,us dollar
us dollar,1884,mozambique (portuguese africa),us dollar
us dollar,1884,italy,us dollar
us dollar,1884,canary island (spanish africa),us dollar
us dollar,1884,germany/zollverein,us dollar
us dollar,1884,s.tome e principe (portuguess africa),us dollar
us dollar,1884,french equatorial africa-congo-final,us dollar
us dollar,1884,st. vicente (winward island),us dollar
us dollar,1884,gambia,us dollar
us dollar,1884,norway,us dollar
us dollar,1884,argentina,us dollar
us dollar,1884,brunei,us dollar
us dollar,1884,mauritius,us dollar
us dollar,1884,peru,us dollar
us dollar,1884,haiti,us dollar
us dollar,1884,french west africa & togo,us dollar
us dollar,1884,angola (portuguess africa),us dollar
us dollar,1884,algeria,us dollar
us dollar,1884,french guiana (french colonies),us dollar
us dollar,1884,"leward island (l.i antigua, l.i dominica, l.i st.christopher, montserrat, nevis, virgin island)",us dollar
us dollar,1884,portuguese india,us dollar
us dollar,1884,british malaya,us dollar
us dollar,1884,liberia,us dollar
us dollar,1884,turk island,us dollar
us dollar,1884,duch antilles,us dollar
us dollar,1884,sabah (british borneo),us dollar
us dollar,1884,surinam (duch guayana),us dollar
