source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Albanië,1,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,België en Luxemburg,162213,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Bulgarije,944,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Denemarken,13147,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Duitschland,300896,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Estland,811,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Finland,15845,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Frankrijk,64926,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,"Gibraltar, enz.",493,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Griekenland,4247,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Groot-Britannië,115145,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Hongarije,4116,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Iersche Vrijstaat,713,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Italië,13089,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Letland,3505,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Litauen en Memel,2561,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Noorwegen,12300,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Oostenrijk,6986,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Polen en Danzig,21152,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Portugal,2523,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Roemenië,4013,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Sowjet-Rusland,31757,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Spanje,4030,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Tsjechoslowakije,28643,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Turkije,2684,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Ijsland,887,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Zuidslavië,4123,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Zweden,29934,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Zwitserland,20783,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Britsch Oost-Afrika,3668,1000,florin,1938,Imp,Spe,NS,,,,,
SH-NL_1938_II_XXXVI-XXXIX_1938,Nederland,Britsch West-Afrika,17569,1000,florin,1938,Imp,Spe,NS,,,,,
