source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes,
CE-COL_1938_86-87_1936,Colombia,Perú,98846,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Uruguay,219,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Venezuela,1230683,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Ceylán,66636,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,China,211344,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Corea,1526,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Chipre,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Filipinas,22110,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Hong-Kong,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Indias británicas,795651,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Indias holandesas,170064,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Indochina,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Irak,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Java,1640,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Japón,141786,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Manchukuo,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Malasia británica,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Palestina,5265,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Persia,5090,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Siam,738715,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Siria,1752,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Argelia,15547,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Congo belga,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Costa de Oro,29481,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Egipto,3915,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Eritrea,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Islas Canarias,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Madagascar,23649,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Marruecos español,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Marruecos francés,68219,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Mozambique,104823,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Nigeria,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Sudán Anglo-egipcio,14584,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Sudán francés,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Somalilandia británica,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Somalilandia italiana,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Tanganyika,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Unión Sud-Africana,351098,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Zanzibar,1108,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Australia,15125,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Hawai,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Islas Samoa,20346,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Islas Fidji,71736,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Nueva Zelandia,,1,Pesos,1936,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Gran total,120037171,1,Pesos,1936,Imp,,,,,,total_reporting,Import como país de origen.,
CE-COL_1938_86-87_1936,Colombia,Albania,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Alemania,22679016,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Andorra,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Austria,6193,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Bélgica y Luxemburgo,1217440,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Bulgaria,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Dinamarca,241215,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Checoeslovaquia,7673,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,España,621093,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Estonia,9957,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Finlandia,67673,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Francia,6254060,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Grecia,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Hungria,31,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Irlanda,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Italia,953512,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Letonia,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Lituania,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Noruega,230883,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Malta,220,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Paises Bajos,2623431,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Polonia,271200,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Portugal,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Rumania,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Reino Unido,2352718,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Suecia,651032,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Suiza,2184,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Turquia,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Unión Soviética,67049,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Yugoeslavia,1188,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Alaska,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Canadá,8023117,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Estados Unidos,74320251,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Antillas británicas,7182,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Antillas francesas,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Antillas holandesas,15106204,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Costa Rica,5253,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Cuba,107455,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Curazao,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,Incluido en Antillas holandeses
CE-COL_1938_86-87_1936,Colombia,Guatemala,601,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Haiti,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Honduras,20,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Honduras británicas,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Jamaica,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,Incluido en Antillas británicas
CE-COL_1938_86-87_1936,Colombia,Martinica,100,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,México,2960,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Nicaragua,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Panama,165213,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Puerto Rico,1014,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,República Dominica,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,El Salvador,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Trinidad y Tobago,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,Incluido en Antillas británicas
CE-COL_1938_86-87_1936,Colombia,Zona del Canal,94716,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Argentina,318116,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Bolivia,15,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Brasil,9898,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Chile,13959,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Ecuador,19977,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Guyana holandesa,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Paraguay,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Perú,13122,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Uruguay,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Venezuela,224120,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Ceylán,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,China,2,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Corea,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Chipre,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Filipinas,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Hong-Kong,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Indias británicas,254,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Indias holandesas,26,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Indochina,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Irak,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Java,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Japón,134749,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Manchukuo,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Malasia británica,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Palestina,36,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Persia,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Siam,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Siria,18,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Argelia,5654,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Congo belga,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Costa de Oro,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Egipto,154,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Eritrea,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Islas Canarias,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Madagascar,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Marruecos español,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Marruecos francés,9847,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Mozambique,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Nigeria,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Sudán Anglo-egipcio,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Sudán francés,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Somalilandia británica,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Somalilandia italiana,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Tanganyika,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Unión Sud-Africana,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Zanzibar,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Australia,2700,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Hawai,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Islas Samoa,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Islas Fidji,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Nueva Zelandia,,1,Pesos,1936,Exp,,,,,,,Exp como país de venta,
CE-COL_1938_86-87_1936,Colombia,Gran total,138844451,1,Pesos,1936,Exp,,,,,,total_reporting,Exp como país de venta,
CE-COL_1938_86-87_1937,Colombia,Albania,1681,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Alemania,22457771,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Andorra,64,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Austria,312097,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Bélgica y Luxemburgo,4792704,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Bulgaria,13692,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Dinamarca,279731,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Checoeslovaquia,3110274,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,España,69450,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Estonia,73111,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Finlandia,591322,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Francia,5389905,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Grecia,175306,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Hungria,227502,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Irlanda,317573,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Italia,1485962,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Letonia,11700,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Lituania,3106,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Noruega,669390,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Malta,3649,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
CE-COL_1938_86-87_1937,Colombia,Paises Bajos,2028059,1,Pesos,1937,Imp,,,,,,,Import como país de origen.,
