source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
C18-FR_1787,France (alternative source),Angleterre,34200500,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),"Colonies françaises en Amérique, Asie et Afrique",95559900,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Empire Ottoman et Barbarie,25608100,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Empire d'Autriche,33919600,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Empire de Russie,6630000,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Hollande,33571500,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Milanais-Toscane,10847100,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume d'Espagne,40161200,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Danemark,6334500,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Gênes,4128200,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Naples,5355600,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Prusse,9008500,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Sardaigne,19266630,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Suède,5053700,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Royaume du Portugal,3935200,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),République de Gênes,2157900,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),République de Suisse,20531400,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),République de Venise,894700,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Villes hanséatiques,60194700,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Etats de Rome,3421400,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Etats de l'Allemagne,22464400,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Etats-Unis d'Amérique,2050600,1,Francs,1787,Exp,,,,,,,
C18-FR_1787,France (alternative source),Angleterre,57227600,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),"Colonies françaises en Amérique, Asie et Afrique",250347700,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Empire Ottoman et Barbarie,37745500,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Empire d'Autriche,36028300,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Empire de Russie,6547700,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Empire de Sardaigne,104000,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Hollande,24197100,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Milanais-Toscane,3642100,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume d'Espagne,92847700,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Danemark,4980100,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Gênes,104200,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Naples,14714900,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Prusse,3024100,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Sardaigne,26093300,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Suède,8310700,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Royaume de Suède,9207600,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),République de Gênes,10592500,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),République de Suisse,7423000,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),République de Venise,670100,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Villes hanséatiques,11419600,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Etats de Rome,2370200,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Etats de l'Allemagne,8825820,1,Francs,1787,Imp,,,,,,,
C18-FR_1787,France (alternative source),Etats-Unis d'Amérique,14153300,1,Francs,1787,Imp,,,,,,,
C18-FR_1788,France (alternative source),Angleterre,31104300,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),"Colonies françaises en Amérique, Asie et Afrique",100842200,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Empire Ottoman et Barbarie,17846500,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Empire d'Autriche,33502200,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Empire de Russie,5977400,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Hollande,2014200,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),"Milanais, Toscane et Lucques",501100,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Milanais-Toscane,10673100,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume d'Espagne,49890900,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Danemark,5188700,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Hollande,43646900,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Naples,5657000,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Prusse,9485300,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Sardaigne,18863700,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Suède,3544100,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Royaume du Portugal,4213600,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),République de Gênes,5766400,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),République de Suisse,22785700,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),République de Venise,1621200,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Villes hanséatiques,64293800,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Etats de Rome,4000100,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Etats de l'Allemagne,23588600,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Etats-Unis d'Amérique,1378300,1,Francs,1788,Exp,,,,,,,
C18-FR_1788,France (alternative source),Angleterre,62738700,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),"Colonies françaises en Amérique, Asie et Afrique",235354500,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Empire Ottoman et Barbarie,42717400,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Empire d'Autriche,32671300,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Empire de Russie,7877200,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Hollande,23920400,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Milanais-Toscane,3636100,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Royaume d'Espagne,31821500,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Danemark,4191700,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Naples,14683400,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Prusse,3600000,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Sardaigne,21299600,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Royaume de Suède,5605500,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Royaume du Portugal,9153100,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),République de Gênes,9000100,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),République de Suisse,6347400,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),République de Venise,207900,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Villes hanséatiques,9496700,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Etats de Rome,1709000,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Etats de l'Allemagne,8077300,1,Francs,1788,Imp,,,,,,,
C18-FR_1788,France (alternative source),Etats-Unis d'Amérique,3450700,1,Francs,1788,Imp,,,,,,,
C18-FR_1789,France (alternative source),Angleterre,35054000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Colonies françaises,81907000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Empire Ottoman et Barbarie,19993000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Empire d'Autriche,28137000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Empire de Russie,6963000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Hollande,43157000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Milanais-Toscane,10757000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Royaume d'Espagne,41084000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Royaume de Danemark,7334000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Royaume de Naples,7153000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Royaume de Prusse,12791000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Royaume de Sardaigne,18874000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Royaume de Suède,3242000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Royaume du Portugal,3107000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),République de Gênes,5501000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),République de Suisse,20055000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),République de Venise,1330000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Villes hanséatiques,62444000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Etats de Rome,6043000,1,Francs,1789,Exp,,,,,,,
C18-FR_1789,France (alternative source),Etats de l'Allemagne,24980000,1,Francs,1789,Exp,,,,,,,
