source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
EC-SP_1869_581_1869,España,Austria,304860,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Bélgica,1150158,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Bremen,179093,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Dinamarca,252727,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Estados Pontificios,211687,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Francia,81885822,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Grecia,105644,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Hamburgo,158498,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Holanda,227677,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Inglaterra,32042532,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Gibraltar,2444705,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Italia,2179761,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Malta,435605,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Portugal,1121563,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Prusia,2197,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Rusia,1745308,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Suecia y Noruega,4224681,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Turquia,5031360,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Islas Canarias,3574,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Islas Chafarinas,120,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Ceuta,43048,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Melilla,2739,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Argelia,1970271,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Marruecos,37925,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Túnez,627,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Posesiones portuguesas en Africa,8898,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Isla de Cuba,16592177,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Isla de Puerto-Rico,596506,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Brasil,2392094,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Chile,146750,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Ecuador,1896537,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Estados-Unidos,10328151,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Guatemala,1548,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Méjico,281538,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Nueva-Granada,5366,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Perú,1470990,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Plata,817495,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Santo Domingo,9837,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Uruguay,71956,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Venezuela,1163222,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Posesiones danesas en América,,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Posesiones inglesas en América,1538194,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Islas Filipinas,3766094,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Posesiones holandesas en Asia,,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Posesiones inglesas en Asia,55790,1,Escudos,1869,Imp,,,,,,,
EC-SP_1869_581_1869,España,Totales,176905325,1,Escudos,1869,Imp,,,,,,total_reporting,
EC-SP_1869_581_1869,España,Austria,118236,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Bélgica,411290,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Bremen,55864,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Dinamarca,336371,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Estados Pontificios,185526,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Francia,25780701,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Grecia,4294,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Hamburgo,1457083,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Holanda,674356,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Inglaterra,31109720,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Gibraltar,976742,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Italia,1021364,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Malta,9897,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Portugal,3116755,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Prusia,509297,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Rusia,1283901,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Suecia y Noruega,613143,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Turquia,6468,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Islas Canarias,107977,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Islas Chafarinas,700,1,Escudos,1869,Exp,,,,,,,
EC-SP_1869_581_1869,España,Ceuta,63155,1,Escudos,1869,Exp,,,,,,,
