source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
CE-ARG_1938_LXI_1922,Argentina,Total,1536382475,1000,m$n,1922,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1923,Argentina,Total,1753093777,1000,m$n,1923,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1924,Argentina,Total,2298624047,1000,m$n,1924,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1925,Argentina,Total,1972567911,1000,m$n,1925,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1926,Argentina,Total,1800405730,1000,m$n,1926,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1927,Argentina,Total,2293920652,1000,m$n,1927,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1928,Argentina,Total,2396608299,1000,m$n,1928,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1929,Argentina,Total,2167599813,1000,m$n,1929,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1930,Argentina,Total,1395691317,1000,m$n,1930,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1931,Argentina,Total,1455814660,1000,m$n,1931,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1932,Argentina,Total,1287782498,1000,m$n,1932,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1933,Argentina,Total,1120841512,1000,m$n,1933,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1934,Argentina,Total,1438433978,1000,m$n,1934,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1935,Argentina,Total,1569349057,1000,m$n,1935,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1936,Argentina,Total,1655712396,1000,m$n,1936,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1937,Argentina,Total,2310997802,1000,m$n,1937,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXI_1938,Argentina,Total,1400452807,1000,m$n,1938,Exp,,,,,,total_reporting,"Valores ""reales"" del comercio exterior"
CE-ARG_1938_LXIV-LXXIII_1910,Argentina,Alemania,149766,1000,m$n,1910,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1911,Argentina,Alemania,165254,1000,m$n,1911,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1912,Argentina,Alemania,168718,1000,m$n,1912,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1913,Argentina,Alemania,190759,1000,m$n,1913,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1914,Argentina,Alemania,107808,1000,m$n,1914,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1915,Argentina,Alemania,17294,1000,m$n,1915,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1916,Argentina,Alemania,1343,1000,m$n,1916,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1917,Argentina,Alemania,670,1000,m$n,1917,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1918,Argentina,Alemania,504,1000,m$n,1918,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1919,Argentina,Alemania,3423,1000,m$n,1919,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1920,Argentina,Alemania,101410,1000,m$n,1920,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1921,Argentina,Alemania,162440,1000,m$n,1921,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1922,Argentina,Alemania,210707,1000,m$n,1922,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1923,Argentina,Alemania,268687,1000,m$n,1923,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1924,Argentina,Alemania,235583,1000,m$n,1924,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1925,Argentina,Alemania,228986,1000,m$n,1925,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1926,Argentina,Alemania,212339,1000,m$n,1926,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1927,Argentina,Alemania,220430,1000,m$n,1927,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1928,Argentina,Alemania,221600,1000,m$n,1928,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1929,Argentina,Alemania,225163,1000,m$n,1929,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1930,Argentina,Alemania,197688,1000,m$n,1930,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1931,Argentina,Alemania,136408,1000,m$n,1931,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1932,Argentina,Alemania,77461,1000,m$n,1932,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1933,Argentina,Alemania,90075,1000,m$n,1933,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1934,Argentina,Alemania,97462,1000,m$n,1934,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1935,Argentina,Alemania,99523,1000,m$n,1935,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1936,Argentina,Alemania,103379,1000,m$n,1936,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1937,Argentina,Alemania,166488,1000,m$n,1937,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1938,Argentina,Alemania,150527,1000,m$n,1938,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1910,Argentina,Alemania,106903,1000,m$n,1910,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1911,Argentina,Alemania,103179,1000,m$n,1911,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1912,Argentina,Alemania,128116,1000,m$n,1912,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1913,Argentina,Alemania,141367,1000,m$n,1913,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1914,Argentina,Alemania,80600,1000,m$n,1914,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1915,Argentina,Alemania,,1000,m$n,1915,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1916,Argentina,Alemania,,1000,m$n,1916,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1917,Argentina,Alemania,,1000,m$n,1917,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1918,Argentina,Alemania,,1000,m$n,1918,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1919,Argentina,Alemania,21723,1000,m$n,1919,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1920,Argentina,Alemania,53991,1000,m$n,1920,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1921,Argentina,Alemania,115105,1000,m$n,1921,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1922,Argentina,Alemania,120108,1000,m$n,1922,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1923,Argentina,Alemania,144716,1000,m$n,1923,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1924,Argentina,Alemania,229842,1000,m$n,1924,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1925,Argentina,Alemania,201858,1000,m$n,1925,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1926,Argentina,Alemania,186524,1000,m$n,1926,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1927,Argentina,Alemania,377476,1000,m$n,1927,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1928,Argentina,Alemania,329096,1000,m$n,1928,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1929,Argentina,Alemania,216937,1000,m$n,1929,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1930,Argentina,Alemania,123087,1000,m$n,1930,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1931,Argentina,Alemania,120172,1000,m$n,1931,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1932,Argentina,Alemania,112664,1000,m$n,1932,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1933,Argentina,Alemania,85998,1000,m$n,1933,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1934,Argentina,Alemania,120006,1000,m$n,1934,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1935,Argentina,Alemania,108290,1000,m$n,1935,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1936,Argentina,Alemania,96650,1000,m$n,1936,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1937,Argentina,Alemania,157182,1000,m$n,1937,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1938,Argentina,Alemania,163544,1000,m$n,1938,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1910,Argentina,Australia,192,1000,m$n,1910,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1911,Argentina,Australia,1064,1000,m$n,1911,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1912,Argentina,Australia,1436,1000,m$n,1912,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1913,Argentina,Australia,2737,1000,m$n,1913,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1914,Argentina,Australia,131,1000,m$n,1914,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1915,Argentina,Australia,26,1000,m$n,1915,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1916,Argentina,Australia,39,1000,m$n,1916,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1917,Argentina,Australia,,1000,m$n,1917,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1918,Argentina,Australia,75,1000,m$n,1918,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1919,Argentina,Australia,74,1000,m$n,1919,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1920,Argentina,Australia,25,1000,m$n,1920,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1921,Argentina,Australia,81,1000,m$n,1921,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1922,Argentina,Australia,246,1000,m$n,1922,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1923,Argentina,Australia,79,1000,m$n,1923,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1924,Argentina,Australia,107,1000,m$n,1924,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1925,Argentina,Australia,429,1000,m$n,1925,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1926,Argentina,Australia,1587,1000,m$n,1926,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1927,Argentina,Australia,614,1000,m$n,1927,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1928,Argentina,Australia,42,1000,m$n,1928,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1929,Argentina,Australia,49,1000,m$n,1929,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1930,Argentina,Australia,131,1000,m$n,1930,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1931,Argentina,Australia,57,1000,m$n,1931,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1932,Argentina,Australia,72,1000,m$n,1932,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1933,Argentina,Australia,119,1000,m$n,1933,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1934,Argentina,Australia,154,1000,m$n,1934,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1935,Argentina,Australia,235,1000,m$n,1935,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1936,Argentina,Australia,146,1000,m$n,1936,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1937,Argentina,Australia,168,1000,m$n,1937,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1938,Argentina,Australia,144,1000,m$n,1938,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1910,Argentina,Australia,,1000,m$n,1910,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1911,Argentina,Australia,,1000,m$n,1911,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1912,Argentina,Australia,,1000,m$n,1912,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1913,Argentina,Australia,,1000,m$n,1913,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1914,Argentina,Australia,334,1000,m$n,1914,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1915,Argentina,Australia,11786,1000,m$n,1915,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1916,Argentina,Australia,,1000,m$n,1916,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1917,Argentina,Australia,,1000,m$n,1917,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1918,Argentina,Australia,,1000,m$n,1918,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1919,Argentina,Australia,122,1000,m$n,1919,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1920,Argentina,Australia,212,1000,m$n,1920,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1921,Argentina,Australia,,1000,m$n,1921,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1922,Argentina,Australia,,1000,m$n,1922,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1923,Argentina,Australia,,1000,m$n,1923,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1924,Argentina,Australia,16,1000,m$n,1924,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1925,Argentina,Australia,16,1000,m$n,1925,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1926,Argentina,Australia,64,1000,m$n,1926,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1927,Argentina,Australia,44,1000,m$n,1927,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1928,Argentina,Australia,24,1000,m$n,1928,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1929,Argentina,Australia,846,1000,m$n,1929,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1930,Argentina,Australia,103,1000,m$n,1930,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1931,Argentina,Australia,5,1000,m$n,1931,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1932,Argentina,Australia,637,1000,m$n,1932,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1933,Argentina,Australia,1097,1000,m$n,1933,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1934,Argentina,Australia,2585,1000,m$n,1934,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1935,Argentina,Australia,2105,1000,m$n,1935,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1936,Argentina,Australia,51,1000,m$n,1936,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1937,Argentina,Australia,1008,1000,m$n,1937,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1938,Argentina,Australia,1031,1000,m$n,1938,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1920,Argentina,Austria,1542,1000,m$n,1920,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1921,Argentina,Austria,907,1000,m$n,1921,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1922,Argentina,Austria,1212,1000,m$n,1922,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1923,Argentina,Austria,2234,1000,m$n,1923,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1924,Argentina,Austria,5545,1000,m$n,1924,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1925,Argentina,Austria,5595,1000,m$n,1925,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1926,Argentina,Austria,4304,1000,m$n,1926,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1927,Argentina,Austria,5028,1000,m$n,1927,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1928,Argentina,Austria,4149,1000,m$n,1928,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1929,Argentina,Austria,3755,1000,m$n,1929,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1930,Argentina,Austria,3124,1000,m$n,1930,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1931,Argentina,Austria,3587,1000,m$n,1931,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1932,Argentina,Austria,2739,1000,m$n,1932,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1933,Argentina,Austria,3369,1000,m$n,1933,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1934,Argentina,Austria,3670,1000,m$n,1934,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1935,Argentina,Austria,2714,1000,m$n,1935,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1936,Argentina,Austria,2549,1000,m$n,1936,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1937,Argentina,Austria,11236,1000,m$n,1937,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1938,Argentina,Austria,7583,1000,m$n,1938,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1920,Argentina,Austria,11,1000,m$n,1920,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1921,Argentina,Austria,7,1000,m$n,1921,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1922,Argentina,Austria,8,1000,m$n,1922,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1923,Argentina,Austria,,1000,m$n,1923,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1924,Argentina,Austria,10,1000,m$n,1924,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1925,Argentina,Austria,17,1000,m$n,1925,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1926,Argentina,Austria,40,1000,m$n,1926,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1927,Argentina,Austria,10,1000,m$n,1927,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1928,Argentina,Austria,12,1000,m$n,1928,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1929,Argentina,Austria,4,1000,m$n,1929,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1930,Argentina,Austria,7,1000,m$n,1930,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1931,Argentina,Austria,5,1000,m$n,1931,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1932,Argentina,Austria,5,1000,m$n,1932,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1933,Argentina,Austria,46,1000,m$n,1933,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1934,Argentina,Austria,49,1000,m$n,1934,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1935,Argentina,Austria,5515,1000,m$n,1935,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1936,Argentina,Austria,5715,1000,m$n,1936,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1937,Argentina,Austria,7905,1000,m$n,1937,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1938,Argentina,Austria,9784,1000,m$n,1938,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1910,Argentina,Austria-Hungría,8492,1000,m$n,1910,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1911,Argentina,Austria-Hungría,10799,1000,m$n,1911,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1912,Argentina,Austria-Hungría,9174,1000,m$n,1912,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1913,Argentina,Austria-Hungría,15872,1000,m$n,1913,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1914,Argentina,Austria-Hungría,6867,1000,m$n,1914,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1915,Argentina,Austria-Hungría,808,1000,m$n,1915,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1916,Argentina,Austria-Hungría,39,1000,m$n,1916,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1917,Argentina,Austria-Hungría,22,1000,m$n,1917,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1918,Argentina,Austria-Hungría,3,1000,m$n,1918,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1919,Argentina,Austria-Hungría,49,1000,m$n,1919,Imp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1910,Argentina,Austria-Hungría,4432,1000,m$n,1910,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1911,Argentina,Austria-Hungría,5744,1000,m$n,1911,Exp,,,,,,,
CE-ARG_1938_LXIV-LXXIII_1912,Argentina,Austria-Hungría,6873,1000,m$n,1912,Exp,,,,,,,
