slug,author,name,editor,country,volume_number,volume_date,edition_date,pages,shelf_number,notes,source_category,URL,type
Httpwwwierhituacjpcoejapanesediscussionpapersdp9728table2htm,Yoshiko NAGANO,"Re-examining the Foreign Trade Structure of the Colonial Philippines: With Special Reference to the ""Intra-Asian Trade""","Institute of Economic Research, Hitotsubashi University ",,,,1997,,DP97.28,,article,http://www.ier.hit-u.ac.jp/COE/Japanese/discussionpapers/DP97.28/97_28.html,estimation
Httpwwwimesbojorjpenglishhstatdataferddindexhtml,,Foreign Exchange Rates,"Institute for Monetary and Economic Studies, Bank of Japan",,,,,,,,website,http://www.imes.boj.or.jp/english/hstat/data/ferdd/index.html,estimation
Httpwwwipeadatagovbr,,Taxa de câmbio média mensal da libra esterlina (réis por pence) na praça do Rio de Janeiro (RJ),Instituto de Pesquisa Econômica Aplicada,,,,2007,,,,website,http://www.ipeadata.gov.br,estimation
Httpwwwlacoxacukmoxladdatabase,,MOxLAD Database,"Latin American Centre, Oxford School of Global and Area Studies",,,,,,,,website,https://www.lac.ox.ac.uk/research-projects/moxlad-database,estimation
Httpwwwstatsgovtnzbrowse_for_statseconomic_indicatorsnationalaccountslongtermdataseriesoverseastradeandpaymentsaspx,,"Long-term data series, H Overseas Trade and Payments",Stats NZ,,,,,,,,website,http://archive.stats.govt.nz/browse_for_stats/economic_indicators/NationalAccounts/long-term-data-series/overseas-trade-and-payments.aspx,estimation
,,Statistiques du commerce extérieur de la Société des Nations,,,,,,,,,,,
,"Federico, G. and Tena-Junguito A.","World trade, 1800-1938: a new synthesis, Revista de Historia Económica-Journal of Iberian and Latin America Economic History, Vol 37, n.1.",Cambridge University Press,,,,2019,,,,article,https://www.uc3m.es/ss/Satellite/UC3MInstitucional/es/TextoMixta/1371246237481/Federico-Tena_World_Trade_Historical_Database,estimation
