reporting,partner,partner type,year,import,export,total,currency,source
France,CostaRica_Guatemala_Honduras,,1868,"31781,344350866","55617,3526140156","87398,6969648816",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Denmark,,1868,"11918,0041315748","51644,6845701573","63562,6887017321",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Ecuador,,1868,"47672,0165262991","43699,3484824408","91371,3650087399",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,EgyptUnitedArabRepublic,,1868,"1783727,95169236","1457969,17209598","3241697,12378834",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,FrenchGuyana,,1868,"59590,0206578738","210551,406324488","270141,426982362",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,FrenchIndia,,1868,"242332,750675354","35754,0123947243","278086,763070078",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Germany,,1868,"12029238,8368028","10042904,8148737","22072143,6516765",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Greece,,1868,"325758,779596377","373430,796122676","699189,575719053",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Guadeloupe,,1868,"790560,940727793","429048,148736692","1219609,08946448",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Haiti,,1868,"802478,944859368","91371,3650087399","893850,309868108",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,India,,1868,"4195137,45431432","393294,136341967","4588431,59065629",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,IndonesiaDutchEastIndies,,1868,"55617,3526140156","55617,3526140156","111234,705228031",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Italy,,1868,"13074050,5323375","7079294,45415541","20153344,9864929",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Japan,,1868,"2256475,44891149","127125,377403464","2383600,82631495",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Martinique,,1868,"885904,973780391","639599,555061179","1525504,52884157",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Mexico,,1868,"174797,393929763","615763,54679803","790560,940727793",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Netherlands,,1868,"1600985,22167488","1179882,4090259","2780867,63070078",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,NetherlandsAntilles,,1868,"3972,6680438583","3972,6680438583","7945,3360877165",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Norway,,1868,"1577149,21341173","234387,414587637","1811536,62799937",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Oceania,,1868,"7945,3360877165","131098,045447322","139043,381535039",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Peru,,1868,"1616875,89385031","782615,604640077","2399491,49849039",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Philippines,,1868,"23836,0082631495","3972,6680438583","27808,6763070078",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Portugal,,1868,"258223,422850787","655490,227236612","913713,650087399",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Reunion,,1868,"774670,26855236","357540,123947243","1132210,3924996",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,RussiaUSSR,,1868,"5815986,01620849","1136183,06054346","6952169,07675195",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Senegal,,1868,"627681,550929605","317813,443508661","945494,994438266",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Spain,,1868,"3499920,54663912","4310344,82758621","7810265,37422533",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,SpanishAmerica,,1868,"2010170,03019228","838232,957254092","2848402,98744637",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,St.MariedeMadagascar_Mayotte_NossiBe,,1868,"67535,3567455904","15890,672175433","83426,0289210234",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,St.PierreandMiquelon,,1868,"762752,264420785","262196,090894645","1024948,35531543",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,St.Thomas,,1868,"15890,672175433","135070,713491181","150961,385666614",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Sweden,,1868,"1887017,32083267","170824,725885905","2057842,04671858",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Switzerland,,1868,"5585571,26966471","10448116,9553472","16033688,2250119",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Turkey,,1868,"8938503,09868108","2856348,32353409","11794851,4222152",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,UnitedKingdom,,1868,"22775305,8954394","34649610,6785317","57424916,5739711",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,UnitedStatesofAmerica,,1868,"5943111,39361195","4993643,73112983","10936755,1247418",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Uruguay,,1868,"1608930,55776259","1410297,15556968","3019227,71333227",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Venezuela,,1868,"421102,812648975","123152,709359606","544255,522008581",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,WestAfrica,,1868,"615763,54679803","214524,074368346","830287,621166376",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,WorldFedericoTena,,1868,"134970763,320936","117517068,277795","252487831,598731",sterling pound,FedericoGATenajunguito_WorldTrade18001938ANewDatasetEhesWorkingPaper93
France,Worldasreported,,1868,"131245034,164945","110833465,755601","242078499,920546",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Worldsumpartners,,1868,"131229143,49277","110833465,755601","242062609,248371",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Worldbestguess,,1868,"131245034,164945","110833465,755601","242078499,920546",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Africaother,,1869,"150973,381009138","19864,9185538339","170838,299562972",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Algeria,,1869,"2530790,62375844","5145013,90544299","7675804,52920143",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Argentina,,1869,"3941199,84108065","2737385,77671832","6678585,61779897",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Australia,,1869,0,"35756,8533969011","35756,8533969011",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Austria,,1869,"1716328,96305125","595947,556615018","2312276,51966627",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BarbaryCoast,,1869,"738974,970202622","325784,664282876","1064759,6344855",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Belgium,,1869,"12546682,5586015","11720301,946762","24266984,5053635",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Bolivia,,1869,0,0,0,sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Brazil,,1869,"2344060,3893524","2943980,92967819","5288041,31903059",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BritishAfrica,,1869,"603893,524036552","294000,794596742","897894,318633294",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BritishAmerica,,1869,"290027,810885975","262216,924910608","552244,735796583",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BritishMediterranean,,1869,"87405,6416368693","218514,104092173","305919,745729042",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Chile,,1869,"540325,784664283","1239570,91775924","1779896,70242352",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,ChinaPeople'sRepublicofChina,,1869,"1513706,79380215","115216,527612237","1628923,32141439",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,CochinChina_ThailandSiam,,1869,"139054,429876838","214541,120381406","353595,550258244",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,ColombiaGranColombia,,1869,"369487,485101311","798569,725864124","1168057,21096544",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,CostaRica_Guatemala_Honduras,,1869,"55621,771950735","55621,771950735","111243,54390147",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Denmark,,1869,"11918,9511323004","79459,6742153357","91378,6253476361",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Ecuador,,1869,"31783,8696861343","83432,6579261025","115216,527612237",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,EgyptUnitedArabRepublic,,1869,"1907032,18116806","2018275,72506953","3925307,90623759",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,FrenchGuyana,,1869,"55621,771950735","234406,03893524","290027,810885975",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,FrenchIndia,,1869,"286054,827175209","55621,771950735","341676,599125944",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Germany,,1869,"10158919,3484307","12117600,3178387","22276519,6662694",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Greece,,1869,"214541,120381406","488676,996424315","703218,116805721",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Guadeloupe,,1869,"953516,090584029","452920,143027414","1406436,23361144",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Haiti,,1869,"826380,611839492","23837,9022646007","850218,514104093",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,India,,1869,"5466825,5860151","417163,289630513","5883988,87564561",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,IndonesiaDutchEastIndies,,1869,"59594,7556615018","67540,7230830354","127135,478744537",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Italy,,1869,"12753277,7115614","9145808,50218514","21899086,2137465",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Japan,,1869,"1231624,9503377","230433,055224474","1462058,00556217",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Martinique,,1869,"1056813,66706397","564163,686928884","1620977,35399285",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Mexico,,1869,"286054,827175209","460866,110448947","746920,937624156",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Netherlands,,1869,"1434247,11958681","1632896,30512515","3067143,42471196",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,NetherlandsAntilles,,1869,"3972,9837107668","19864,9185538339","23837,9022646007",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Norway,,1869,"1744139,84902662","214541,120381406","1958680,96940803",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Oceania,,1869,"23837,9022646007","79459,6742153357","103297,576479936",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Peru,,1869,"1470003,97298371","889948,35121176","2359952,32419547",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Philippines,,1869,"7945,9674215336",0,"7945,9674215336",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Portugal,,1869,"333730,63170441","556217,71950735","889948,35121176",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Reunion,,1869,"842272,546682559","357568,533969011","1199841,08065157",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,RussiaUSSR,,1869,"4064362,33611442","1215733,01549464","5280095,35160906",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Senegal,,1869,"488676,996424315","301946,762018276","790623,758442591",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Spain,,1869,"4116011,12435439","3841875,24831148","7957886,37266587",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,SpanishAmerica,,1869,"2181168,05721097","361541,517679778","2542709,57489075",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,St.MariedeMadagascar_Mayotte_NossiBe,,1869,"87405,6416368693","11918,9511323004","99324,5927691697",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,St.PierreandMiquelon,,1869,"838299,562971792","238379,022646007","1076678,5856178",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,St.Thomas,,1869,"11918,9511323004","143027,413587604","154946,364719904",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Sweden,,1869,"1954707,98569726","186730,234406039","2141438,2201033",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Switzerland,,1869,"5284068,33531983","10381406,4362336","15665474,7715534",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Turkey,,1869,"5661501,78784267","3234008,74056416","8895510,52840683",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,UnitedKingdom,,1869,"21815653,5558204","35919745,7290425","57735399,2848629",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,UnitedStatesofAmerica,,1869,"6932856,57528804","7663885,57806913","14596742,1533572",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Uruguay,,1869,"2125546,28526023","1402463,24990068","3528009,53516091",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Venezuela,,1869,"441001,191895113","194676,201827573","635677,393722686",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,WestAfrica,,1869,"524433,849821216","154946,364719905","679380,214541121",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,WorldFedericoTena,,1869,"129933012,994874","129444154,540255","259377167,535129",sterling pound,FedericoGATenajunguito_WorldTrade18001938ANewDatasetEhesWorkingPaper93
France,Worldasreported,,1869,"125272149,384188","122165276,122368","247437425,506556",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Worldsumpartners,,1869,"125256257,449344","122165276,122368","247421533,571712",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Worldbestguess,,1869,"125272149,384188","122165276,122368","247437425,506556",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Africaother,,1870,"202405,048220026","47624,7172282415","250029,765448267",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Algeria,,1870,"1877207,60407985","4345755,44707703","6222963,05115688",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Argentina,,1870,"4139381,67242132","2476485,29586856","6615866,96828988",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Australia,,1870,"19843,6321784339","138905,425249038","158749,057427472",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Austria,,1870,"1154899,39278486","547684,248124777","1702583,64090964",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BarbaryCoast,,1870,"634996,229709886","289717,029805136","924713,259515022",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Belgium,,1870,"10794935,9050681","12334801,7621145","23129737,6671826",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Bolivia,,1870,0,0,0,sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Brazil,,1870,"2567766,00388935","2143112,27527087","4710878,27916022",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BritishAfrica,,1870,"813588,919315792","269873,397626702","1083462,31694249",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BritishAmerica,,1870,"269873,397626702","313529,388419256","583402,786045958",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,BritishMediterranean,,1870,"83343,2551494226","305591,935547883","388935,190697306",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Chile,,1870,"777870,381394611","1313648,45021233","2091518,83160694",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,ChinaPeople'sRepublicofChina,,1870,"1631146,56506727","75405,802278049","1706552,36734532",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,CochinChina_ThailandSiam,,1870,"162717,783863158","142874,151684724","305591,935547882",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,ColombiaGranColombia,,1870,"388935,190697305","726276,937730682","1115212,12842799",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,CostaRica_Guatemala_Honduras,,1870,"138905,425249038","99218,1608921697","238123,586141208",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Denmark,,1870,"19843,6321784339","103186,887327857","123030,519506291",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Ecuador,,1870,"107155,613763543","63499,6229709886","170655,236734532",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,EgyptUnitedArabRepublic,,1870,"1516053,49843235","1635115,29150296","3151168,78993531",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,FrenchGuyana,,1870,"39687,2643568679","182561,416041592","222248,68039846",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,FrenchIndia,,1870,"210342,5010914","27781,0850498075","238123,586141207",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Germany,,1870,"4087788,22875739","4119538,04024289","8207326,26900028",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Greece,,1870,"134936,698813351","432591,18148986","567527,880303211",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Guadeloupe,,1870,"988212,882486011","388935,190697305","1377148,07318332",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Haiti,,1870,"1297773,54446958","134936,698813351","1432710,24328293",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,India,,1870,"4889470,96876612","257967,218319641","5147438,18708576",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,IndonesiaDutchEastIndies,,1870,"59530,8965353018","43655,9907925547","103186,887327857",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Italy,,1870,"9314600,9445569","7993015,04147319","17307615,9860301",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Japan,,1870,"1071556,13763543","142874,151684724","1214430,28932015",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Martinique,,1870,"861213,636544033","460372,266539668","1321585,9030837",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Mexico,,1870,"214311,227527087","396872,643568679","611183,871095766",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Netherlands,,1870,"1309679,72377664","1357304,44100488","2666984,16478152",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,NetherlandsAntilles,,1870,"3968,7264356868","31749,8114854943","35718,5379211811",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Norway,,1870,"1658927,65011708","146842,878120411","1805770,52823749",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Oceania,,1870,"15874,9057427472","75405,802278049","91280,7080207962",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Peru,,1870,"2087550,10517125","797714,013573045","2885264,11874429",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Philippines,,1870,0,"3968,7264356868","3968,7264356868",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Portugal,,1870,"317498,114854943","444497,36079692","761995,475651863",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Reunion,,1870,"1008056,51466444","404810,096440052","1412866,61110449",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,RussiaUSSR,,1870,"7477080,60483391","1127118,30773505","8604198,91256896",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
France,Senegal,,1870,"575465,333174584","226217,406834147","801682,740008731",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18671876_Vol1
