id,source,type,flow,year,unit,expimp,spegen,rate,currency,reporting,original_reporting,reporting_slug,partner_slug,partner,original_partner,reporting_type,reporting_continent,reporting_part_of_country,partner_type,partner_continent,partner_part_of_country,transport_type,notes,species_bullions,source_label
126195,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,29306.0,1908,1,Imp,,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126209,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,25005.0,1908,1,Exp,Gen,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126230,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,51552.0,1908,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126252,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,159476.0,1908,1,Exp,Gen,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126269,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,40548.0,1907,1,Imp,Spe,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126287,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,30283.0,1907,1,Exp,Gen,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126304,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,64605.0,1909,1,Imp,,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126322,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,89974.0,1909,1,Exp,Gen,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126356,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,15553.0,1909,1,Imp,,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126390,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,36639.0,1909,1,Exp,Gen,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126411,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,51330.0,1909,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126433,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,141349.0,1909,1,Exp,Gen,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126450,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,29015.0,1908,1,Imp,Spe,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126468,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,44087.0,1909,1,Imp,Spe,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126486,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,29413.0,1908,1,Exp,Gen,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126504,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,27455.0,1909,1,Exp,Gen,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126522,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,23409.0,1910,1,Imp,Spe,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126540,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,40397.0,1910,1,Exp,Gen,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126557,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,70415.0,1911,1,Imp,,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126575,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,93302.0,1911,1,Exp,Gen,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126596,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,25843.0,1911,1,Imp,,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126611,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,37430.0,1911,1,Exp,Gen,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126633,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,75993.0,1911,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126655,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,146126.0,1911,1,Exp,Gen,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126672,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,147062.0,1911,1,Imp,Spe,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126690,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,168407.0,1911,1,Exp,Gen,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126707,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,46710.0,1912,1,Imp,,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126725,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,121907.0,1912,1,Exp,Gen,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126746,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,27082.0,1912,1,Imp,,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126761,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,43313.0,1912,1,Exp,Gen,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126783,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,55306.0,1912,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126805,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,180046.0,1912,1,Exp,Gen,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126822,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,140262.0,1912,1,Imp,Spe,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126840,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,174862.0,1912,1,Exp,Gen,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126857,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,63383.0,1913,1,Imp,,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126875,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,103798.0,1913,1,Exp,Gen,1.0,"sterling pound",Newfoundland,"newfoundland (including labrador)",Newfoundland,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126896,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,26410.0,1913,1,Imp,,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126911,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,39420.0,1913,1,Exp,Gen,1.0,"sterling pound",Jamaica,jamaica,Jamaica,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126933,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,61175.0,1913,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126955,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,192488.0,1913,1,Exp,Gen,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126972,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,217828.0,1913,1,Imp,Spe,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
126990,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,183055.0,1913,1,Exp,Gen,1.0,"sterling pound","Trinidad and Tobago","trinidad and tobago",TrinidadandTobago,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127007,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,6147.0,1899,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127018,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,8991.0,1901,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127029,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,10502.0,1902,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127040,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,8073.0,1903,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127051,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,11007.0,1904,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127062,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,11151.0,1905,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127073,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,8095.0,1906,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127084,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,5126.0,1907,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127095,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,4984.0,1908,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127106,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,4872.0,1909,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127117,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,6739.0,1911,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127128,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,8684.0,1912,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127139,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,4601.0,1913,1,Imp,,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127150,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,1018.0,1899,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127159,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,2583.0,1901,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127168,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,1064.0,1902,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127177,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,3339.0,1903,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127186,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,2980.0,1904,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127195,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,3637.0,1905,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127204,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,3155.0,1906,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127213,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,2309.0,1907,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127222,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,1669.0,1908,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127231,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,1705.0,1909,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127240,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,1382.0,1911,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127249,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,1317.0,1912,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127258,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,1643.0,1913,1,Exp,Gen,1.0,"sterling pound",Bermuda,bermuda,Bermuda,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127369,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,726.0,1910,1,Imp,,1.0,"sterling pound","Belize (British Honduras)","british honduras",BelizeBritishHonduras,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127382,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,215.0,1911,1,Imp,,1.0,"sterling pound","Belize (British Honduras)","british honduras",BelizeBritishHonduras,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
127395,StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,secondary,141.0,1912,1,Imp,,1.0,"sterling pound","Belize (British Honduras)","british honduras",BelizeBritishHonduras,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates"
