source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type
STAT-COM-ALG_1938_1938,Algérie,Suède,13107,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Suisse,4231,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Tchécoslovaquie,5801,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Turquie,771,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Union économique Belgo-Luxembourgeoise,49401,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,URSS,3353,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Yougoslavie,20542,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays d'Europe,1,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Afghanistan,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Arabie,250,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Chine,22999,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Hong-Kong,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Indes anglaises,2186,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Indes néerlandaises,8702,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Irak,17231,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Japon,7927,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Malaisie britannique,594,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Palestine,1241,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Perse,10963,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Philippines,1443,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Siam,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Asie, occidentaux",348,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Asie, autres",110,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Egypte,2765,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Possessions italiennes en Afrique,192,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Union sud-africaine,114,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, septentrionaux (Tanger)",600,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, equatoriaux orientaux",265,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, equatoriaux occidentaux",210,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, méridionaux",5,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Argentine,2916,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Bolivie,1,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Brésil,69825,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Canada,24341,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Chili,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Colombie,428,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Costa Rica,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Cuba,239,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,République dominicaine,7199,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Equateur,46,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Etats-Unis d'Amérique,83111,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Guatémala,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Haiti,159,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Honduras,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Mexique,74,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Nicaragua,20,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Paraguay,2090,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Pérou,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Salvador,9,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Uruguay,459,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Vénézuela,715,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays de l'Amérique du Nord,38,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays de l'Amérique Centrale, continentaux",,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays de l'Amérique Centrale, insulaires",1407,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays de l'Amérique du Sud,41,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Australie,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Nouvelle Zélande,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays de l'Océanie,23,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Régions arctiques et antarctiques,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Maroc espagnol et Iles Canaries,,1000,Franc,1938,Imp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Totaux,4995178,1000,Franc,1938,Imp,Spe,NS,,,,total_reporting
STAT-COM-ALG_1938_1938,Algérie,France,4706686,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Afrique equatoriale française,1562,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Afrique occidentale française,20528,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Cameroun (mandat français),2359,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Côte des Somalis française,732,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Nouvelle Calédonie,2525,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Etablissements français en Océanie, autres",489,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Guadeloupe,2232,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Guyane française,571,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Indes françaises,404,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Indochine française,49170,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Madagascar,4590,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Maroc (protectorat français),41684,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Martinique,2593,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Réunion,1982,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Saint Pierre-et-Miquelon,90,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Syrie (mandat français),5031,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Togo (mandat français),112,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Tunisie (protectorat français),100028,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Oasis sahariennes,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Albanie,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Allemagne,117366,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autriche,158,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Bulgarie,197,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Danemark,2591,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Espagne,11458,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Esthonie,74,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Finlande,2872,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Grande-Bretagne,267996,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Grèce,2802,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Hongrie,605,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Irlande (Etat libre),5370,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Italie,25108,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Lettonie,1371,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Lithuanie,1405,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Norvège,5143,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Pays-Bas,33246,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Pologne,13586,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Portugal,1468,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Roumanie,2815,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Suède,4953,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Suisse,1554,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Tchécoslovaquie,8227,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Turquie,70,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Union économique Belgo-Luxembourgeoise,40067,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,URSS,6823,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Yougoslavie,1481,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays d'Europe,310,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Afghanistan,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Arabie,2,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Chine,1263,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Hong-Kong,4,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Indes anglaises,264,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Indes néerlandaises,497,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Irak,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Japon,2002,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Malaisie britannique,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Palestine,601,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Perse,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Philippines,11,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Siam,21,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Asie, occidentaux",8,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Asie, autres",7,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Egypte,7009,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Possessions italiennes en Afrique,11,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Union sud-africaine,16,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, septentrionaux (Tanger)",182,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, equatoriaux orientaux",183,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, equatoriaux occidentaux",290,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays d'Afrique, méridionaux",2,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Argentine,4367,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Bolivie,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Brésil,188,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Canada,653,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Chili,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Colombie,36,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Costa Rica,5,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Cuba,4373,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,République dominicaine,3,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Equateur,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Etats-Unis d'Amérique,96725,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Guatémala,7,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Haiti,164,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Honduras,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Mexique,738,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Nicaragua,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Paraguay,7,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Pérou,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Salvador,1,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Uruguay,304,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Vénézuela,17,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays de l'Amérique du Nord,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays de l'Amérique Centrale, continentaux",4,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,"Autres pays de l'Amérique Centrale, insulaires",46,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays de l'Amérique du Sud,3,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Australie,1803,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Nouvelle Zélande,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Autres pays de l'Océanie,6,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Régions arctiques et antarctiques,,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Maroc espagnol et Iles Canaries,1008,1000,Franc,1938,Exp,Spe,NS,,,,
STAT-COM-ALG_1938_1938,Algérie,Totaux,5638787,1000,Franc,1938,Exp,Spe,NS,,,,total_reporting
STAT-COM-ALG_1937_1937,Algérie,France,3124987,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Afrique equatoriale française,131,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Afrique occidentale française,30364,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Cameroun (mandat français),965,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Côte des Somalis française,,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Nouvelle Calédonie,,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,"Etablissements français en Océanie, autres",,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Guadeloupe,68,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Guyane française,5,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Indes françaises,274,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Indochine française,40106,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Madagascar,1595,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Maroc (protectorat français),199265,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Martinique,6,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Réunion,5,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Saint Pierre-et-Miquelon,,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Syrie (mandat français),4102,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Togo (mandat français),5,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Tunisie (protectorat français),75228,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Oasis sahariennes,,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Albanie,30,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Allemagne,35031,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Autriche,5024,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Bulgarie,22,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Danemark,2794,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Espagne,4851,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Esthonie,24,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Finlande,1119,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Grande-Bretagne,68818,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Grèce,2313,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Hongrie,3733,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Irlande (Etat libre),400,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Italie,15264,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Lettonie,,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Lithuanie,21,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Norvège,1367,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Pays-Bas,16851,1000,Franc,1937,Imp,Spe,NS,,,,
STAT-COM-ALG_1937_1937,Algérie,Pologne,1788,1000,Franc,1937,Imp,Spe,NS,,,,
