bibliographic reference,author,name,country,volume_number,volume_date,editor,edition_date,pages,shelf_number,URL,source_category,type,notes
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1919. Centraal-Bureau voor de Statistiek. pp. XX-XXI, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1919,Centraal-Bureau voor de Statistiek,,pp. XX-XXI,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1920. Centraal-Bureau voor de Statistiek. pp. XXIII-XXIV, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1920,Centraal-Bureau voor de Statistiek,,pp. XXIII-XXIV,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1921. Centraal-Bureau voor de Statistiek. pp. 9*-10*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1921,Centraal-Bureau voor de Statistiek,,pp. 9*-10*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1922. Centraal-Bureau voor de Statistiek. pp. 7*-8*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1922,Centraal-Bureau voor de Statistiek,,pp. 7*-8*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1923. Centraal-Bureau voor de Statistiek. pp. 9*-10*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1923,Centraal-Bureau voor de Statistiek,,pp. 9*-10*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1924. Centraal-Bureau voor de Statistiek. pp. 8*-9*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1924,Centraal-Bureau voor de Statistiek,,pp. 8*-9*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1925. Centraal-Bureau voor de Statistiek. pp. 9*-10*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1925,Centraal-Bureau voor de Statistiek,,pp. 9*-10*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1926. Centraal-Bureau voor de Statistiek. pp. 7*-8*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1926,Centraal-Bureau voor de Statistiek,,pp. 7*-8*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1927. Centraal-Bureau voor de Statistiek. pp. 6*-9*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1927,Centraal-Bureau voor de Statistiek,,pp. 6*-9*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1928. Centraal-Bureau voor de Statistiek. pp. 6*-9*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1928,Centraal-Bureau voor de Statistiek,,pp. 6*-9*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1929. Centraal-Bureau voor de Statistiek. pp. 6*-9*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1929,Centraal-Bureau voor de Statistiek,,pp. 6*-9*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1930. Centraal-Bureau voor de Statistiek. pp. 6*-9*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1930,Centraal-Bureau voor de Statistiek,,pp. 6*-9*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1931. Centraal-Bureau voor de Statistiek. pp. 12*-15*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1931,Centraal-Bureau voor de Statistiek,,pp. 12*-15*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1932. Centraal-Bureau voor de Statistiek. pp. 12*-15*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1932,Centraal-Bureau voor de Statistiek,,pp. 12*-15*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1933. Centraal-Bureau voor de Statistiek. pp. 12*-15*, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1933,Centraal-Bureau voor de Statistiek,,pp. 12*-15*,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1934. Centraal-Bureau voor de Statistiek. pp. 16-19, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1934,Centraal-Bureau voor de Statistiek,,pp. 16-19,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1935. Centraal-Bureau voor de Statistiek. pp. XVI-XIX, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1935,Centraal-Bureau voor de Statistiek,,pp. XVI-XIX,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1936. Centraal-Bureau voor de Statistiek. pp. XVI-XIX, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1936,Centraal-Bureau voor de Statistiek,,pp. XVI-XIX,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1937. Centraal-Bureau voor de Statistiek. pp. XXXVI-XXXIX, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1937,Centraal-Bureau voor de Statistiek,,pp. XXXVI-XXXIX,Insee_PB-6,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, vol.2, 1938. Centraal-Bureau voor de Statistiek. pp. XXXVI-XXXIX, Insee_PB-6.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,vol.2,1938,Centraal-Bureau voor de Statistiek,,pp. XXXVI-XXXIX,Insee_PB-6,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden, 1850. Ministerie van financiën. BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,1850,Ministerie van financiën,,,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden, 1851. Ministerie van financiën. BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,1851,Ministerie van financiën,,,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden, 1856. Ministerie van financiën. BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,1856,Ministerie van financiën,,,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden, 1871. Ministerie van financiën. BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,1871,Ministerie van financiën,,,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden, 1873. Ministerie van financiën. BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,1873,Ministerie van financiën,,,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden, 1874. Ministerie van financiën. BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,1874,Ministerie van financiën,,,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden, 1876. Ministerie van financiën. BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,1876,Ministerie van financiën,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1877. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1877,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1878. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1878,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1880. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1880,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1881. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1881,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1882. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1882,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1883. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1883,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1884. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1884,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1886. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1886,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1888. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1888,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1890. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1890,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1892. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1892,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1893. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1893,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1895. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1895,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1897. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1897,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1899. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1899,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1901. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1901,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1903. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1903,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1905. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1905,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1906. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1906,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1907. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1907,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1908. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1908,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1910. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1910,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1912. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1912,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer, 1914. Centraal-Bureau voor de Statistiek. BnF_FOL-MW-66.",,"Netherlands. Jaarstatistiek van den In-, Uit- en Doorvoer",,,1914,Centraal-Bureau voor de Statistiek,,,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden, 1860. pp. 410, BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden,,,1860,,,pp. 410,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden, 1862. pp. 432, BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden,,,1862,,,pp. 432,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden, 1864. pp. 510, BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden,,,1864,,,pp. 510,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden, 1866. pp. 520, BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden,,,1866,,,pp. 520,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden, vol.2, 1868. pp. 496, BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden,,vol.2,1868,,,pp. 496,BnF_FOL-MW-66,,statistical series,primary,
"Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden, vol.2, 1869. pp. 502, BnF_FOL-MW-66.",,Statistiek van den Handel en de Scheepvaart van het Koningrijk der Nederlanden,,vol.2,1869,,,pp. 502,BnF_FOL-MW-66,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1894. pp. 12*-13*, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1894,,,pp. 12*-13*,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1897. pp. 12-13, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1897,,,pp. 12-13,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1902. pp. 12-13, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1902,,,pp. 12-13,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1907. pp. 507, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1907,,,pp. 507,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1907. pp. 511, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1907,,,pp. 511,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1912. pp. 987, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1912,,,pp. 987,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1912. pp. 991, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1912,,,pp. 991,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1917. pp. 669, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1917,,,pp. 669,London School of Economics,,statistical series,primary,
"Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie, 1917. pp. 673, London School of Economics.",,Statistik des auswärtigen Handels des Vertragszollgebietes der beiden Staaten der österreichischen-ungarischen Monarchie,,,1917,,,pp. 673,London School of Economics,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1890. pp. A5, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1890,,,pp. A5,BnF_FOL-MW-22,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1841. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1841,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1846. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1846,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1847. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1847,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1849. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1849,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1850. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1850,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1852. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1852,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1855. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1855,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1858. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1858,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1864. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1864,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1870. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1870,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1875. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1875,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1880. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1880,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1885. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1885,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1890. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1890,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1895. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1895,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1900. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1900,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1905. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1905,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1908. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1908,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1911. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1911,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1912. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1912,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers, 1913. Ministère des finances. BnF_FOL-M-98 & Insee_B-6.",,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,1913,Ministère des finances,,,BnF_FOL-M-98 & Insee_B-6,,statistical series,primary,
"Statistique de la France. Commerce extérieur, 1787-1836. Ministère des travaux publics, de l'agriculture et du commerce, 1838. Insee.",,Statistique de la France. Commerce extérieur,,,1787-1836,"Ministère des travaux publics, de l'agriculture et du commerce",1838,,Insee,,book,secondary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1891. pp. 19, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1891,,,pp. 19,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1891. pp. 20, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1891,,,pp. 20,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1898. pp. 28-29, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1898,,,pp. 28-29,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
